,Kisumu,Nakuru
0,6.869532808267993,6.867023396662568
1,7.0948717242901775,6.869118515768734
2,6.971540755244337,6.876230575440013
3,6.985564269076629,6.757608981292415
4,6.948897785174569,6.878404018641677
5,7.052557650725206,6.748433797828377
6,7.029015660711088,6.751992875719974
7,7.127171735792931,6.9135430041200605
8,7.12976581891581,6.962469649556401
9,7.1224147628539,6.9554126545934585
10,6.948605509106668,6.852798928200067
11,7.029962044808549,6.79765558057282
12,6.942049186344503,6.843982503292263
13,7.02330041822715,6.737072891486363
14,7.024368132666589,6.632309433456915
15,6.930038420484859,6.631208641538073
16,6.935362813960995,6.9351365952064965
17,6.97714818876588,6.731809444368906
18,7.015977630384741,6.929380933061017
19,6.925373799331172,6.925373799331172
20,7.0049326700226935,6.822985808792981
21,6.9139463944523865,6.818181772468007
22,6.907881999214814,6.905146019395939
23,6.901072009491244,6.901984002258514
24,6.977555348687858,6.794897318135682
25,6.951801807191196,6.776429311677961
26,6.864325239480843,6.763327620516473
27,6.944582851879534,6.762430772248937
28,6.946053900229619,6.7638162677359945
29,6.933799958360894,6.75038306506277
30,6.920344796109218,6.737261527967021
31,6.91492613158999,6.8747218840778626
32,6.989626425105552,6.873213654907773
33,6.919551459186373,6.897971730635504
34,6.624794310580699,6.88174041761792
35,6.521788702681593,6.7449322539958025
36,6.613417721944589,6.7464751031475
37,6.51976849303224,6.692089164268168
38,6.448348150423448,6.7370553382904745
39,6.525969636655208,6.75114158623081
40,6.531391598571084,6.666740957945367
41,6.533283900695433,6.754143476901811
42,6.53518460689575,6.703019331723461
43,6.535069795951418,6.78107579261386
44,6.533681631450865,6.851787878926591
45,6.529735458374706,6.755935558171465
46,6.527071100501934,6.753271200298693
47,6.5179429944415945,6.838022931052672
48,6.628342258436647,6.572187155606918
49,6.513527283479417,6.826550927891677
50,6.520622171571741,6.7347249782338015
51,6.509924588244713,6.732817167039096
52,6.50303189297508,6.820686856435466
53,6.499456590757622,6.770585908825588
54,6.492168534934097,6.664216387777751
55,6.5545011970797775,6.718715587242694
56,6.607672225917502,6.738438894635541
57,6.490754626020756,6.765889482420448
58,6.357777820301539,6.609410112539349
59,6.364396705887956,6.498463287179254
60,6.365316822954006,6.501709447859561
61,6.367348986724408,6.469062603563939
62,6.21427134449893,6.449563012649042
63,6.205865617187821,6.429675613045191
64,6.42328999752151,6.482225794633189
65,6.4912217731960355,6.482422219244187
66,6.360072958526515,6.4225499004819016
67,6.360973165655985,6.42881924802643
68,6.479338798908584,6.488216472940602
69,6.475432421101839,6.4760695667111605
70,6.474084062221822,6.5915843324302585
71,6.473614665735585,6.593231399627761
72,6.4769465579129,6.593135685400743
73,6.342045789938428,6.593039962011633
74,6.485114874213098,6.600684295241168
75,6.47743350993547,6.5957691844564295
76,6.47229517285478,6.589250736391131
77,6.462133078500731,6.578111184822959
78,6.456960017389824,6.573631324193517
79,6.668356660830271,6.670873651839425
80,6.724805798822783,7.0113006456810005
81,6.672684426990359,7.007158660948899
82,6.669688502111016,7.005875269132802
83,6.555150291213322,6.917706503642626
84,6.600419154865418,6.821005687111406
85,6.643727192545296,6.906071818556762
86,6.698282486866792,6.923733134447132
87,6.750014843419091,6.925668942474727
88,6.740048158465007,6.949593661004507
89,6.740237913980303,6.920171271958031
90,6.73904356075301,6.526457830712988
91,6.739406991651777,6.9151348718765995
92,6.7419473163533254,6.308260034758923
