,Lira,Soroti
0,6.284467475365949,6.372391869941915
1,6.326504178166685,6.370640577278522
2,6.403282379341532,6.5257701407738695
3,6.441571359574251,6.55629087456297
4,6.511475288150438,6.620651652486489
5,6.543291845062377,6.612455971419808
6,6.551180550355619,6.62002426828871
7,6.488903597652056,6.561597107918934
8,6.4923421122342475,6.006536024298302
9,6.064976322601498,6.227102299052104
10,6.0042340426459795,6.066754399627313
11,5.999496259519676,6.062777709467196
12,5.865483781999095,6.116445190189492
13,6.08201182847926,6.083029640271961
14,6.0794849756934335,6.02178675077425
15,6.018118854425363,5.971031784621603
16,6.006939533632155,6.033953602043412
17,5.50906796558977,6.070356963259788
18,5.689458131748428,6.040939431857416
19,5.909176205953044,5.976565227858021
20,6.039056534663201,6.039056534663201
21,5.935872857592468,6.027762768991995
22,5.97497381156673,6.036262135538013
23,6.03517053161397,6.03517053161397
24,6.0610754770271384,6.056934684361107
25,6.083188164709767,6.026148339663316
26,6.0788112493633095,6.02159335596944
27,5.966358238098193,5.9515600169992435
28,6.009249335412577,5.882789455730505
29,6.000359003158413,5.875485673277005
30,5.970295975445936,5.871391901387022
31,5.636013349760887,5.864783674282612
32,5.730847500225399,5.650923325118823
33,5.647201608223089,5.51894727269941
34,5.455050537665471,5.407377068196114
35,5.359217423231947,5.463761278983219
36,5.342731760733681,5.444781015087852
37,5.330285056581489,5.433142442021197
38,5.521269940409946,5.427338120575742
39,5.529888746837217,5.529888746837217
40,5.530633836766078,5.554323607888483
41,5.538205447338319,5.5847254629732115
42,5.604937151016327,5.63319648833073
43,5.550195633409724,5.6372070103993535
44,5.55590159534988,5.639283204288931
45,5.638278741600945,5.6565719346482695
46,5.64008961917941,5.6821378554229085
47,5.647990256047452,5.68966295244802
48,5.72463396209482,5.645760982008161
49,5.713946972747484,5.634376297180895
50,5.669612526996045,5.630509800982303
51,5.70054703911345,5.617413138870241
52,5.770226819210122,5.694485193435976
53,5.895328803332569,5.691277529953199
54,5.925757597454391,5.766301865397439
55,5.869106555166567,5.833672182178691
