,Kamembe,Ngozi
0,6.668131934783771,6.822056771731066
1,6.659685276645941,6.824953573129102
2,6.661473185674499,6.820402653013379
3,6.664371981824951,6.819595756887571
4,6.609791223047029,6.827985957630916
5,6.636040277721459,6.715064557494847
6,6.6686345813781935,6.824576372000877
7,6.638263000048744,6.7731000240376895
8,6.613296546511881,6.769032858936583
9,6.635936872882846,6.764496397229259
10,6.6019454883193776,6.752768872199904
11,6.617904918014925,6.7904640276171575
12,6.579364834389938,6.784953236328513
13,6.571979460215723,6.776310739594655
14,6.698403416153799,6.824876602470307
15,6.588560319819493,6.825085429349514
16,6.5968559726308165,6.832341119888101
17,6.66844318172644,6.7834666575443014
18,6.667565375484248,6.789052189203087
19,6.634503616026713,6.794679448644459
20,6.667517666091672,6.798188222500705
21,6.6649977390414215,6.8007898109193645
22,6.654089976970547,6.803916369368824
23,6.64768824314714,6.805668604775688
24,6.637124385204231,6.802573313056469
25,6.625519477846792,6.799027696770069
26,6.619936885314041,6.795512756341946
27,6.613240897846361,6.738147321560794
28,6.620132858649259,6.74199526031117
29,6.621963355424937,6.690879228820682
30,6.6291429863140285,6.695745420288031
31,6.6329277937646305,6.758535809247158
32,6.624569017755475,6.7639346701980045
33,6.552219850099193,6.708430085249448
34,6.615010084585146,6.655333355220599
35,6.61440822419771,6.6650053011353725
36,6.623072924813738,6.6027541132215966
37,6.6271712543631365,6.611459209890555
38,6.627558448366056,6.601327296532839
39,6.625638109899444,6.723268116769353
40,6.628151667380087,6.663548882067731
41,6.635309977675683,6.664098181724499
42,6.6318422135796835,6.658418422669185
43,6.630685246548976,6.708937864442698
44,6.627761300456787,6.714995018022411
45,6.627159197022407,6.72055704379279
46,6.6167917109748355,6.713244325392688
47,6.603043946271333,6.6959395101124795
48,6.590587029485908,6.686550347102294
49,6.5828194258391255,6.674019411427988
50,6.577454808521302,6.6717737344904435
51,6.563777781943802,6.6114345607170115
52,6.565364921629401,6.622240862457765
53,6.563368698521016,6.571243132766146
54,6.560334943093867,6.62886885654007
