,Bujumbura,Ngozi
0,6.866107859644925,6.797188170491792
1,6.792514047478402,6.84643618772067
2,6.791536779706087,6.846212776052781
3,6.84729157113388,6.833407916560032
4,6.870262157267624,6.836865783677958
5,6.841561926283522,6.836380567541525
6,6.850301785997727,6.782985177566352
7,6.861428250811061,6.702189999306349
8,6.834798899949471,6.692368099492527
9,6.653486271974757,6.685568171931773
10,6.581140569612982,6.619871606758764
11,6.568359229397142,6.679827536675793
12,6.610008256721139,6.684206412398392
13,6.626310626922032,6.682710315384156
14,6.639024708819582,6.734557135541145
15,6.672673900003079,6.7082937073360505
16,6.678320457569624,6.6789081743070815
17,6.646338089563407,6.682205652188828
18,6.670407792319492,6.738949183236975
19,6.661044404245048,6.723537991406674
20,6.775533382614217,6.710702043271596
21,6.817822440999873,6.760664027159924
22,6.8111433207924525,6.806036926717879
23,6.791690863951317,6.797299950721675
24,6.7625571178219355,6.763044091291506
25,6.757732448925602,6.84046930029012
26,6.928332090879905,6.881489888923772
27,6.797709287697273,6.898158235476392
28,6.71097374466288,6.822056771731066
29,6.770984048656892,6.824953573129102
30,6.7692255363779195,6.820402653013379
31,6.758584576267968,6.819595756887571
32,6.8798199446699435,6.827985957630916
33,6.8107370397350895,6.715064557494847
34,6.8241284436619205,6.824576372000877
35,6.82627098712563,6.7731000240376895
36,6.822501815157606,6.769032858936583
37,6.765444714038118,6.764496397229259
38,6.75300676919163,6.752768872199904
39,6.8035538105448605,6.7904640276171575
40,6.811812505378781,6.784953236328513
41,6.7772194175308735,6.776310739594655
42,6.826391590315532,6.824876602470307
43,6.825951605237362,6.825085429349514
44,6.833640665230186,6.832341119888101
45,6.832693598309452,6.7834666575443014
46,6.840942183399497,6.789052189203087
47,6.8951567372032505,6.794679448644459
48,6.848377967024559,6.798188222500705
49,6.689997005984161,6.8007898109193645
50,6.692204024138941,6.803916369368824
51,6.694929666625103,6.805668604775688
52,6.746793259186641,6.802573313056469
53,6.626774874924381,6.799027696770069
54,6.587661069824696,6.795512756341946
55,6.5693264519857415,6.738147321560794
56,6.525872679612416,6.74199526031117
57,6.496356093703037,6.690879228820682
58,6.53558149323732,6.695745420288031
59,6.5416770260208414,6.758535809247158
60,6.512273945553212,6.7639346701980045
61,6.515964564026483,6.708430085249448
62,6.525630241813561,6.655333355220599
63,6.534130367608763,6.6650053011353725
64,6.568123787069351,6.6027541132215966
65,6.57991836267975,6.611459209890555
66,6.601327296532839,6.601327296532839
67,6.597690809386151,6.723268116769353
68,6.723268116769353,6.663548882067731
69,6.69385423156306,6.664098181724499
70,6.7711186218214765,6.658418422669185
71,6.7120547500829515,6.708937864442698
72,6.717071861967251,6.714995018022411
73,6.721076389428976,6.72055704379279
74,6.713244325392688,6.713244325392688
75,6.6959395101124795,6.6959395101124795
76,6.686550347102294,6.686550347102294
77,6.674019411427988,6.674019411427988
78,6.6717737344904435,6.6717737344904435
79,6.647865408782689,6.6114345607170115
80,6.623371444828051,6.622240862457765
81,6.613470412672955,6.571243132766146
82,6.593369313372226,6.593369313372226
83,6.5546791300079,6.59161724615024
84,6.585183732693983,6.589862103800083
85,6.546682564606072,6.608412414978601
86,6.603913979777874,6.634789292241042
87,6.5989414964695445,6.657749342898131
88,6.5974015371096915,6.657220032320602
89,6.648804509550161,6.648804509550161
90,6.698892723794313,6.640378009732886
91,6.689702350816131,6.632664717216682
92,6.68209183025225,6.624993870421932
93,6.676421148456131,6.619323188625813
94,6.665630447145529,6.608228931323102
95,6.659163512691131,6.601761996868704
96,6.678236707672078,6.707511931543863
97,6.703783813796977,6.742250094624773
