,Masindi,Busia
0,6.123251474202466,6.091773815325784
1,6.060442530899319,6.091806862453398
2,6.07692304133352,6.173231723467434
3,6.077322641474356,6.200579144544911
4,6.064285957152308,6.128824478289879
5,6.070042738305509,6.145411064028589
6,6.068293011053473,6.16172701769957
7,6.054682991384673,6.029193081171234
8,6.056735343862079,6.038767426445918
9,6.052104707506678,6.047635426324382
10,6.052130773563463,6.064265506029456
11,6.1069795792240145,6.143944773457486
12,6.10306056731719,6.202546118531996
13,6.095489048077792,6.180486149306463
14,6.077143615658899,6.1277195972409695
15,6.173519819667611,6.072012873325774
16,6.142057985848633,6.053064447655013
17,6.133074570711704,6.040541068613632
18,6.141759257364711,6.04250429926937
19,6.136612844860007,6.039025098096
20,6.135574564806038,6.06590802390268
21,6.134535205606046,6.063785790544317
22,6.127784079959406,6.100676423779259
23,6.124489577113207,6.1362544186927925
24,6.121292687066978,6.164756795236539
25,6.113643140753075,6.2114316365718665
26,6.161144161349006,6.197920491212758
27,6.354372984576003,6.170337898271727
28,6.361349334856827,6.01459182757544
29,6.124503715111705,5.852293004104387
30,6.122483898456167,5.850179194283425
31,6.123622512423043,5.909813344777106
32,6.118333395413176,5.9126371474713375
33,6.116939383429103,5.93184719355464
34,6.1101261299601,5.877032247792721
35,6.108122953880963,5.797562702326286
36,6.104634076604516,5.822725216064055
37,6.09294639019578,5.758281564449163
38,6.096754435110813,5.730587114417018
39,6.096423615231827,5.67509115495089
40,6.093598919155624,5.719617573288181
41,5.842409381144868,5.842409381144868
42,5.839799265618317,5.844953916206982
43,5.839995909933781,5.891374481824263
44,5.902478211810154,5.935735433566636
45,5.828507432588327,5.9540524735802
46,5.8876329296930106,6.074426947692899
47,5.8852374373691445,6.072031455369033
48,5.91239643131641,6.065576641469793
49,6.287738756600155,6.250121893028848
50,6.253849702009266,6.289684155018482
51,6.379122069505014,6.309607685620324
52,6.305033192846769,6.3144009428503685
53,6.343399460271448,6.289332239001173
54,6.350019156170734,6.450456860365343
55,6.386200734524484,6.446663549166113
