,Kampala,Nairobi
0,5.470728347419592,6.253532300921933
1,5.458969852156508,6.253304538611959
2,5.460547710239721,6.260044436016196
3,5.456993749154578,6.246970290885226
4,5.428510313927199,6.237589453539799
5,5.430104293642521,6.23413676277972
6,5.461639567537767,6.09877443370307
7,5.566097417567529,6.131316193506427
8,5.567228546636379,6.134762798646367
9,5.595170821967687,6.127446251224562
10,5.611889148977269,6.120152942198136
11,5.612619207362562,6.113878588300459
12,5.911840245564505,6.109681433087875
13,5.6792556011719855,6.107217608175139
14,5.54276441635688,6.107350392399816
15,5.534623610463989,6.28882214420791
16,5.533937237081611,6.295723167605135
17,5.58418308839212,6.292614325884049
18,5.633328596293082,6.289515119114008
19,5.653388594799817,6.266912176759117
20,5.7656386678618405,6.26162023913377
21,5.733866391976621,6.273454597026335
22,5.728602018516291,6.2679388547183335
23,5.735801902138559,6.261223410655661
24,5.731147736751843,6.251057492794427
25,5.7298585308937655,6.230233145309451
26,5.730052415847992,6.224367702249815
27,5.726010375083201,6.28477209158718
28,5.720502665874353,6.317891007993051
29,5.811989948718504,6.2991202759365
30,5.790089578940895,6.308411055063845
31,5.958899158256917,6.375445252063623
32,6.102029828334253,6.376084879394346
33,6.109099196459389,6.532308658621877
34,6.033060576314948,6.591699853506847
35,5.798513035977917,6.582862258287834
36,5.676134973936596,6.549287399780526
37,5.719883455785202,6.568680282110603
38,5.623736305825427,6.541947465824144
39,5.528757383475383,6.575182723224684
40,5.6189089775824845,6.60223928890192
41,5.7011708566512205,6.452818628046244
42,5.5896642280924995,6.457360249046529
43,5.600378535003355,6.4264567850272565
44,5.4036072545508675,6.507873747494992
45,5.508936755458621,6.455627486220984
46,5.400951363887112,6.477722744858338
47,5.405414085303052,6.44157001565702
48,5.341019025467256,6.458906603918851
49,5.398856937986302,6.391696141330559
50,5.398827469053243,6.314520086112383
51,5.501201391272897,6.402750076415144
52,5.331933353342541,6.337001217492534
53,5.307211822598467,6.019775118693772
54,5.245255431110037,6.020252119239107
55,5.225047245462376,5.99124450939855
56,4.918493796224216,6.1207007816204255
57,4.922703897779067,5.968766018839951
58,5.235160533260355,5.821907780549079
59,5.110232640733851,5.826505813490167
60,5.090235997406944,5.853941276007686
61,4.840078720018234,5.847703457420768
62,4.734190940015797,5.824017987128114
63,4.743484072790689,5.84972477568628
64,4.837486656206132,5.853008774171027
65,4.929799495233464,5.795069292380656
66,5.097291180167716,5.79683785421319
67,5.098210509666667,5.856860725024573
68,4.949208222765956,5.857475586242599
69,5.167659538312995,5.839130022670002
70,5.267067944995011,5.8445791434676355
71,5.302970958847781,5.8616236951378795
72,5.359091567870766,5.890392835370073
73,5.344647141107389,5.8703894503921665
74,5.340780644908796,5.869841901477508
75,5.3849382601271465,5.887136052861878
76,5.40823271379379,5.90094640924076
77,5.864484127981471,5.876399905081218
78,5.834407818866163,5.884326862045562
79,5.867905353820933,5.85675828522802
80,5.700038377160435,5.743380796726998
81,5.615845094691474,6.138752389225789
82,5.422650721538611,6.351704464092
83,5.223026601671128,6.411891381764412
84,5.253389207250436,6.306914227860388
85,5.285013504540038,6.306206124427684
86,5.336103414720988,6.3021720748200005
87,5.3565503491268665,6.3020303989901905
88,5.481495533484364,6.308966718409259
89,5.510474737547807,6.30824225140664
90,5.528609313850247,6.224201737333471
91,5.578517035568579,6.103421273535147
92,5.615425469944242,6.094600745182812
93,5.432963261125375,6.094080940705022
94,5.383303193424278,6.092705343597534
95,5.269516812452338,6.089580991601313
