,Lira,Gulu
0,6.606746473179412,6.231664210446798
1,6.634427232787701,6.636497933128246
2,6.753383267032442,6.697273620986578
3,6.779370668664623,6.7202750991338664
4,6.859938415739269,6.80594940195349
5,6.968891150327122,6.849349330140923
6,6.9091968761185525,6.856444448949938
7,6.865173763163834,6.811288674668854
8,6.921829028690987,6.7891845540846925
9,6.8704788795157805,6.829139819380088
10,6.870577099759349,6.788232086813484
11,6.865286823287116,6.783833678144218
12,6.809592370749438,6.781011834288804
13,6.80253046041779,6.6846235627435355
14,6.800774717041625,6.685342731159636
15,6.797284856062186,6.6796569722221655
16,6.78584228290417,6.757549329050427
17,6.671429464873556,6.76041295125006
18,6.67253710449417,6.606949343958833
19,6.683936605849349,6.199259239942363
20,6.732732116820645,6.202526386098552
21,6.806045907371657,6.413767803545446
22,6.729409316097957,6.460655253531695
23,6.728317712173915,6.460625784598636
24,6.72380604951877,6.456851928031553
25,6.718761759868983,6.45168807858446
26,6.716345244014687,6.590647484635223
27,6.789641222281523,6.733532677304411
28,6.8136789870258125,6.731137184980545
29,6.805475249509322,6.722959450631854
30,6.80437423335443,6.7222195924777495
31,6.785056492055889,6.7011563789895945
32,6.710787310858822,6.459625414609938
33,6.710208041436984,6.486531298961116
34,6.630692835365181,6.490902156944962
35,6.627026971895464,6.562373567651328
36,6.61767894313943,6.545877777083623
37,6.6880513340868415,6.529873262589601
38,6.707851002024013,6.4439344973136325
39,6.714846285049665,6.349909934754797
40,6.71768342595075,6.35216218397423
41,6.722600088969929,6.135021518959832
42,6.6462036722139635,6.145259736017071
43,6.649929627187033,6.287794576540503
44,6.741989664489704,6.249048775909825
45,6.7343236347638085,6.313375585282755
46,6.736654824225794,6.373813365371398
47,6.626156391639695,6.421413925696376
48,6.561443626298969,6.456353417441004
49,6.55066702905505,6.444624617700839
50,6.546800532856457,6.475614197011224
51,6.6047997924281265,6.518102930301916
52,6.685986906338474,6.681731580768336
53,6.710404103204066,6.418230746643598
54,6.709876556220062,6.5275549994261075
55,6.709348194898656,6.492660443927318
56,6.7040999316654295,6.523096404100963
57,6.546580818191011,6.609212033772314
58,6.542038955707696,6.608178758212241
59,6.508357248304117,6.608290855962463
60,6.541432784238517,6.6084772868675135
61,6.470576119550112,6.604678125599532
62,6.466997095441979,6.4310650862159155
63,6.462761753948969,6.426054262706004
64,6.463375215034524,6.464681550948579
65,6.497322270736219,6.538093822622349
66,6.6022514199205276,6.690208244650055
67,6.624948674662949,6.685214353074378
68,6.627770098437231,6.686768439199186
69,6.626717729801511,6.626717729801511
70,6.533861745221318,6.533861745221318
