,Tororo,Kasese
0,6.296387032703314,6.465979102746381
1,6.320586014466734,6.364481043498774
2,6.344213214797799,6.455550730509163
3,6.363161473397284,6.491592672816966
4,6.481904996602015,6.500814650959307
5,6.429551051454128,6.5661715702829815
6,6.1874863909384645,6.493901525492754
7,6.2517202319590135,6.536175751715301
8,6.357125011186533,6.5393086464576164
9,6.342784438973655,6.5230073591106885
10,6.3932870748988515,6.525625387246635
11,6.388736192476026,6.5629303312726694
12,6.47410698873742,6.561512514144189
13,6.512793301594033,6.555773996162218
14,6.547504969030527,6.549849635989781
15,6.541587156469973,6.542930340016441
16,6.441994004612874,6.5236865490992715
17,6.374409866289913,6.533567448084982
18,6.294226504471901,6.468579891616678
19,6.289492503883714,6.462571193596491
20,6.394385161243428,6.462358144829634
21,6.540097754301309,6.462145141442885
22,6.577578956256621,6.494460786202137
23,6.641214923006386,6.58557784270099
24,6.825240168977693,6.598182718342347
25,6.834685450311611,6.4811770265378295
26,6.843377829081585,6.438389706434408
27,6.848876293235224,6.431272514122744
28,6.55213886379743,6.515723917055652
29,6.319800331943955,6.52673237592274
30,6.32383068556651,6.48892797440099
31,6.367735363778243,6.491349319745419
32,6.368444483235205,6.493243890620956
33,6.363348068111329,6.486934950587513
34,6.402890709992056,6.483668770360596
35,6.51408323407154,6.477104230830453
36,6.510595339523157,6.580822017459036
37,6.421128797400659,6.552848923455012
38,6.29596660706919,6.465480717573219
39,6.203880881695268,6.3859779967870125
40,6.222371379818112,6.37978061623217
41,6.296693428683594,6.2735519001219
42,6.286661969353938,6.373673346343568
43,6.293222309231491,6.381191082177448
44,6.338144228160699,6.3819132104237015
45,6.493716170514268,6.3827299692105095
46,6.30130810535935,6.366752013611734
47,6.00530430091895,6.24072322980427
48,6.022433748000113,6.128219253039601
49,6.06290222022528,5.964532374597
50,5.986883014610757,5.935244157816957
51,6.050321702162092,5.9935241037689595
52,6.0338106882295675,5.825055874367457
53,6.0801275808179795,5.965538258722532
54,6.1204853011356875,6.041704423282574
55,6.126011951115102,6.048560223574353
56,6.024536245390805,6.2689769936693915
57,5.911409693228261,6.272174622418519
58,5.921652255211821,6.120845377845783
59,5.924889082851135,6.147106279305214
60,6.0478205114340655,6.0478205114340655
61,6.146022698829527,6.040662183171701
62,6.246782991763333,6.047597628917374
63,6.253849702009266,5.996118139407725
64,6.359961571765939,5.993888865368435
65,6.372508573657649,5.981960969757094
66,6.364233547174291,6.187492853741926
67,6.530603093066148,6.183641249773915
68,6.496239502871641,6.387632373995921
69,6.385439196322043,6.3825697538940895
70,6.468615407132018,6.408733574108865
