,Masindi,Kampala
0,5.275479556124178,5.3845506511785395
1,5.112551408384965,5.1937148154921715
2,5.193232940612374,5.307425308138028
3,5.262470614036932,5.356531574440825
4,5.291061483717872,5.425347422518691
5,5.3013633293406315,5.413154735328748
6,5.360002190382771,5.448326518888029
7,5.384874158522637,5.509585207304187
8,5.385272553728783,5.477387842636589
9,5.488427863115462,5.514758004367279
10,5.501279277433299,5.606639793091126
11,5.500265656213766,5.606502980345127
12,5.485513885498625,5.518558680276081
13,5.4884566541889885,5.4923782278421704
14,5.453558019490573,5.457606608016572
15,5.35787309871949,5.4244927860608865
16,5.351244553914868,5.470758335460079
17,5.47078410184427,5.627181973628433
18,5.462935610364402,5.554465747867358
19,5.445999762404194,5.605005513884532
20,5.546659148996874,5.694206580903874
21,5.552289159742523,5.758867694182038
22,5.544493151148241,5.823641598941343
23,5.549632479119975,5.769210964269688
24,5.54674686835175,5.587818608667763
25,5.595701695395968,5.7164555007664255
26,5.642371381028475,5.687172586241856
27,5.635845373847415,5.682328731918932
28,5.675177687462979,5.8162156113416374
29,5.868849431235698,5.970263159670798
30,5.897916187093915,5.950101940264485
31,5.893859837756065,5.959476692203088
32,5.886718728325191,5.967570824954286
33,5.959743895809117,6.011498977321014
34,6.00134660082542,6.04907800364661
35,6.005981854153889,6.40700251050163
36,5.535290529329386,5.343673231661951
37,5.312198590938724,5.372561740665815
38,5.368581761113166,5.366831366827636
39,5.368956130992608,5.423792202869158
40,5.41895718941226,5.621333221193991
41,5.3563303703594904,5.489861762984013
42,5.294200015198664,5.340009551229958
43,5.280381673081202,5.281513535114885
44,5.1520064984226215,5.20226833320351
45,5.074272492658195,5.218853721469302
46,5.074221723464717,5.1489231087502825
47,5.078458177437094,5.222295398136079
48,5.068819317163852,5.209309680112678
49,5.074360892411804,5.112512658376181
50,5.149232731651864,5.117816535418485
51,5.146848729373835,5.272618116662868
52,5.139302426889725,5.15217261741026
53,5.132759470328324,5.059852699520237
54,5.126191201696839,5.1672225983747015
55,5.123795709372973,5.123795709372973
56,5.116156585835759,5.039616508713424
57,5.111724038485514,5.111724038485514
58,5.093877129023532,5.112569262035685
59,5.072644476051474,5.115661861135165
60,5.067713746135665,5.108205107490402
61,4.544330850840772,4.615789814822916
62,4.492688200916857,4.549307094916364
63,4.478766847861266,4.653708297357598
64,4.464766650080757,4.594578261602748
65,4.491005807556552,4.56091921874176
66,4.516574038681002,4.615308879366691
67,4.641371777279842,4.802639924875964
68,4.752465479950549,4.9483758808064
69,4.760818943546503,5.037327715400159
70,4.853675768371139,5.05496052587285
71,4.86609331605545,5.014513321173723
72,4.942049894503591,5.096200574330849
73,4.946942438619464,5.15898161919944
74,5.033716055574165,5.10420593332871
75,5.23877496105929,5.326166783174299
76,5.227376269354647,5.311310720839797
77,5.223509773156054,5.1011077916433765
78,5.303592620673194,5.369189903159008
79,5.5467516479293515,5.615633954984768
80,5.564680694997345,5.607646730880788
81,5.520292489346226,5.523688078347364
82,5.4791271644977835,5.54764711093454
83,5.539695727085255,5.629212324591822
84,5.4441263027399,5.584291539316778
85,5.086228299901257,5.320824344947255
86,5.075033286849828,5.2944760673529565
87,5.223319935534699,5.39421279650503
88,5.393261828560937,5.459953203059609
89,5.387802892630971,5.52756483500613
90,5.481495533484364,5.529286197320713
91,5.527281855864189,5.576072020033621
92,5.531926066476241,5.656309786163976
93,5.534926599493717,5.667632569042072
94,5.613902240403721,5.698624413799216
95,5.133041133779092,5.357169421755842
96,5.207854515918085,5.383303193424278
97,5.269516812452338,5.327866695514615
