,Mulindi,Kabale
0,5.520255181400469,5.203928229729121
1,5.661816553147137,5.2333361911469645
2,5.628362039010801,5.301558139647146
3,5.624959600909211,5.482078561514354
4,5.624882215442379,5.483369914314137
5,5.635201908939239,5.472491270852649
6,5.550338028338687,5.516649026125994
7,5.465173630459656,5.558939057898939
8,5.490147941576294,5.543111377281961
9,5.631986117942213,5.461575991408508
10,5.58416485436128,5.424749442858798
11,5.572260830406624,5.4244927860608865
12,5.59139861206696,5.4528116922692424
13,5.776637736633431,5.5281612144275725
14,5.761590154294152,5.518665687972942
15,5.764392901832001,5.554161960903257
16,5.730855800119232,5.6520196646547
17,5.746202822475705,5.824222875226165
18,5.722576403498153,5.877637597676779
19,5.667216476381894,5.824780815424499
20,5.516176297940057,5.728175966362685
21,5.4520552445734545,5.670435110422965
22,5.423777151969351,5.72931576756422
23,5.392684330263794,5.722318971851242
24,5.294565084698854,5.7813879192895
25,5.489476938442125,5.998561595793225
26,5.66201197837778,5.996356259907167
27,5.676628596003036,6.037207260118245
28,5.69840076623483,6.043960600722122
29,5.846820261106045,6.050740776621751
30,5.831918598444783,6.061186601181437
31,5.910030184163604,5.940703961448439
32,5.753552369086058,5.630277136893386
33,5.602420850616872,5.431462011765542
34,5.565212615754572,5.425681877812573
35,5.463345642025259,5.528757383475383
36,5.451231177126585,5.6189089775824845
37,5.934226873016353,5.522414366021762
38,5.600286241203884,5.411983050855047
39,5.632276582630178,5.396779579762114
40,5.592870173957543,5.343733853503453
41,5.583170796389558,5.218853721469302
42,5.568991614788335,5.074221723464717
43,5.394439712469995,5.1529607047350146
44,5.370388466238035,5.223767763287908
45,5.347157499748326,5.101759866599919
46,5.288709020038852,5.149232731651864
47,5.228844529266213,5.290636622165547
48,5.232869415317401,5.27250993287174
49,5.197638295334497,5.135360252028382
50,5.142107435300787,5.192037767494425
51,5.107348798869858,5.189642275170559
52,5.123220521966893,5.116156585835759
53,5.135125024593336,5.173281931484947
54,5.195605581273852,5.176611628362781
55,5.14583535102414,5.194083822910968
56,5.203160925402773,5.206397133669616
57,5.22391072107835,4.774854509452604
58,5.195454600450221,4.670143568059638
59,5.193624403653985,4.751633834527906
60,4.94081529973908,4.522474967701403
61,4.908529306253067,4.514828111541494
62,4.929573199735533,4.544482826798079
63,4.947811658333048,4.74422916271955
64,4.968854076868145,4.960571153900218
65,5.054543575634109,5.037327715400159
66,5.1367025815830845,5.098210509666667
67,5.260499252312756,5.045633229887527
68,5.258215990420927,5.132568218501724
69,5.305714382026771,5.171312231656918
70,5.306277101088684,5.0776791789952815
71,5.297508060137905,5.334500164733444
72,5.280119199084031,5.344647141107389
73,5.267062842446847,5.223509773156054
74,5.262835065505188,5.3328222589881324
75,5.301949986189738,5.615633954984768
76,5.33928524738669,5.689843837951351
77,5.383422906042537,5.611264267551952
78,5.383816170331533,5.608661216689686
79,5.380478745406587,5.6230773360243065
80,5.4044184579211825,5.624465696722833
81,5.472979775476133,5.443426667039587
82,5.4922423319106874,5.281682715893047
83,5.505577188486587,5.39421279650503
84,5.544204704579903,5.441869527626314
85,5.5792437990639705,5.5342315263643185
