,Eldoret,Busia
0,6.538658906772202,6.318462984402514
1,6.529172917320767,6.337440950762077
2,6.51955563150128,6.316188099802063
3,6.53488598090611,6.312043019468261
4,6.53182892653774,6.3872553915217
5,6.519937367131795,6.358921285335857
6,6.530522031793268,6.336599528487916
7,6.53609093223957,6.403138777787544
8,6.493903835080293,6.135943578426915
9,6.5050349898044715,6.318066477928407
10,6.444225717881967,6.292744691025658
11,6.461392527092208,6.364133904030523
12,6.430019468513708,6.233923744733619
13,6.395938641759339,6.283766709015299
14,6.331220952106643,6.2642628327982495
15,6.242796321812628,6.279482992071245
16,6.146136100946372,6.318338482369976
17,6.144022779466788,6.419610623769823
18,6.289086210679383,6.4160879355427145
19,6.285960371729812,6.319295131018286
20,6.346366940428526,6.168196797178696
21,6.3718946698395875,6.188487988431572
22,6.424307650057613,6.261066817385763
23,6.446280553346781,6.318982538170334
24,6.583172424046684,6.34400489913866
25,6.534502241436029,6.426697114685671
26,6.545929377058253,6.4436084680391446
27,6.599941747504524,6.5005031950970995
28,6.571169687543891,6.536507788619762
29,6.6261299782917,6.542105035181455
30,6.632098548748255,6.573984859087074
31,6.676841000277581,6.566451950177369
32,6.681428444588674,6.626442213394548
33,6.630670895280196,6.320739745217466
34,6.46740213682927,6.2572799749626205
35,6.455382450293878,6.1697472348898375
36,6.447926613611896,6.304228302247334
37,6.520406858837512,6.324607257103773
38,6.514167901717069,6.366576585153397
39,6.569427747474398,6.384156553993323
40,6.577767760361235,6.391725383085202
41,6.605398215641461,6.376299531708487
42,6.53518460689575,6.340108240376205
43,6.596665618023489,6.173066404506129
44,6.532406934018864,6.055848936770209
45,6.601106452266625,6.0010634591662155
46,6.643719706087706,5.998788364642731
47,6.66402319759621,6.138586130010234
48,6.629479268223722,6.13140875358258
49,6.730823608269944,6.139071629404233
50,6.599317818520078,5.902397921938062
51,6.558296429881377,5.972560340355643
52,6.504285811634673,5.971310039734474
53,6.444833311921062,5.929703444569913
54,6.440809366563453,5.982053627561884
55,6.388776086909848,5.944566815426748
56,6.40041506732291,6.015461771344169
57,6.415687052987334,5.970295975445936
58,6.328011557342653,5.730182953450687
59,6.2880350568149845,5.732268964572776
60,6.290988416543908,5.701268829493364
61,6.238801584480866,5.735724872959848
62,6.20509314072808,5.732889943539251
63,6.120670771124589,5.756427367978361
64,6.122851793725292,5.752279466640863
65,6.125927634220183,5.835325298116617
66,6.1380033289192415,5.843348709775264
67,6.138903536048712,5.717511210095894
68,6.09405092008637,5.6865081572831535
69,6.08326285547492,5.760906013162644
70,6.115225711302146,5.856639982317028
71,6.152775626974193,5.844419438849057
72,6.173549572973473,5.912407847648022
73,6.235724197801051,5.9005644168589795
74,6.197432801761317,5.95560904299699
75,6.20701450490747,6.019313963734245
76,6.1679321464789885,6.039841405289059
77,6.220403388132812,6.08777932027933
78,6.2477810064259875,6.103159078239208
79,6.299511181271283,6.345259344147123
80,6.31744045261313,6.316250169677425
81,6.34218235735565,6.258334989814062
82,6.424066418786598,6.12786287825786
83,6.412952498656401,6.065788822982034
