,Lira,Gulu
0,6.4792184918078,6.63742557096418
1,6.464056484933999,6.625600136841905
2,6.293222309231491,6.338173697093758
3,5.9749443426336715,6.338144228160699
4,5.972560340355643,6.334189133650629
5,6.083188164709767,6.328661192422065
6,6.0788112493633095,6.3241534924474
7,6.040385496744466,6.397480079799721
8,5.9491645246753775,6.395084587475855
9,5.939870241677762,6.463545973425051
10,5.873864090532411,6.463021557568308
11,5.714366664007403,6.0904178869092735
12,5.697583406584886,5.90172401077348
13,5.758102304256531,6.127949776751802
14,5.649097005083259,6.151915194625549
15,5.800758587813922,6.156908459543163
16,5.784712081816943,6.187961368056826
17,5.841110680347479,6.264743092411093
18,5.834065058504329,6.265258625769529
19,5.839586949853373,6.265773893490261
20,5.703204814444655,6.1314629320813765
21,5.6229466757934095,6.135021518959832
22,5.634743279049029,6.145259736017071
23,5.71724971807289,6.148032634165344
24,5.721926078892491,6.154407268815136
25,5.922879147515317,6.152356520387329
26,5.9865902808093505,6.150301557746637
27,5.902844511033482,6.2984456606870545
28,6.155978518190804,6.297009093784002
29,6.039841405289059,6.32752347774084
30,6.14072173954953,6.281364069351996
31,6.228322221193214,6.292598102802026
32,6.308781135544713,6.387632373995921
33,6.341989667879001,6.458941931700612
34,6.304411448111898,6.458118373771679
35,6.262089117465058,6.526819362738636
36,6.2361818089107155,6.488158192463406
37,6.281407734633152,6.3623061357761745
38,6.032433588346935,6.254763800860716
39,6.322884097347818,6.299894579123119
40,6.320415923684844,6.320415923684844
41,6.134103882928899,6.317186185290163
42,6.262470026735534,6.310992846965398
43,6.266450263297433,6.3086110741217105
44,6.267630637908428,6.3081346168432395
45,6.221756494410192,6.265630305801811
46,6.0267611477543905,6.270083188131205
47,6.020383092631721,6.265814485503979
48,6.022370671925227,6.267141017278518
49,6.34820162436381,6.386860697513561
50,6.350812651108987,6.389361321226222
