,Masindi,Owino
0,6.465225239159982,6.549089386259068
1,6.455271570344619,6.577317384946351
2,6.458589092132568,6.518566601942577
3,6.492322866350689,6.535536160018683
4,6.679165800083002,6.677355844837763
5,6.6798615490243956,6.605846195190644
6,6.676941645377108,6.540388189406946
7,6.702156046269874,6.552406136343881
8,6.7014573486616476,6.591873480460989
9,6.696148575961132,6.615933575438553
10,6.689633670863659,6.449038453929686
11,6.497408484717015,6.477066337580395
12,6.482272895773473,6.437522699974859
13,6.506644149537146,6.44215294216079
14,6.523361731526907,6.436160547191164
15,6.523105074728996,6.5423232365565624
16,6.593452490785948,6.556107830249778
17,6.588568383098891,6.589533478879123
18,6.501129119006803,6.5743119407576085
19,6.47904873424721,6.398114045424532
20,6.279218116108922,6.381882860752917
21,6.300161239991715,6.43848880487973
22,6.420259995524769,6.500073397992073
23,6.429318290751434,6.509105407369265
24,6.422438596006495,6.6114883655834955
25,6.502437728059688,6.61245173027075
26,6.576508348170308,6.607299149439882
27,6.569405482771316,6.749134376931457
28,6.5664279873774465,6.788620214694112
29,6.597569785439308,6.867545437902375
30,6.590755438475138,6.861353697393771
31,6.586698709388025,6.856648166002482
32,6.578006596294953,6.848876293235224
33,6.586040415473112,6.515723917055652
34,6.591907192610265,6.443179353104459
35,6.451292870809254,6.369176518407709
36,6.41053682201548,6.451225325979993
37,6.527440987522891,6.491195409194483
38,6.525614734516767,6.4869349505875125
39,6.592977142183737,6.484474118132993
40,6.586298810232551,6.516910499473327
41,6.5810939443545005,6.618651356660965
42,6.259280911242251,6.615360439861219
43,6.247240634735078,6.39917401875369
44,6.100754440444159,6.382430488835728
45,6.096423615231827,6.299680577704196
46,6.0930990441139725,6.35930208488863
47,6.201628316886867,6.424592157534765
48,6.191351789549613,6.413767803545446
49,6.534912024138188,6.459265399242641
50,6.534237601941883,6.460625784598636
51,6.5305624439002345,6.566099178177021
52,6.487981003885049,6.602245940175688
53,6.519704661279193,6.620500447784904
54,6.511175804934666,6.734581445098495
55,6.510090070492864,6.745720776779637
56,6.536089306104479,6.722959450631854
57,5.804871219045459,6.386170099468836
58,5.787024309583478,6.1455842682179815
59,6.012823423100325,6.172172096591272
60,6.010643726556405,6.157100877128949
61,5.866086690823091,6.153768763274872
62,6.050321702162092,6.156908459543163
63,6.0338106882295675,6.140722794578813
64,6.022390027562991,6.223818801333028
65,6.014703821464067,6.216999989388145
66,6.020651435457276,6.309119362566396
67,6.023490766989252,6.223781017326023
68,6.27462060814678,6.137826569887441
69,6.094844876120637,6.1471133046663935
70,6.042672118507518,6.148032634165344
71,6.049863413063866,6.154407268815136
72,6.194812862998959,6.2906039276406345
73,6.373813365371398,6.373813365371398
74,6.382810133007966,6.418604935085321
75,6.456353417441004,6.455001152190991
76,6.368100043372883,6.445987944428703
77,6.36423354717429,6.546800532856458
78,6.469124069085033,6.602490322579463
79,6.530685529327375,6.626953374754281
80,6.558233536804122,6.680488463777335
81,6.790396932878082,6.671897308154846
82,6.5634534959184165,6.492660443927318
83,6.511285099155636,6.558265308079828
