,Kampala,Busia
0,6.003333416449622,5.979717423378281
1,6.007031667686231,6.008222853056385
2,6.023765894143638,6.030108008323483
3,6.056416972618743,6.076439888493851
4,6.062626852386032,6.091773815325784
5,6.09072285150714,6.091806862453398
6,6.139226924669675,6.173231723467434
7,6.144191047856933,6.200579144544911
8,6.181575043675408,6.128824478289879
9,6.134167266475048,6.145411064028589
10,6.131081105653541,6.16172701769957
11,6.085522439767753,6.029193081171234
12,5.988219344105672,6.038767426445918
13,6.011723901415866,6.047635426324382
14,6.04544923422998,6.064265506029456
15,6.0455047006442335,6.143944773457486
16,6.1061937291492265,6.202546118531996
17,6.15657674005763,6.180486149306463
18,6.135130873309249,6.1277195972409695
19,6.122531294927363,6.072012873325774
20,6.140075824644642,6.053064447655013
21,6.158082002828329,6.040541068613632
22,6.19681024654512,6.04250429926937
23,6.242566656293172,6.039025098096
24,6.336532113449884,6.06590802390268
25,6.286929341858527,6.063785790544317
26,6.233440409848054,6.100676423779259
27,6.303271015773716,6.1362544186927925
28,6.367273182820459,6.164756795236539
29,6.31628120553039,6.2114316365718665
30,5.939568693678022,5.850179194283425
31,5.941103502770316,5.909813344777106
32,5.934920514536505,5.9126371474713375
33,5.900443646822555,5.93184719355464
34,5.930573014720752,5.877032247792721
35,5.887946763794555,5.797562702326286
36,5.840978656373405,5.822725216064055
37,5.767369358556267,5.758281564449163
38,5.771640296084297,5.730587114417018
39,5.770193600100865,5.67509115495089
40,5.7673689040246625,5.719617573288181
41,5.76750807297175,5.842409381144868
42,5.839799265618317,5.844953916206982
43,5.837415263340288,5.891374481824263
44,5.863064243269277,5.935735433566636
45,5.898711691261576,5.9540524735802
46,6.011644827736443,6.074426947692899
47,6.039038772214684,6.072031455369033
48,6.030339835370349,6.065576641469793
49,6.112200288881037,6.110252868596641
50,6.038338737864384,6.04469993356747
51,5.927760984556476,5.97454647047353
52,5.877725266834921,5.925581288012556
53,5.866086690823091,5.922490361754386
54,5.803379821293796,5.914221256944892
55,5.78338317796689,5.9058832035014115
56,5.771224552883313,5.969943552190448
57,6.014703821464067,6.0168068716608465
58,6.075711212640304,6.020651435457276
59,6.078438463773156,6.084361482076278
60,6.135021518959832,6.094901525170407
61,6.093868790147582,6.113211752990712
62,6.148032634165344,6.102570260088587
63,6.154407268815136,6.118856284550818
64,6.194812862998959,6.17522185352179
65,6.246782991763333,6.250121893028848
66,6.253849702009266,6.289684155018482
67,6.297009093784002,6.309607685620324
68,6.288425456447108,6.3144009428503685
69,6.323656981542247,6.289332239001173
70,6.357432088559859,6.450456860365343
71,6.463373999770067,6.446663549166113
72,6.545509948009071,6.442855793948987
