,Mulindi,Kabale
0,6.375380870407919,6.072279499314158
1,6.395582661925492,6.067697260503449
2,6.312790768530866,6.052711818346197
3,6.496672736564449,6.006359077614527
4,6.515943858668682,6.024352513018453
5,6.532575481681189,6.064285957152308
6,6.412807511148947,6.066660349312275
7,6.358038412257518,6.069029117085975
8,6.376198788260731,6.054682991384673
9,6.335908371670117,6.057291672110086
10,6.339569310161545,6.177661241496442
11,6.324596882356901,6.177163334119791
12,6.351332843248307,5.9015906574466666
13,6.327297349666155,5.897671645539842
14,6.379134594111146,6.023680066591198
15,6.4331060570546645,6.075009143130266
16,6.4506712277613385,6.174484605077709
17,6.4351335526567155,6.243649029728372
18,6.428935702688823,6.286515678381184
19,6.440055055987136,6.340593980701529
20,6.3477740464441625,6.337553263857171
21,6.332505312277558,6.46359099156879
22,6.329323344560529,6.441080021685786
23,6.308583596092629,6.456051432526265
24,6.319344481676011,6.4534669048607585
25,6.319012342489488,6.485442095386898
26,6.312535320505549,6.481520610117915
27,6.313735546221616,6.496402150654273
28,6.318435605012585,6.507661339637742
29,6.313545454818374,6.439371961912164
30,6.308974275457308,6.446388484045408
31,6.160559990984092,6.452357644645433
32,6.1998944908336355,6.450869264021452
33,6.264796372510063,6.367671386946217
34,6.30036920439206,6.270711842117877
35,6.285594654897586,6.221904564035328
36,6.2879344710823935,6.310436724590128
37,6.290901816955086,6.262485880339603
38,6.177003958778578,6.422139918961293
39,6.181180714970672,6.418592104610791
40,6.191671339981492,6.201764187855715
41,6.189008492937245,6.249502828118477
42,6.202458312075622,6.247535397418392
43,6.190143481355032,6.249862128999495
44,6.119327006426396,6.085991273891787
45,6.200414853339512,6.094010137273113
46,6.197894926289263,6.094982170677143
47,6.209381683546492,6.116338155702188
48,6.261165205568051,6.09620787791807
49,6.251726840146876,6.0788112493633095
50,6.276554176978112,6.174703568313453
51,6.262454512990708,6.172308075989587
52,6.266066065611828,6.164398515114918
53,6.292006221385421,6.161546162984192
54,6.278293966585238,5.980069829740408
55,6.267512912623245,5.884794948673032
56,6.269667727862918,5.774541030599691
57,6.30853676777172,5.649097005083259
58,6.2740742200123805,5.647919383584474
59,6.293822735477729,5.628345580121404
60,6.2703120624658375,5.435020376845396
61,6.2558576988395735,5.521269940409946
62,6.242723676508359,5.529888746837217
63,6.2352401429287605,5.530633836766078
64,6.262335138382298,5.665766672976337
65,6.2640874250095,5.754070716556787
66,6.279953860172746,5.7913576902266115
67,6.27830750856557,5.8667251963633555
68,6.2675259503528515,5.859574432826674
69,6.2254924757613415,5.864459412216863
70,6.25267763443421,5.870525719778315
71,6.256031555635333,5.934202644317961
72,6.234280205013596,5.921674860519634
73,6.223254791073187,5.8524256050581895
74,6.235890820183534,5.841175693608735
75,6.230872464969794,5.933806194194336
76,6.237527909389142,6.012072877856533
77,6.239575279178159,6.014656836058145
78,6.26284535812091,6.017236747212243
79,6.268241393666204,6.027516276777158
80,6.251275849633234,6.029588666448613
81,6.198580700885817,6.031416811441848
82,6.1887621969492725,6.033179779515269
83,6.1820294904743625,6.0322279063702595
84,6.192036688927806,6.029250595280933
85,6.183059890875649,5.840836417658244
