,Kisumu,Kampala
0,5.663050592336632,5.470728347419592
1,5.665145711442798,5.458969852156508
2,5.632303455607044,5.460547710239721
3,5.658435682791919,5.456993749154578
4,5.650460467056651,5.428510313927199
5,5.6453157285155475,5.430104293642521
6,5.644411917069104,5.461639567537767
7,5.661726557228723,5.566097417567529
8,5.662286980255242,5.567228546636379
9,5.655378637757975,5.595170821967687
10,5.650149312952401,5.611889148977269
11,5.645324684896288,5.612619207362562
12,5.642164336412144,5.911840245564505
13,5.792136561535243,5.6792556011719855
14,5.791749730263689,5.54276441635688
15,5.700689398665549,5.534623610463989
16,5.637962998629512,5.533937237081611
17,5.6348541569084265,5.58418308839212
18,5.710523285267847,5.633328596293082
19,5.624883450128195,5.653388594799817
20,5.682552025271533,5.7656386678618405
21,5.768359647969329,5.733866391976621
22,5.763139938819203,5.728602018516291
23,5.756721464185711,5.735801902138559
24,5.7460122319439355,5.731147736751843
25,5.725842173754239,5.7298585308937655
26,5.718796031024982,5.730052415847992
27,5.846394202277281,5.726010375083201
28,6.070165435692222,5.720502665874353
29,6.057741573514864,5.811989948718504
30,6.045890772185865,5.790089578940895
31,6.089215612692157,5.958899158256917
32,6.217219775604103,6.102029828334253
33,6.2257699620812135,6.109099196459389
34,6.230121695754557,6.033060576314948
35,6.234106630229812,5.798513035977917
36,6.236415078500186,5.676134973936596
37,6.050020259012001,5.719883455785202
38,5.940367478789689,5.623736305825427
39,5.832822456095262,5.528757383475383
40,5.838244418011139,5.6189089775824845
41,5.838868489147492,5.7011708566512205
42,5.789942314452403,5.5896642280924995
43,5.791097344948546,5.600378535003355
44,5.7086395710418545,5.4036072545508675
45,5.70524108700508,5.508936755458621
46,5.700392527317466,5.400951363887112
47,5.690898990958889,5.405414085303052
48,5.684368097814075,5.341019025467256
49,5.680491409799482,5.398856937986302
50,5.691082366106241,5.398827469053243
51,5.684141831656925,5.501201391272897
52,5.6772491363872915,5.331933353342541
53,5.67054198068604,5.3284461754094945
54,5.7977690060576865,5.320655145316519
55,5.8004367831431525,5.37278049187107
56,5.795637037213054,5.307211822598467
57,5.664432241620108,5.245255431110037
58,5.663199000270156,5.225047245462376
59,5.670535494594354,4.918493796224216
60,5.672169642394061,4.922703897779067
61,5.5193370956035475,5.235160533260355
62,5.339466838321893,5.110232640733851
63,5.330396879833921,5.090235997406944
64,5.57220467577263,4.840078720018234
65,5.576181823223533,4.734190940015797
66,5.512297429154828,4.743484072790689
67,5.513197636284299,4.837486656206132
68,5.50906930611186,4.929799495233464
69,5.497361205268572,5.097291180167716
70,5.4941026261324355,5.098210509666667
71,5.492361773658002,4.949208222765956
72,5.497380728947945,5.167659538312995
73,5.493305968234323,5.267067944995011
74,5.5026258697830075,5.302970958847781
75,5.4982612581313735,5.359091567870766
76,5.490638447723022,5.344647141107389
77,5.480054606088573,5.340780644908796
78,5.476130764378098,5.3849382601271465
79,5.617958333492258,5.40823271379379
80,5.627142276829259,5.864484127981471
81,5.622291851820194,5.834407818866163
82,5.754895150102365,5.867905353820933
83,5.611646995814282,5.700038377160435
84,5.71649165163099,5.615845094691474
85,5.812096736701151,5.422650721538611
86,5.813529536407596,5.253389207250436
87,5.813621665459461,5.285013504540038
88,5.810214935358393,5.336103414720988
89,5.810849444504627,5.3565503491268665
90,5.815279771312942,5.383303193424278
91,5.809329647824573,5.269516812452338
