,Kisumu,Tororo
0,6.512857864329261,5.698550031947693
1,6.512443571830001,5.742498963288706
2,6.47761694228095,5.784597426862376
3,6.506454783744106,5.780015188051667
4,6.496550014102062,5.830460479927918
5,6.493097323341981,5.823459135165726
6,6.503620562411661,5.7949530233687225
7,6.496974806774373,5.847175087117204
8,6.492385998860153,5.844781203428712
9,6.489935121849543,5.831958815207664
10,6.485283742095189,5.916583787478151
11,6.485608908005724,6.052661965810316
12,6.483181679561344,6.048795584257324
13,6.483248428624609,6.044948372396227
14,6.480495016088001,6.038243067240719
15,6.440475220703911,6.03042545473073
16,6.319690382106504,6.012178564337852
17,6.3144884747865815,6.052049976776908
18,6.461863907626087,6.267075515405949
19,6.456287119379148,6.287367104571401
20,6.4491520556788045,6.338979123669129
21,7.057921482089496,6.422438596006496
22,6.957985855046871,6.46359099156879
23,6.86247167083152,6.463255465422941
24,6.85787959382625,6.456761407706958
25,6.945844058659234,6.453111980278505
26,6.846520602884505,6.449836239932684
27,6.834486422821635,6.442643362535587
28,6.91407831466765,6.469031300719109
29,6.9093061732068275,6.507661339637742
30,6.832597727390591,6.477932645340147
31,6.8365656182612184,6.4453199176035705
32,6.840011086199327,6.278443357690105
33,6.843478095859694,5.800934381322347
34,6.7431674395719465,5.873083414577452
35,6.736286600264148,6.11402732714971
36,6.749113187969417,6.116939383429103
37,6.7532685252701015,6.055178433176196
38,6.754905381700573,6.051051941168544
39,6.595510587527346,6.018118854425363
40,6.650166748137974,6.010220017711317
41,6.6524549763061,5.913630953654796
42,6.648651638628258,5.916797074292741
43,6.528345797933935,5.9109774673226845
44,6.636578181832545,6.039056534663201
45,6.628342258436647,6.027762768991995
46,6.628348607641472,6.036262135538013
47,6.636180512206013,6.091974649613189
48,6.569589269060722,6.113401296028878
49,6.50303189297508,6.123687526544533
50,6.615640126785813,6.0788112493633095
51,6.610090623639443,5.983165356414574
52,6.613575724719038,6.009249335412577
53,6.806785562545887,6.002530556671921
54,6.659581548406583,6.002289879121233
55,6.5545392066411035,5.745752977828073
56,6.498463287179254,5.697583406584886
57,6.618380754663254,5.683569252393964
58,6.618504785563357,5.456911003318391
59,6.501122507056624,5.359217423231947
60,6.493547689639602,5.342731760733681
61,6.42328999752151,5.330285056581489
62,6.358941162473165,5.427338120575742
63,6.3615045979979525,5.432864770555157
64,6.491724910671454,5.485091816319161
65,6.479338798908584,5.538205447338319
66,6.47479486927916,5.634743279049029
67,6.473447727488291,5.6372070103993535
68,6.473614665735585,5.642355403325902
69,6.4769465579129,5.715239782737073
70,6.343485674996416,5.7182428600650255
71,6.352293961192174,5.647990256047452
72,6.344612596914546,5.800345783830516
73,6.338409233160421,5.713946972747484
74,6.325922873666182,5.7100804765488915
75,6.456960017389824,5.739658169230076
76,6.565177903191533,5.770226819210122
77,6.676181733814932,5.895328803332569
78,6.671186299369337,5.895835917589341
79,6.669688502111016,5.83863497152082
80,6.66017518008498,5.825704158979006
