,Eldoret,Busia
0,5.40235996842717,5.36207779532648
1,5.485834693801714,5.28363414666162
2,5.562256875899748,5.405565575822368
3,5.563125502987594,5.385648973011552
4,5.5472578543800175,5.463674226384866
5,5.540989582219774,5.477292535162619
6,5.537548771526743,5.460621755745066
7,5.591431987433599,5.532574725528885
8,5.594001072389111,5.50402977358301
9,5.5852044312251925,5.534768200374164
10,5.614821837749787,5.637730380161156
11,5.6116514697897,5.616097471738887
12,5.736872287953763,5.6194157628448895
13,5.702791461199394,5.634434821290053
14,5.669684032815304,5.469654946532747
15,5.5313670964152335,5.456208999440352
16,5.565890650588389,5.4980504777480865
17,5.562781808867302,5.6144753223593185
18,5.559682602097261,5.574993019280119
19,5.556127854713065,5.571987744855858
20,5.618013504133962,5.665746161968274
21,5.58030741646639,5.61794312996396
22,5.573927743219124,5.6592902186260625
23,5.570668024203145,5.657481000326382
24,5.641291921173533,5.732630316712065
25,5.635911086661275,5.756137415357606
26,5.827643908543224,5.714467684831294
27,5.819348123600469,5.727483129399476
28,5.769808922343714,5.869151850657754
29,5.807437756739882,5.998561595793225
30,5.983108652229409,5.959988615736292
31,5.959753612171627,6.002421144032829
32,5.998624812023313,6.0187784503382575
33,5.959846070158149,6.03479995022846
34,5.9888055438607015,6.074183924777686
35,5.996869315839742,5.659705617436055
36,5.85614021922058,5.528147641817006
37,5.8020564056480115,5.460618596056998
38,5.772486606150529,5.439461623410591
39,5.783397572767739,5.525192317310887
40,5.718719359584662,5.5759271550088
41,5.763783859039392,5.540051507507869
42,5.649511699367608,5.377670905866268
43,5.553816903873834,5.3681477670877875
44,5.554973270008276,5.2868257212315735
45,5.521318248844151,5.198209393888956
46,5.459230470500578,5.28116832756406
47,5.469216360284354,5.241253311880692
48,5.46268546713954,5.240375499687569
49,5.481115631967288,5.223738293486406
50,5.49897092403976,5.209250741378117
51,5.49549659756693,5.3214082808323
52,5.52262078757555,5.237904403694265
53,5.481896746596045,5.161002682641719
54,5.478688512148342,5.157121502388198
55,5.482449361196043,5.17731166271308
56,5.475938750862315,5.136990672738601
57,5.473526941134762,5.163281848150364
58,5.246206386990925,5.123095675022673
59,5.206229886463256,5.136495948038006
60,5.206169450008134,5.123953464458541
61,5.162662151664815,4.710315988315033
62,4.949812336240371,4.709989476606838
63,4.822899046160605,4.674075600182032
64,4.879057495212685,4.677959870541799
65,4.8184961215260165,4.630512510540956
66,4.883897777989041,4.653049207349539
67,4.820050455724354,4.897305151417043
68,4.8108673548902905,4.981561429792054
69,4.86663165427706,5.031693897681903
70,4.983277002366445,5.035434103522495
71,5.088590146056171,5.042843827799949
72,5.040090552975195,5.111948931298989
73,5.184068892220713,5.131306897043219
74,5.191413299921033,5.145237330006572
75,4.98633127202233,5.326166783174299
76,5.037706802375934,5.281200919368427
77,5.077086378178995,5.315883093287069
78,5.210427598645093,5.49049406921397
79,5.431594033681344,5.6431166006786
80,5.438255832750031,5.591947821337684
81,5.649035176795705,5.533806208512949
82,5.754895150102365,5.562437848935936
83,5.743380796726998,5.638344808155095
