,Masindi,Busia
0,6.177429259904277,5.839762280010722
1,6.1779149786102305,5.852416110960883
2,6.203216766657812,5.891519818002157
3,6.179494764568006,5.8954400662502255
4,6.130905644493703,5.895209627108374
5,6.194913668721518,5.890366685699979
6,6.193412836773711,5.976584584563974
7,6.179648720459842,6.07626059202922
8,6.182094873305326,6.249023760571426
9,6.177661241496442,6.131375313739207
10,6.178142286718774,5.972457956776333
11,6.226156343329002,5.994738168728259
12,6.221308394987518,6.10306056731719
13,6.213213755990568,6.127008061224102
14,6.194689712562842,6.155051850803804
15,6.173519819667611,6.174484605077709
16,6.140075824644642,6.326028347632771
17,6.133074570711704,6.329039800971969
18,6.142251262294685,6.38362410428713
19,6.134632646193144,6.375653110089442
20,6.264355423921132,6.4748905468227225
21,6.379166142370841,6.400107322621503
22,6.372391869941915,6.373163772720497
23,6.393507427294286,6.428312865744372
24,6.449836239932684,6.48612773134108
25,6.442286155887745,6.538927094258442
26,6.438389706434408,6.637498511692277
27,6.612455971419808,6.56646380708577
28,6.62002426828871,6.499702212524387
29,6.365989714413329,6.5204710274061055
30,6.4527123174634795,6.45342128594408
31,6.6327158742379675,6.147875887665223
32,6.6342506833302615,6.134422813773812
33,6.62896068518407,6.132119925935866
34,6.627369672143493,6.190270656514652
35,6.620159360657688,6.1470593850057815
36,6.618651356660965,6.102659816379745
37,6.58143835029827,6.017577582422973
38,6.570147672170397,6.117761559315504
39,6.574369305791731,6.161731236942874
40,6.574019539333248,6.141852672078576
41,6.569954148308811,6.099578010211682
42,6.202077452308745,6.064110037108751
43,6.193168320476011,6.0960416097452885
44,6.293222309231491,6.127510807003157
45,6.293192840298432,6.113822589139058
46,6.290808838020404,6.097590690002236
47,6.327872237746034,6.058697144701472
48,6.323362040091088,6.0552807519531155
49,6.357025125107407,6.014879331904102
50,6.354629632783541,6.024254976030447
51,6.500475312463859,5.993815904569477
52,6.49934027686332,5.922066192350289
53,6.36684280483642,5.812308424277783
54,6.347147431183248,5.79556381494509
55,6.340348788783034,5.766355446013251
56,5.866086690823091,5.521681839476173
57,6.050321702162092,5.584806960274418
58,6.0338106882295675,5.547526173379695
59,6.264743092411093,5.60538834682641
60,6.259917808488924,5.545121156232126
61,6.266593901736292,5.576720046521316
62,6.2689769936693915,5.659015003414285
63,6.27462060814678,5.671736839962841
64,6.1471133046663935,5.68742664239159
65,6.096739339777794,5.682463601987474
66,6.049863413063866,5.672569181922398
67,6.094729404441977,5.689264296333812
68,6.099299003294265,5.7503461054494425
69,6.107682547035447,5.7572943533366505
70,6.105453272996156,5.731631891282464
71,6.285230565550589,5.702550838016614
72,6.280563749181227,5.695814899390069
73,6.292598102802026,5.731405027473356
74,6.308006842048808,5.906407220006222
75,6.339744998025177,5.976090159977027
76,6.345481858979227,5.916645917103135
77,6.344497805944682,5.855813308055905
78,6.359873281253265,5.867530673925267
