,Owino,Masindi
0,6.798784380987672,6.695282992076009
1,6.780863139737147,6.720822459543145
2,6.785863734730093,6.730876771790358
3,6.812433444848947,6.750687117923312
4,6.81666122532976,6.752140206445604
5,6.781698478553577,6.746014980333689
6,6.804630896958932,6.770894058271242
7,6.865181079880216,6.771018518893061
8,6.854761481672814,6.759652894450565
9,6.731512427871016,6.762637890145943
10,6.693065159941576,6.761624268926409
11,6.711959545676619,6.747550490779322
12,6.681962294716007,6.681068506484302
13,6.676617289707049,6.676617289707049
14,6.676958710145931,6.675174588352429
15,6.669579553199765,6.668386947214642
16,6.73250569688453,6.663273905315209
17,6.72413270251338,6.65517982382773
18,6.767621992926765,6.636454757742766
19,6.747918247451214,6.615628319914756
20,6.616691967556228,6.581908576923682
21,6.643105439816351,6.57462355454389
22,6.71367257311054,6.5836271608819565
23,6.709005219374411,6.576430002121544
24,6.675305847059376,6.576469175913188
25,6.677944559785632,6.576508348170308
26,6.688526311269359,6.57193873301775
27,6.789634928124658,6.7597819649749775
28,6.836408044213878,6.780810600762836
29,6.820345673666395,6.794305764650775
30,6.830895669900067,6.882671939423787
31,6.848876293235224,6.875027678466785
32,6.854794478039374,6.882480322191302
33,6.798353170916925,6.892433478336285
34,6.7891845540846925,6.895987797507099
35,6.816866714907912,6.869776385633712
36,6.844035257349273,6.843314536597355
37,6.841756325876922,6.813956437599327
38,6.836897821439705,6.809592370749438
39,6.829654908914267,6.80253046041779
40,6.853850366589606,6.7968025171811925
41,6.849756700969181,6.74085635860623
42,6.757807827177755,6.7292307088611825
43,6.76015492002685,6.733214621992752
44,6.791068923412794,6.734878691666695
45,6.786246224673918,6.729146632633346
46,6.79121031440766,6.539895886126755
47,6.779138454451733,6.532359181336218
48,6.7576686534123604,6.6040338363770426
49,6.757639184479301,6.603402501641885
50,6.754222657587084,6.60222186894349
51,6.747703532595385,6.688957332162318
52,6.743758663329377,6.743758663329377
53,6.86693289658317,6.816074479349679
54,6.864996435711017,6.838489419940326
55,6.8575456956748635,6.83232249954551
56,6.880288890733101,6.830324752527179
57,6.836374624684397,6.811044716095681
58,6.749535613786933,6.765332120597391
59,6.7365115042288854,6.7059345306596025
60,6.713384551210295,6.490240999896084
61,6.716524247478587,6.492592570548907
62,6.703920200722496,6.476530358526835
63,6.716058448687252,6.498630683264274
64,6.709428704165631,6.525950409243852
65,6.768858393200249,6.532734130413318
66,6.797002457317225,6.534734713288011
67,6.800158323315804,6.695172209288324
68,6.787015970707526,6.705670331253574
69,6.789886520337739,6.485166027835435
70,6.795680491078833,6.49140457764584
71,6.788850769199765,6.650159334444721
72,6.790506319036384,6.57160134506392
73,6.56367290033826,6.658761865674257
74,6.594939580727151,6.716115546690544
75,6.6302377046216385,6.7055186025503914
76,6.641552832590525,6.728099071658377
77,6.692003384699462,6.770255581599211
78,6.765539538040429,6.766519449926777
79,6.762291843417632,6.776911986872595
80,6.76328975523027,6.784649790622513
81,6.763797126782395,6.789948738184538
82,6.7349348514424365,6.782374576513997
