,Kabale,Ruhengeri
0,6.244611863435965,6.059614035426265
1,6.244129756240817,5.992221519814052
2,6.290840811817658,5.972084278247667
3,6.335510487932264,5.946184257635977
4,6.458665762001333,6.356295554316818
5,6.4598407767644135,6.380077795136465
6,6.492454347237289,6.249512355085702
7,6.425919167733366,6.245788826595525
8,6.354639508664222,6.107132564166157
9,6.3423650638364535,6.157332360888703
10,6.34441741631386,6.133770997056055
11,6.291832386836424,6.173268809691479
12,6.339535338035108,6.210808321208268
13,6.382294700216961,6.257052652046707
14,6.467965152994443,6.268420499885853
15,6.414181357272133,6.331652474601729
16,6.302417093230934,6.3194663693278175
17,6.251481361137323,6.435318518671753
18,6.207215127482271,6.439817401969142
19,6.238087458923326,6.472322691423477
20,6.300679198581584,6.472550137670066
21,6.336743874901613,6.187817273279038
22,6.381474639167245,6.208711954105321
23,6.422831340097386,6.2291789679687435
24,6.46664849389813,6.260458833047617
25,6.455947855982674,6.259850333455934
26,6.5211481450910345,6.258051642699801
27,6.519273661151749,6.253402841152678
28,6.533179527179248,6.384660785459621
29,6.561115359539761,6.390108061736788
30,6.439371961912164,6.395330794306281
31,6.316562773470521,6.3969721376803355
32,6.228681848131042,6.395356988088534
33,6.2275476341741385,6.047576051615705
34,6.2522058494301955,6.164539768770413
35,6.296348883943665,6.160488584088879
36,6.316891171599328,6.256489932812973
37,6.333665642475285,6.248098183886897
38,6.353310013483789,6.2412519083112645
39,6.472511545969356,6.23363083040881
40,6.336188120751575,6.2355023862255505
41,6.198601772751202,6.244994375170911
42,6.038294627353539,6.259788674998292
43,6.035469931277337,6.158269843311817
44,6.151894311212729,6.158045356678502
45,6.191351789549613,6.040736731833174
46,6.246154798373506,6.040304680308272
47,5.97381503703652,6.011286117483688
48,6.060041885203856,5.891147034475059
49,6.027215006431119,5.8858695278639335
50,6.0788112493633095,5.829566853466542
51,6.223056765030007,5.997897915733644
52,5.8852374373691445,6.040925167031038
53,5.939870241677762,6.034473459811091
54,5.938402611669982,6.039343175233221
55,5.776184095030613,6.103328911862708
56,5.764174699686736,5.8673270045932275
57,5.727256125820995,5.916706675330274
58,5.71029759625086,5.992846130605414
59,5.841110680347479,6.035329222014908
60,5.834065058504329,6.021894233396215
61,5.839586949853373,5.99956668309799
62,5.84284145138766,6.000099875326919
63,5.846090227107619,5.997390656910471
64,5.63319648833073,6.050275201124174
65,5.454885453605399,6.123328952279136
66,5.928502556059598,6.123331405662144
67,5.791989764353634,6.000480185945827
68,5.8993816846099305,5.868444467091552
69,5.870525719778315,5.952488292630035
70,6.050212405285479,5.98628842153151
71,6.091645816477923,5.975456961023795
72,6.1388784210552405,5.962419968657595
73,6.181882234368736,6.015043960556395
74,6.345259344147123,6.064654850451594
75,6.346463948273922,6.0535493513875585
76,6.261581745912932,6.053942461080548
77,6.262089117465058,6.0750159306070834
78,6.276203483260201,5.933375583093265
79,6.276877114966187,6.043318161974349
80,6.278223018565633,6.005459359447893
81,6.277290899884929,5.901329177417885
82,6.320608783510682,5.886382290661799
83,6.360570016908222,5.97516682476429
84,6.357430065966747,5.883160292742626
85,6.352150919458905,5.851819844084738
86,6.349066028814024,5.8423984408812535
87,6.351457298830538,6.146068853697659
88,6.265630305801811,6.173184236902974
89,6.294802905370001,6.404687478052265
90,6.35071278246319,6.374581059884107
91,6.34966041382747,6.1339126362517336
92,6.350812651108987,6.078959818364267
