,Eldoret,Nakuru
0,7.169730221064618,6.867023396662568
1,7.169781299693236,6.869118515768734
2,7.164037640079945,6.876230575440013
3,7.213918601103608,6.757608981292415
4,7.131450049086862,6.878404018641677
5,7.196708247217881,6.748433797828377
6,7.225408645736647,6.751992875719974
7,7.222308078134845,6.9135430041200605
8,7.130526275226221,6.962469649556401
9,7.138484680465788,6.9554126545934585
10,7.1147047574517055,6.852798928200067
11,7.185533179420099,6.79765558057282
12,7.217415203121175,6.843982503292263
13,7.104158571442934,6.737072891486363
14,7.112745547408739,6.632309433456915
15,7.063341996728399,6.631208641538073
16,7.0632233282827865,6.9351365952064965
17,7.019906024598643,6.731809444368906
18,6.974265221590151,6.929380933061017
19,6.925373799331172,6.925373799331172
20,6.965220476545805,6.822985808792981
21,7.041325323782217,6.818181772468007
22,7.043914814405723,6.905146019395939
23,7.181657794867471,6.901984002258514
24,7.196991447154151,6.794897318135682
25,7.178063486739246,6.776429311677961
26,7.07928726505375,6.763327620516473
27,7.070244375107997,6.762430772248937
28,7.02606432745058,6.7638162677359945
29,6.974234509413568,6.75038306506277
30,6.986230759292689,6.737261527967021
31,6.97335492459719,6.8747218840778626
32,6.9945116326716015,6.873213654907773
33,7.058458358826259,6.897971730635504
34,7.018964189957595,6.88174041761792
35,7.039271507476763,6.7449322539958025
36,7.010389588194085,6.7464751031475
37,6.993516699015331,6.692089164268168
38,6.976459410476465,6.7370553382904745
39,6.9963301184651465,6.75114158623081
40,6.995046000138161,6.666740957945367
41,7.004158506677808,6.754143476901811
42,7.0053468530027905,6.703019331723461
43,7.0057085474795375,6.78107579261386
44,6.955571619226429,6.851787878926591
45,6.850505613971238,6.755935558171465
46,6.968037953216787,6.753271200298693
47,6.974104458361617,6.838022931052672
48,7.011954858107188,6.572187155606918
49,6.982421298598462,6.826550927891677
50,7.0730694700285515,6.7347249782338015
51,6.895963409774932,6.732817167039096
52,6.853034690300984,6.820686856435466
53,6.789481133242815,6.770585908825588
54,6.828998297479748,6.664216387777751
55,6.899877915621663,6.718715587242694
56,6.91882058661167,6.738438894635541
57,6.948053198475381,6.765889482420448
58,6.86516405976562,6.609410112539349
59,6.919208477838197,6.498463287179254
60,6.8971242201142235,6.501709447859561
61,6.904797775974861,6.469062603563939
62,6.838662929643745,6.449563012649042
63,6.887277541529345,6.429675613045191
64,6.876305580516228,6.482225794633189
65,6.853637404309272,6.482422219244187
66,6.853702869226978,6.4225499004819016
67,6.86633979008729,6.42881924802643
68,6.817174982092692,6.488216472940602
69,6.794639098883614,6.4760695667111605
70,6.792769087431823,6.5915843324302585
71,6.834473981467844,6.593231399627761
72,6.841554553592427,6.593135685400743
73,6.870297936691901,6.593039962011633
74,6.848669086705626,6.600684295241168
75,6.840555289988827,6.5957691844564295
76,6.89335353905524,6.589250736391131
77,6.901152889403155,6.578111184822959
78,6.92618209130074,6.573631324193517
79,6.949464752589954,6.670873651839425
80,6.974642576299176,7.0113006456810005
81,6.991319596919153,7.007158660948899
82,6.994389141417234,7.005875269132802
83,7.036000918758519,6.917706503642626
84,6.974667010432691,6.821005687111406
85,6.906071818556762,6.906071818556762
86,6.9755659902614235,6.923733134447132
87,6.974806897716756,6.925668942474727
88,6.971849772522331,6.949593661004507
89,6.971657374598371,6.920171271958031
90,6.967801226486054,6.526457830712988
91,6.938396168542174,6.9151348718765995
92,6.9742250696704335,6.8368533069722845
93,6.978269070785958,6.839945460194186
94,6.976537789283746,6.838892857333431
95,6.978747061850136,6.841020216665926
96,6.97722382479848,6.836579175390533
97,6.9756982639555725,6.309969321138061
98,6.974027477633943,6.308260034758923
