,Busia,Eldoret
0,5.36207779532648,5.40235996842717
1,5.28363414666162,5.485834693801714
2,5.405565575822368,5.562256875899748
3,5.385648973011552,5.563125502987594
4,5.463674226384866,5.5472578543800175
5,5.477292535162619,5.540989582219774
6,5.460621755745066,5.537548771526743
7,5.532574725528885,5.591431987433599
8,5.50402977358301,5.594001072389111
9,5.534768200374164,5.5852044312251925
10,5.637730380161156,5.614821837749787
11,5.616097471738887,5.6116514697897
12,5.6194157628448895,5.736872287953763
13,5.634434821290053,5.702791461199394
14,5.469654946532747,5.669684032815304
15,5.456208999440352,5.5313670964152335
16,5.4980504777480865,5.565890650588389
17,5.6144753223593185,5.562781808867302
18,5.574993019280119,5.559682602097261
19,5.571987744855858,5.556127854713065
20,5.665746161968274,5.618013504133962
21,5.61794312996396,5.58030741646639
22,5.6592902186260625,5.573927743219124
23,5.657481000326382,5.570668024203145
24,5.732630316712065,5.641291921173533
25,5.756137415357606,5.635911086661275
26,5.714467684831294,5.827643908543224
27,5.727483129399476,5.819348123600469
28,5.869151850657754,5.769808922343714
29,5.998561595793225,5.807437756739882
30,5.959988615736292,5.983108652229409
31,6.002421144032829,5.959753612171627
32,6.0187784503382575,5.998624812023313
33,6.03479995022846,5.959846070158149
34,6.074183924777686,5.9888055438607015
35,5.659705617436055,5.996869315839742
36,5.528147641817006,5.85614021922058
37,5.460618596056998,5.8020564056480115
38,5.439461623410591,5.772486606150529
39,5.525192317310887,5.783397572767739
40,5.5759271550088,5.718719359584662
41,5.540051507507869,5.763783859039392
42,5.377670905866268,5.649511699367608
43,5.3681477670877875,5.553816903873834
44,5.2868257212315735,5.554973270008276
45,5.198209393888956,5.521318248844151
46,5.28116832756406,5.459230470500578
47,5.241253311880692,5.469216360284354
48,5.240375499687569,5.46268546713954
49,5.223738293486406,5.481115631967288
50,5.209250741378117,5.49897092403976
51,5.3214082808323,5.49549659756693
52,5.237904403694265,5.52262078757555
53,5.161002682641719,5.481896746596045
54,5.157121502388198,5.478688512148342
55,5.17731166271308,5.482449361196043
56,5.136990672738601,5.475938750862315
57,5.163281848150364,5.473526941134762
58,5.123095675022673,5.246206386990925
59,5.136495948038006,5.206229886463256
60,5.123953464458541,5.206169450008134
61,4.710315988315033,5.162662151664815
62,4.709989476606838,4.949812336240371
63,4.674075600182032,4.822899046160605
64,4.677959870541799,4.879057495212685
65,4.630512510540956,4.8184961215260165
66,4.653049207349539,4.883897777989041
67,4.897305151417043,4.820050455724354
68,4.981561429792054,4.8108673548902905
69,5.031693897681903,4.86663165427706
70,5.035434103522495,4.983277002366445
71,5.042843827799949,5.088590146056171
72,5.111948931298989,5.040090552975195
73,5.131306897043219,5.184068892220713
74,5.145237330006572,5.191413299921033
75,5.326166783174299,4.98633127202233
76,5.281200919368427,5.037706802375934
77,5.315883093287069,5.077086378178995
78,5.49049406921397,5.210427598645093
79,5.6431166006786,5.431594033681344
80,5.591947821337684,5.438255832750031
81,5.533806208512949,5.649035176795705
82,5.562437848935936,5.754895150102365
83,5.638344808155095,5.743380796726998
