,Kasese,Kabale
0,6.85651289461052,6.701852140811479
1,6.846294610070295,6.701370265931681
2,6.8749915146261005,6.700888158736531
3,6.843288110274468,6.696305919925822
4,6.747877338047209,6.747314433444672
5,6.711271538568826,6.743174060860236
6,6.8227773515096315,6.734841530009721
7,6.8345108264562,6.769371524285239
8,6.8240528250536485,6.822492356596554
9,6.800296410172921,6.792521356799219
10,6.7963537494475075,6.761624268926409
11,6.843750293823358,6.747550490779322
12,6.847365684337016,6.747654111243598
13,6.8998802368783645,6.676617289707049
14,6.898080016079373,6.67576964936374
15,6.892007711613546,6.669877482592703
16,6.886417456629419,6.698488811606276
17,6.880360890079465,6.722171093365387
18,6.859476424725056,6.736131877407526
19,6.838523701479584,6.747918247451214
20,6.805052128237891,6.650603785065676
21,6.799043430217704,6.6454878114017575
22,6.798830381450847,6.71367257311054
23,6.798617378064098,6.709005219374411
24,6.78243099362471,6.646740803749382
25,6.73223785079909,6.635611015110019
26,6.757571754831194,6.7219391630175345
27,6.7791155991568,6.721086458204746
28,6.758792375998723,6.788462071485471
29,6.739221946974403,6.794677633103546
30,6.775537810337138,6.802743518466312
31,6.788287660671727,6.81029955490473
32,6.7871561558233,6.81765089567165
33,6.788561757047894,6.818594044146769
34,6.78975454333694,6.816275987714999
35,6.784852526933321,6.841756325876922
36,6.779994022496103,6.837859359975327
37,6.775159009039205,6.856297778828265
38,6.771612268352634,6.828146904917544
39,6.79678820842347,6.824710669043093
40,6.7860935707557255,6.78559093189116
41,6.775265977188408,6.671429464873556
42,6.761185717260585,6.700512893768329
43,6.697961309806346,6.72941128792138
44,6.671182608897453,6.791459411432239
45,6.806045907371657,6.759759979614422
46,6.811898807473221,6.7566361287981715
47,6.786626721352554,6.756606659865112
48,6.78962837432224,6.754222657587084
49,6.8045029596903825,6.805475249509322
50,6.80437423335443,6.80437423335443
51,6.788032684728935,6.785056492055889
52,6.713453268182942,6.765332120597391
53,6.701104899592258,6.714994011752926
54,6.750262269352953,6.7207646585079175
55,6.7716965633469055,6.716524247478587
56,6.7413466062416125,6.7007371741623745
57,6.743302487842133,6.71657941770138
58,6.7750176455678535,6.681182754941851
59,6.794324999637309,6.714846285049665
60,6.720813318959678,6.71768342595075
61,6.680628457109515,6.722600088969929
62,6.812089608259642,6.676651637364539
63,6.789399072119459,6.678660885227514
64,6.795680491078833,6.685251759471619
65,6.790310268364219,6.707752652457285
66,6.81638222368294,6.736654824225794
67,6.797946496381307,6.627869209643369
68,6.7986004535561015,6.657638174942715
69,6.7055186025503914,6.644861137314954
70,6.755359719867269,6.641552832590525
71,6.75051160360952,6.687766090223947
72,6.793574240158408,6.71114546597463
73,6.7870203761933565,6.710404103204066
74,6.814926464638243,6.761325118056105
75,6.8873426138287295,6.709348194898656
76,6.894996310390155,6.710343448305114
