,Ruhengeri,Mulindi
0,5.813213621947789,5.543024706943525
1,5.809899963020098,5.589509970123071
2,5.565998630249903,5.70648899319873
3,5.540403243665132,5.6857133354822675
4,5.612059180749546,5.685585268384761
5,5.678922080859996,5.661559098160208
6,5.685380660383976,5.687008000043352
7,5.827045976287395,5.6982484395091815
8,5.605813449939738,5.6834240526446616
9,5.601585196201171,5.653666961434248
10,5.494674294856354,5.53549628937661
11,5.804549160761584,5.540134773629129
12,5.896911203271378,5.517323209622073
13,5.886068239536137,5.479961076831278
14,5.969562627875629,5.448142437678242
15,5.725988766039724,5.482264507025494
16,5.793144301235133,5.716619726907178
17,5.885365371973309,5.691209357532352
18,6.023036726185589,5.689966576622054
19,6.019248857314792,5.676788578848956
20,6.017624374055705,5.7075990297872945
21,6.067536700489121,5.69413846817762
22,6.068104917462647,5.5987127220482495
23,6.068674618106615,5.4726911860003185
24,5.993772259893822,5.415826306276996
25,5.912801970203955,5.3546479571231815
26,5.903901266889405,5.344578863142679
27,5.959418756616188,5.392602716028373
28,5.956394825763953,5.5632704748482
29,5.952275649165432,5.729132097851222
30,6.030813243481567,5.7341933322247485
31,6.035900224312573,5.765184965387797
32,6.044198305282314,6.037523055848596
33,6.160727962320427,6.072717084997715
34,6.1591854203209255,5.910030184163604
35,5.76177159343919,5.813610441577315
36,5.912575778920711,5.852316587402514
37,5.909434098622017,5.8047231445329865
38,5.905307902819664,5.805500445920443
39,5.89071926244637,5.784967433928924
40,5.885046007533101,5.938681223365733
41,6.059003508184932,5.671958697928087
42,6.061307584499176,5.7485363887460394
43,6.071677381470038,5.893331973055723
44,6.085435287853515,5.91847138671388
45,6.159666166554744,5.949232202845484
46,6.158045356678502,5.988870920090783
47,5.7509560227244725,5.8771073080513725
48,5.903780169615618,5.784196953455086
49,5.902458565057477,5.717498800713425
50,5.891147034475059,5.736393763487657
51,5.8858695278639335,5.826298567618601
52,5.754875960864952,5.844604730831082
53,5.862250120202743,5.804949266365403
54,5.857796833267144,5.784991792893838
55,5.850939046591927,5.777950686423047
56,5.857831007394825,5.828272205153281
57,5.993283549476262,5.821366588083714
58,5.937696004520118,5.813664723599795
59,5.633588328070851,5.645839629851371
60,5.528804922411252,5.638592484291439
61,5.709600122925881,5.651103916244273
62,5.991774893223915,5.825402637837638
63,5.878150919984036,5.797707651520045
64,5.861096686347354,5.80162312171207
65,5.866342462953229,5.82110862112908
66,5.866568482702396,5.859151885047347
67,5.864323480928714,5.934800399188161
68,5.868572647754504,5.840967381662614
69,5.900907683408751,5.903311530720146
70,5.894875115457288,5.8465085903537135
71,5.62558865786655,5.936377299753068
72,5.570762311305188,5.8095285835549575
73,5.716099514565805,5.836134441152891
74,5.6993354778032455,5.797821103514809
75,5.750670923712082,5.810489418922992
76,5.705888549649205,5.784064048256987
77,5.731178024565783,5.791639687040213
78,5.726996139497009,5.769036228404077
79,5.758209508868859,5.815367922708808
80,5.801774790427058,5.860212794972632
81,5.800886824560006,5.88682925436073
82,5.828561575156329,5.928871070972161
83,5.763262629627971,5.742264482788198
84,5.80823603718836,5.780768642487749
85,5.799037238218257,5.7878639376201315
86,5.757170050978357,5.794815650594725
87,5.771015811669442,5.773488000814831
