,Tororo,Kasese
0,6.701852140811479,6.85651289461052
1,6.701370265931681,6.846294610070295
2,6.700888158736531,6.8749915146261005
3,6.712835221877033,6.843288110274468
4,6.747314433444672,6.747877338047209
5,6.769088580218906,6.711271538568826
6,6.851732706010654,6.8240528250536485
7,6.76511962311692,6.800296410172921
8,6.761624268926409,6.7963537494475075
9,6.747830171944618,6.843750293823358
10,6.747654111243598,6.847365684337016
11,6.676915752625248,6.8998802368783645
12,6.674876925007473,6.898080016079373
13,6.6686852320788965,6.892007711613546
14,6.663273905315209,6.886417456629419
15,6.67272152530122,6.880360890079465
16,6.703047839584803,6.859476424725056
17,6.684248913678229,6.838523701479584
18,6.655948215838951,6.805052128237891
19,6.383064056764999,6.799043430217704
20,6.470538876919828,6.798830381450847
21,6.541418322337393,6.798617378064098
22,6.541445993272433,6.78243099362471
23,6.6037573604714845,6.73223785079909
24,6.722750961194981,6.757571754831194
25,6.750390632850896,6.7791155991568
26,6.775015211505611,6.758792375998723
27,6.794677633103546,6.739221946974403
28,6.802743518466312,6.775537810337138
29,6.812276817041749,6.788287660671727
30,6.81765089567165,6.7871561558233
31,6.366186176791413,6.788561757047894
32,6.816029043646575,6.78975454333694
33,6.8359675977006775,6.784852526933321
34,6.836897821439705,6.779994022496103
35,6.8298959598977165,6.775159009039205
36,6.828628948792869,6.771612268352634
37,6.824710669043093,6.79678820842347
38,6.8128676043607825,6.7860935707557255
39,6.700884219954262,6.775265977188408
40,6.701332006442114,6.761185717260585
41,6.72941128792138,6.697961309806346
42,6.762911306234433,6.671182608897453
43,6.5534664567841645,6.806045907371657
44,6.381191082177448,6.811898807473221
45,6.420960528206205,6.786626721352554
46,6.419298808372001,6.78962837432224
47,6.633594622830933,6.8045029596903825
48,6.663443156005881,6.80437423335443
49,6.679309524299511,6.788032684728935
50,6.654225433982608,6.713453268182942
51,6.650915155068403,6.701104899592258
52,6.5666139786806585,6.750262269352953
53,6.6264524243358505,6.7716965633469055
54,6.61767894313943,6.7413466062416125
55,6.68912257146834,6.743302487842133
56,6.68010108907111,6.7750176455678535
57,6.686166677355136,6.794324999637309
58,6.716637947549198,6.720813318959678
59,6.722600088969929,6.680628457109515
60,6.615958856191502,6.812089608259642
61,6.619193001538903,6.789399072119459
62,6.714023056750559,6.795680491078833
63,6.7066961283230855,6.790310268364219
64,6.709127768065042,6.81638222368294
65,6.494419306649336,6.797946496381307
66,6.4934929643904615,6.7986004535561015
67,6.482112273675873,6.7055186025503914
68,6.47824577747728,6.755359719867269
69,6.59552973763184,6.75051160360952
70,6.681731580768336,6.793574240158408
71,6.683148747336152,6.7870203761933565
72,6.709876556220062,6.814926464638243
73,6.709348194898656,6.8873426138287295
74,6.719636235880574,6.894996310390155
