,Kisumu,Eldoret
0,6.962333576466893,7.2857998494089715
1,6.9644286955730585,7.283754175849106
2,6.925020739609445,7.268272663216036
3,6.916714914225894,7.234668422408563
4,6.903102669897625,7.190784742349406
5,6.944983520439066,7.3201385438559
6,6.944078734159975,7.316380423942373
7,6.959804721936134,7.34732803813147
8,6.962469649556401,7.308340030983496
9,6.955863003621561,7.266137990754371
10,6.802132625838909,7.190476283175049
11,6.797132431201746,7.220061456829194
12,6.792663010662613,7.236925534430312
13,6.738179698461554,7.178430922655134
14,6.790578410452024,7.1787560885656685
15,6.734416965742569,7.17061455885785
16,6.78819965270293,7.176751038369032
17,6.732362083233483,7.174175103668285
18,6.6109272019424825,7.142981126328327
19,6.606750370556886,7.092497495215696
20,6.661817556307076,7.123941040198397
21,6.713376658101881,7.167429200577943
22,6.707919411616958,7.149434299939093
23,6.700426658395675,7.188697054769562
24,6.690153584577086,7.226764956153801
25,6.7756642982529165,7.194643125527804
26,6.768181378927941,7.133786765819096
27,6.8574173798129365,7.119817206790433
28,6.945844058659234,7.135657592303315
29,6.846520602884505,7.122766057873517
30,6.833333419119588,7.129516404338379
31,6.827298231769488,7.107086137384232
32,6.828201556120558,7.10337477888063
33,6.831905765651529,7.142399046183262
34,6.833093794382744,7.133447387611423
35,6.840011086199327,7.143588825164313
36,6.842086952579462,7.166051730228647
37,6.743678034426032,7.122415109531602
38,6.737567502194116,7.073966588601332
39,6.749620673390103,7.127827729788931
40,6.8468489001110076,7.128627152671136
41,6.848159397488767,7.133004424352959
42,6.853176764038861,7.134606645231592
43,6.849704299002957,7.104619739457457
44,6.851787878926591,7.127817524031642
45,6.938172336872028,7.1366826210159005
46,6.933386187411803,7.164484422289458
47,6.9242602542843255,7.163625857851087
48,6.830563101473199,7.125421961298002
49,6.826550927891677,7.097292353375164
50,6.839075902690276,7.134793783196345
51,6.909096409377089,7.098686659062667
52,6.907241508137412,7.083402306156786
53,6.903043764041586,7.037305883772062
54,6.8972163678432175,7.052320563833304
55,6.8990490718112625,7.070113474080583
56,6.895078169691565,7.049110485312021
57,6.809435037407744,7.046443940947998
58,6.81028303247135,7.039414082395344
59,6.7213571194261155,7.076632483010425
60,6.724852999173771,7.080427337668469
61,6.818620079733808,6.987595394574869
62,6.819802918443612,6.887283616649819
63,6.812001420758136,6.939034472097251
64,6.806494489973673,6.9347825102752045
65,6.662215329684782,6.954239228574494
66,6.717607132075606,6.9570499907613135
67,6.718006211657632,7.018760365676765
68,6.800221540532602,7.0449420854537905
69,6.793248600397694,7.069501977025853
70,6.792769087431823,7.09537167081274
71,6.792414877194827,7.196801651993541
72,6.794825477266455,7.194447111880922
73,6.794423815264695,7.219553753093459
74,6.709252955693816,7.213096007448676
75,6.7010744499692105,7.189065505169518
76,6.787359453208324,7.185099005964277
77,6.687521299668765,7.190242421622816
78,6.775413748508359,7.175409380811988
79,6.768512121403341,7.166807646515863
80,6.7725331795303925,7.17829990127378
81,6.767813135058409,7.190075278754165
82,6.764907859518475,7.20284045084742
83,6.755210672344658,7.212426845505268
