,Bujumbura,Kamembe
0,6.65343300464985,6.346257022997133
1,6.71283219170475,6.255188069320304
2,6.70109470733715,6.154823380945268
3,6.592626818548583,6.159742208330838
4,6.402324417872969,6.042773208624642
5,6.364820103532932,6.043120302970567
6,6.281010311329168,6.0444959670451395
7,6.276039711466149,6.043398828931567
8,6.2726234905071925,6.100006126870855
9,6.260097702004639,6.256489932812973
10,6.3330119198705015,6.248098183886897
11,6.325420906950073,6.338202777573049
12,6.317157126372986,6.411904215356539
13,6.315421780838095,6.421148966864277
14,6.314404220342962,6.140935821940094
15,6.3242570027810965,6.153501804480335
16,6.321867974543461,6.159666166554744
17,6.330552384438835,6.039446517702006
18,6.33491731345092,6.040736731833174
19,6.3289196171763376,5.903780169615618
20,6.255332743183734,5.895246995341916
21,6.2575397613385135,5.891147034475059
22,6.259751661198427,5.8858695278639335
23,6.255862403578032,5.874018616037375
24,6.2519820663493,5.862250120202743
25,6.155221585935476,5.911991483655146
26,6.151718957051852,5.850939046591927
27,6.49151347154548,5.857831007394825
28,6.052718412089843,5.85133137678565
29,5.995377991754598,5.715401469812731
30,6.008515448312788,5.714933967524803
31,5.952034521800883,5.724966553248536
32,6.22703327217427,5.7180867368032
33,6.159913564014535,5.798460661882215
34,6.246032062060443,5.699267578706793
35,6.224212038118892,5.828634410202692
36,6.3513185989813765,5.863882437112367
37,6.382585806619267,5.8653361966561315
38,6.378062200179386,6.114812486133453
39,6.470177489087192,6.116167294932878
40,6.367775555469111,6.126214957168272
41,6.406554090607581,6.1175342879778185
42,6.586199804956768,5.874081712383829
43,6.5380643098633335,5.806886574092119
44,6.489590766797371,5.783351741574972
45,6.446543246123182,5.853069577745288
46,6.427106163219366,5.842238117237573
47,6.455163164474013,5.830464123861751
48,6.480129602232846,5.95376740573558
49,6.493915047711387,6.1696200310578195
50,6.474082664085085,6.254762640460417
51,6.453848984952939,6.077542376421421
52,6.39529549000291,5.959423476330518
