,Kampala,Kasese
0,6.549089386259069,6.465979102746381
1,6.57731738494635,6.364481043498774
2,6.508516266089075,6.455550730509163
3,6.5350117303239434,6.491592672816966
4,6.671906240070198,6.500814650959307
5,6.609243981810443,6.5661715702829815
6,6.518885743973179,6.56363709979081
7,6.551381020928636,6.628025456078266
8,6.590888743798449,6.737551926612268
9,6.615933575438553,6.493901525492754
10,6.429005350510378,6.536175751715301
11,6.477066337580395,6.5393086464576164
12,6.415933580826795,6.5230073591106885
13,6.41956825017436,6.525625387246635
14,6.413894752112181,6.5629303312726694
15,6.5409626921290025,6.561512514144189
16,6.556107830249778,6.555773996162218
17,6.608326833396764,6.549849635989781
18,6.577396609166684,6.542930340016441
19,6.398114045424532,6.5236865490992715
20,6.381882860752918,6.533567448084982
21,6.434986174328529,6.468579891616678
22,6.500073397992073,6.462571193596491
23,6.509105407369265,6.462358144829634
24,6.612564378292032,6.462145141442885
25,6.61245173027075,6.494460786202137
26,6.774305041813348,6.58557784270099
27,6.8258503343514345,6.598182718342347
28,6.821446658547321,6.4811770265378295
29,6.829929019268972,6.438389706434408
30,6.822144105081133,6.431272514122744
31,6.487855737885357,6.515723917055652
32,6.424615244241879,6.52673237592274
33,6.357738960360644,6.48892797440099
34,6.4321771310093,6.491349319745419
35,6.471522643595779,6.493243890620956
36,6.467893350509074,6.486934950587513
37,6.474676016540806,6.483668770360596
38,6.618651356660965,6.477104230830453
39,6.606987185198222,6.580822017459036
40,6.390068687798257,6.552848923455012
41,6.372593103411213,6.465480717573219
42,6.297843655052759,6.3859779967870125
43,6.337612621164375,6.37978061623217
44,6.404257397307855,6.2735519001219
45,6.393921507173515,6.373673346343568
46,6.420267192626407,6.381191082177448
47,6.440989810081778,6.3819132104237015
48,6.563914749160479,6.3827299692105095
49,6.70807347665705,6.3868037865875475
50,6.376134705826333,6.366752013611734
51,6.141810678834342,6.24072322980427
52,6.154170225733569,6.128219253039601
53,6.134606957780981,5.964532374597
54,6.128450955290582,5.935244157816957
55,6.131779170741259,5.9935241037689595
56,6.115762704359025,5.825055874367457
57,6.22424496797063,5.965538258722532
58,6.2386891236697295,6.041704423282574
59,6.288082666972602,6.048560223574353
60,6.223781017326023,6.2689769936693915
61,6.138293314353324,6.272174622418519
62,6.146186949806263,6.120845377845783
63,6.148032634165344,6.147106279305214
64,6.154407268815136,6.0478205114340655
65,6.309652122611329,6.040662183171701
66,6.373813365371398,6.047597628917374
67,6.418604935085321,5.996118139407725
68,6.446507810833791,5.993888865368435
69,6.445987944428703,5.981960969757094
70,6.546800532856457,6.187492853741926
71,6.596983860325174,6.183641249773915
72,6.611633926220768,6.387632373995921
73,6.664647080013183,6.341989667879001
74,6.64740628814655,6.343990434392556
75,6.466583346997119,6.3825697538940895
76,6.547946551878453,6.408733574108865
