,Lira,Gulu
0,6.039157628594478,5.945462523165451
1,6.067679170932938,6.011870699005057
2,6.186263000457503,6.226159497456815
3,6.193265832765308,6.314404064492829
4,6.052053768235239,6.310361232007116
5,6.045018242280258,6.430553865151822
6,6.052320971841269,6.515061446014531
7,5.938288464858283,6.521792467968401
8,5.871499740494358,6.230897669999323
9,5.676134973936596,6.2275476341741385
10,5.717663699046889,5.536230636314049
11,5.788285692873584,5.715344148931217
12,5.791668993331471,5.790300067724129
13,5.784779888087635,5.781346997658313
14,5.781213564324757,5.781213564324757
15,5.779707830980365,5.517343566512873
16,5.768065010758233,5.503751699314282
17,5.50906796558977,5.508165845546633
18,5.558069444036266,5.691707851482444
19,5.686633435672225,5.601258720259063
20,5.692598025739551,5.603546248123648
21,5.724977928354456,5.591860528697967
22,5.76750807297175,5.601715818129006
23,5.802952992232351,5.601686349195947
24,5.834827939775338,5.684125539226995
25,5.859288279059743,5.75714522438554
26,5.864225515190406,5.752999880080181
27,5.9515600169992435,5.8876329296930106
28,5.980769864090709,5.8852374373691445
29,6.002530556671921,6.001445369370634
30,6.058241146508461,5.999027233486417
31,6.038338737864384,6.03202956867112
32,5.83478452809837,6.01603713770342
33,5.790713889845292,6.021316186447177
34,5.804998998843253,5.8648513602150985
35,5.647919383584474,5.727256125820995
36,5.628345580121404,5.72731928382029
37,5.61796712903327,5.838607550129361
38,5.896394331465438,5.912387091804662
39,5.9646022840716135,5.981095236265454
40,6.023490766989252,5.995917440085153
41,6.028411783901574,6.000954937668534
42,6.039693056045557,5.953618447274314
43,6.042672118507518,5.7913576902266115
44,6.103500896467623,5.8667251963633555
45,6.146022698829527,6.018531820087954
46,6.1748594085283015,6.150301557746637
47,6.2063025460794305,6.158207792230096
48,6.251620427969974,6.155978518190804
49,6.241069669764819,6.144588235748122
50,6.235529533008196,6.234691661153565
51,6.316733178537267,6.26786608833218
52,6.426908109295631,6.387632373995921
53,6.489068637104119,6.385856349984582
54,6.5238213298740595,6.492796366060934
55,6.309250996115041,6.344497805944682
