,Masindi,Busia
0,6.465225239159982,6.318462984402514
1,6.455271570344619,6.337440950762077
2,6.458589092132568,6.316188099802063
3,6.494510253296489,6.312043019468261
4,6.679165800083002,6.3872553915217
5,6.682867262137889,6.358921285335857
6,6.6772433500105635,6.336599528487916
7,6.702156046269875,6.403138777787544
8,6.701163274258705,6.135943578426915
9,6.692598276373965,6.318066477928407
10,6.689336626453335,6.292744691025658
11,6.497768002966438,6.364133904030523
12,6.482272895773473,6.233923744733619
13,6.506644149537146,6.283766709015299
14,6.523013723867226,6.2642628327982495
15,6.523105074728996,6.279482992071245
16,6.592809197100206,6.318338482369976
17,6.588568383098891,6.419610623769823
18,6.501129119006803,6.4160879355427145
19,6.47904873424721,6.319295131018286
20,6.279218116108922,6.168196797178696
21,6.260940526838434,6.188487988431572
22,6.420259995524769,6.261066817385763
23,6.429318290751434,6.318982538170334
24,6.422438596006496,6.34400489913866
25,6.502437728059688,6.426697114685671
26,6.576508348170308,6.4436084680391446
27,6.569405482771316,6.5005031950970995
28,6.5664279873774465,6.536507788619762
29,6.59449947292605,6.542105035181455
30,6.590755438475138,6.573984859087074
31,6.586698709388025,6.566451950177369
32,6.5783167218983065,6.626442213394548
33,6.5860404154731125,6.320739745217466
34,6.591907192610265,6.2572799749626205
35,6.4118164431456215,6.1697472348898375
36,6.41053682201548,6.304228302247334
37,6.527440987522891,6.324607257103773
38,6.525614734516767,6.366576585153397
39,6.592977142183737,6.384156553993323
40,6.586298810232551,6.391725383085202
41,6.5810939443545005,6.376299531708487
42,6.259280911242251,6.340108240376205
43,6.247240634735078,6.173066404506129
44,6.099256312823137,6.055848936770209
45,6.096423615231827,6.0010634591662155
46,6.0930990441139725,5.998788364642731
47,6.201628316886867,6.138586130010234
48,6.193168320476011,6.13140875358258
49,6.534267070874941,6.139071629404233
50,6.091974649613189,5.902397921938062
51,6.240293047883502,5.972560340355643
52,6.285141029044338,5.971310039734474
53,6.323362040091088,5.929703444569913
54,6.314864314283129,5.982053627561884
55,6.312468821959264,5.944566815426748
56,6.3868037865875475,6.015461771344169
57,5.938402611669982,5.970295975445936
58,5.629724020853323,5.730182953450687
59,5.898120403270181,5.732268964572776
60,5.892324066256074,5.701268829493364
61,5.866086690823091,5.735724872959848
62,5.869226387091382,5.732889943539251
63,5.857681101683534,5.756427367978361
64,5.901735302163914,5.752279466640863
65,5.896394331465438,5.835325298116617
66,5.902868399800893,5.843348709775264
67,5.905969203422213,5.717511210095894
68,6.029452908409985,5.6865081572831535
69,6.039693056045557,5.760906013162644
70,6.042672118507518,5.856639982317028
71,6.049863413063866,5.844419438849057
72,6.0437438497091085,5.912407847648022
73,6.290943887549103,5.9005644168589795
74,6.2984456606870545,5.95560904299699
75,6.379122069505014,6.019313963734245
76,6.285230565550589,6.039841405289059
77,6.280563749181227,6.08777932027933
78,6.4334900468383385,6.103159078239208
79,6.4627106498286615,6.345259344147123
80,6.55582244461739,6.316250169677425
81,6.559342516862992,6.258334989814062
82,6.559849888415118,6.12786287825786
83,6.445902339892784,6.065788822982034
