,Kampala,Nairobi
0,5.3845506511785395,5.727903134516193
1,5.1937148154921715,5.702948076089333
2,5.307425308138028,5.705047593937068
3,5.356531574440825,5.691551291576417
4,5.425347422518691,5.681257740805567
5,5.413154735328748,5.677805050045487
6,5.448326518888029,5.676002241356694
7,5.509585207304187,5.694302727663336
8,5.477387842636589,5.691557362555356
9,5.514758004367279,5.689500550827232
10,5.606639793091126,5.684271226021658
11,5.606502980345127,5.7094492130658265
12,5.518558680276081,5.7062888645816825
13,5.4923782278421704,5.702791461199394
14,5.457606608016572,5.702404629927838
15,5.4244927860608865,5.636358540284409
16,5.470758335460079,5.636305997421883
17,5.627181973628433,5.634025999511198
18,5.554465747867358,5.631754950138386
19,5.605005513884532,5.691548031855556
20,5.694206580903874,5.684113305838485
21,5.758867694182038,5.678747489279642
22,5.823641598941343,5.673393650962927
23,5.769210964269688,5.666840644768128
24,5.587818608667763,5.6555892258743565
25,5.7164555007664255,5.637504712496552
26,5.687172586241856,5.756644175719524
27,5.682328731918932,5.918685313466101
28,5.8162156113416374,5.965644198304391
29,5.970263159670798,5.952268704618338
30,5.950101940264485,5.9389513681883095
31,5.959476692203088,5.935226184175415
32,5.967570824954286,6.037439516238821
33,6.011498977321014,6.043448405287259
34,6.04907800364661,6.0484778753471
35,6.40700251050163,6.147326547331649
36,5.343673231661951,6.09409885631993
37,5.372561740665815,6.0093684917455406
38,5.366831366827636,6.045955241352255
39,5.423792202869158,5.951169348546963
40,5.621333221193991,5.957432935276257
41,5.489861762984013,5.838868489147492
42,5.340009551229958,5.789942314452403
43,5.281513535114885,5.78841996717783
44,5.20226833320351,5.839259753458919
45,5.218853721469302,5.837862975246761
46,5.1489231087502825,5.833923919941989
47,5.222295398136079,5.874681468392518
48,5.209309680112678,5.818264920736835
49,5.112512658376181,5.830468460863813
50,5.117816535418485,5.722114475353969
51,5.272618116662868,5.735793228107389
52,5.15217261741026,5.618234964950236
53,5.059852699520237,5.6110414513169395
54,5.039616508713424,5.5891451194912865
55,5.111724038485514,5.60878098707073
56,5.112569262035685,5.576448073861501
57,5.115661861135165,5.593345855903224
58,5.108205107490402,5.569670359017267
59,4.615789814822916,5.4888778881188385
60,4.549307094916364,5.459460796833347
61,4.653708297357598,5.436557075662312
62,4.594578261602748,5.438673283148107
63,4.56091921874176,5.284324379361271
64,4.615308879366691,5.214531237636422
65,4.802639924875964,5.210916764411365
66,4.9483758808064,5.207282627478537
67,5.037327715400159,5.303447292269301
68,5.05496052587285,5.191622332581704
69,5.014513321173723,5.3583460022397995
70,5.096200574330849,5.371993093906342
71,5.15898161919944,5.416344927098195
72,5.10420593332871,5.4267273868554975
73,5.326166783174299,5.37882122126736
74,5.311310720839797,5.301672348210398
75,5.1011077916433765,5.400289637619711
76,5.369189903159008,5.407137892891147
77,5.615633954984768,5.570751928922461
78,5.607646730880788,5.57607355855524
79,5.523688078347364,5.5830140756979105
80,5.54764711093454,5.7321955625862575
81,5.629212324591822,5.730706355830271
82,5.584291539316778,5.8170807193050305
83,5.476083391530559,5.845985095446202
84,5.35472937439742,5.752997736003181
85,5.320824344947255,5.746629404694002
86,5.2944760673529565,5.813529536407596
87,5.39421279650503,5.813816010033001
88,5.459953203059609,5.74005315666646
89,5.52756483500613,5.759364169368541
90,5.529286197320713,5.7214621011750655
91,5.576072020033621,5.722984032857879
92,5.656309786163976,5.713122016246839
93,5.667632569042072,5.626878299010426
94,5.698624413799216,5.645938088041276
95,5.357169421755842,5.631963517254477
96,5.383303193424278,5.642436958473532
97,5.327866695514615,5.6137081930822825
