,Ngozi,Gitega
0,6.274015287068532,5.948006410750576
1,6.369134044251951,5.967503697684642
2,6.276161683759354,6.0766923958046215
3,6.364820103532932,6.182923988140843
4,6.367989462999362,6.281396934183395
5,6.363567750828419,6.36285727122482
6,6.358082072153762,6.272235517660425
7,6.261654122552297,6.346232526710241
8,6.245282409995431,6.151694883502552
9,6.2384095299604425,6.2384095299604425
10,6.230014936380357,6.395981604758033
11,6.228869104423331,6.466994209353158
12,6.313681937899138,6.468658040802564
13,6.233045042035486,6.039452630156931
14,6.141727443695866,6.1399830036547165
15,6.146922782984865,6.196294511578947
16,6.0467499218923075,6.153468737943311
17,6.052198560566379,5.935142005145361
18,6.013160074860922,5.93429631469236
19,6.000084065035526,5.93868912606712
20,5.9354275585128615,5.651762288978788
21,5.804897977400199,5.291575473435621
22,5.801812236955429,5.35887052975265
23,5.798297296527306,5.399047248822575
24,5.547036430877266,5.456825051156964
25,5.461644335296973,5.354728609372341
26,5.56306778546031,5.363454731556295
27,5.471353148921878,5.653091785267965
28,5.572823964055831,5.572823964055831
29,5.5777379765123305,5.481157148506551
30,5.486095427777976,5.581087693098619
31,5.6607107800765375,5.7580391240371
32,5.767163274813551,5.838483185746734
33,5.768670592030551,5.805810138980008
34,5.917726034587793,5.772910311696586
35,6.19468502525166,5.764173885217408
36,6.18781457811301,5.760900926597363
37,5.7636072881951055,5.836556287841273
38,5.800746835144563,5.7636072881951055
39,6.053106908196236,5.831975429995446
40,6.130679026381403,5.926601172597637
41,6.133839127518489,5.961872692839739
42,5.718906462967478,5.966915103113885
43,5.88163779480016,5.958820590011928
44,5.473115000427939,5.471318054751238
45,5.35788509881904,5.35788509881904
46,5.3466568286844325,5.227366633737478
47,5.344411151746888,5.225120956799933
48,5.545029386719342,5.22739499198421
49,5.3552366962848295,5.3552366962848295
50,5.471423843348001,5.471423843348001
51,5.652946199520379,5.72834421700459
52,5.797853100168331,5.755406409921075
53,5.793751934386212,5.772683685483391
54,5.98489248111995,5.789667519490088
55,6.0364631851751085,5.852928771955945
56,6.027916161448381,5.911906400480863
57,6.023196326604239,5.965679168365824
58,6.221461981588034,6.0205141626656085
59,6.296980019745178,6.0128757686412815
60,6.290350690181669,6.110183974917225
61,6.283723763877686,6.151292360364187
62,6.277910584176898,6.23384365901701
63,6.34282247703065,6.271469782974216
64,6.259648676664725,6.259648676664725
65,6.166593108832996,6.253181742210327
66,6.203994501084597,6.158475679264323
67,5.662329938968816,5.956242561171233
