,Kabale,Mulindi
0,6.072279499314158,6.375380870407919
1,6.067697260503449,6.395582661925492
2,6.052711818346197,6.312790768530866
3,6.006359077614527,6.496672736564449
4,6.024352513018453,6.515943858668682
5,6.064285957152308,6.532575481681189
6,6.066660349312275,6.412807511148947
7,6.069029117085975,6.358038412257518
8,6.054682991384673,6.376198788260731
9,6.057291672110086,6.335908371670117
10,6.177661241496442,6.339569310161545
11,6.177163334119791,6.324596882356901
12,5.9015906574466666,6.351332843248307
13,5.897671645539842,6.327297349666155
14,6.023680066591198,6.379134594111146
15,6.075009143130266,6.4331060570546645
16,6.174484605077709,6.4506712277613385
17,6.243649029728372,6.4351335526567155
18,6.286515678381184,6.428935702688823
19,6.340593980701529,6.440055055987136
20,6.337553263857171,6.3477740464441625
21,6.46359099156879,6.332505312277558
22,6.441080021685786,6.329323344560529
23,6.456051432526265,6.308583596092629
24,6.4534669048607585,6.319344481676011
25,6.485442095386898,6.319012342489488
26,6.481520610117915,6.312535320505549
27,6.496402150654273,6.313735546221616
28,6.507661339637742,6.318435605012585
29,6.439371961912164,6.313545454818374
30,6.446388484045408,6.308974275457308
31,6.452357644645433,6.160559990984092
32,6.450869264021452,6.1998944908336355
33,6.367671386946217,6.264796372510063
34,6.270711842117877,6.30036920439206
35,6.221904564035328,6.285594654897586
36,6.310436724590128,6.2879344710823935
37,6.262485880339603,6.290901816955086
38,6.422139918961293,6.177003958778578
39,6.418592104610791,6.181180714970672
40,6.201764187855715,6.191671339981492
41,6.249502828118477,6.189008492937245
42,6.247535397418392,6.202458312075622
43,6.249862128999495,6.190143481355032
44,6.085991273891787,6.119327006426396
45,6.094010137273113,6.200414853339512
46,6.094982170677143,6.197894926289263
47,6.116338155702188,6.209381683546492
48,6.09620787791807,6.261165205568051
49,6.0788112493633095,6.251726840146876
50,6.174703568313453,6.276554176978112
51,6.172308075989587,6.262454512990708
52,6.164398515114918,6.266066065611828
53,6.161546162984192,6.292006221385421
54,5.980069829740408,6.278293966585238
55,5.884794948673032,6.267512912623245
56,5.774541030599691,6.269667727862918
57,5.649097005083259,6.30853676777172
58,5.647919383584474,6.2740742200123805
59,5.628345580121404,6.293822735477729
60,5.435020376845396,6.2703120624658375
61,5.521269940409946,6.2558576988395735
62,5.529888746837217,6.242723676508359
63,5.530633836766078,6.2352401429287605
64,5.665766672976337,6.262335138382298
65,5.754070716556787,6.2640874250095
66,5.7913576902266115,6.279953860172746
67,5.8667251963633555,6.27830750856557
68,5.859574432826674,6.2675259503528515
69,5.864459412216863,6.2254924757613415
70,5.870525719778315,6.25267763443421
71,5.934202644317961,6.256031555635333
72,5.921674860519634,6.234280205013596
73,5.8524256050581895,6.223254791073187
74,5.841175693608735,6.235890820183534
75,5.933806194194336,6.230872464969794
76,6.012072877856533,6.237527909389142
77,6.014656836058145,6.239575279178159
78,6.017236747212243,6.26284535812091
79,6.027516276777158,6.268241393666204
80,6.029588666448613,6.251275849633234
81,6.031416811441848,6.198580700885817
82,6.033179779515269,6.1887621969492725
83,6.0322279063702595,6.1820294904743625
84,6.029250595280933,6.192036688927806
85,5.840836417658244,6.183059890875649
