,Ruhengeri,Kasese
0,5.813213621947789,6.539900972981392
1,5.809899963020098,6.41637566104603
2,5.565998630249903,6.270091307803748
3,5.540403243665132,6.2438751272113935
4,5.612059180749546,6.24103450985885
5,5.678922080859996,6.23443811228408
6,5.685380660383976,6.259702368792369
7,5.827045976287395,6.259461232390936
8,5.605813449939738,6.19336299942745
9,5.601585196201171,6.198802832593043
10,5.494674294856354,6.196332546877046
11,5.804549160761584,6.1826058443495855
12,5.896911203271378,6.182094873305326
13,5.886068239536137,6.17864404255835
14,5.969562627875629,6.1752025491778495
15,5.725988766039724,6.169816863283081
16,5.793144301235133,6.163931282404215
17,5.885365371973309,6.158550100342805
18,6.023036726185589,6.137140924237273
19,6.019248857314792,6.1164181836843134
20,6.017624374055705,6.194143045914918
21,6.067536700489121,6.1881343478947315
22,6.068104917462647,6.187921299127874
23,6.068674618106615,6.187708295741125
24,5.993772259893822,6.19883111392946
25,5.959418756616188,6.2314759892196685
26,5.956394825763953,6.200955643093525
27,5.952275649165432,6.09914651097741
28,6.030813243481567,6.13484572968216
29,6.035900224312573,6.103526461190315
30,6.044198305282314,6.215155640961727
31,6.160727962320427,6.225378646200745
32,6.1591854203209255,6.226016364544902
33,5.76177159343919,6.228437709889332
34,5.912575778920711,6.229377816873995
35,5.909434098622017,6.22409046109107
36,5.905307902819664,6.22066563825476
37,5.885046007533101,6.213780602210712
38,6.059003508184932,6.280316604863661
39,6.061307584499176,6.246378937137598
40,6.071677381470038,6.199506340881629
41,6.085435287853515,6.151358447078277
42,6.159666166554744,6.0930990441139725
43,6.158045356678502,6.039056534663201
44,5.7509560227244725,5.763362171362772
45,5.903780169615618,5.842409381144868
46,5.902458565057477,5.8423799122118085
47,5.891147034475059,5.807282233814959
48,5.850939046591927,5.61053185190278
49,5.857831007394825,5.563709162228571
50,5.993283549476262,5.636013349760887
51,5.937696004520118,5.524629599794531
52,5.633588328070851,5.383910988895467
53,5.528804922411252,5.453186604227408
54,5.709600122925881,5.176079206531437
55,5.991774893223915,5.628345580121404
56,5.878150919984036,5.693190550270857
57,5.861096686347354,5.7981176706960165
58,5.866342462953229,5.902868399800893
59,5.866568482702396,5.77411707231741
60,5.864323480928714,5.491199404962388
61,5.868572647754504,5.8569590430692235
62,5.900907683408751,5.860350561713563
63,5.894875115457288,5.724754935092968
64,5.62558865786655,5.858340626377746
65,5.570762311305188,5.957985470227687
66,5.716099514565805,5.978801689396265
67,5.6993354778032455,5.96338541107502
68,5.750670923712082,5.920523449914592
69,5.705888549649205,6.033927825468742
70,5.731178024565783,6.028024938730174
71,5.726996139497009,6.074351221965816
72,5.758209508868859,6.014149721801372
73,5.801774790427058,6.071123447725916
74,5.800886824560006,6.215646277211257
75,5.828561575156329,6.096919741577207
