,Masindi,Tororo
0,6.177429259904277,5.823459135165726
1,6.130905644493703,5.7949530233687225
2,6.194913668721518,5.847175087117204
3,6.193412836773711,5.844781203428712
4,6.179648720459842,5.831958815207664
5,6.182094873305326,5.916583787478151
6,6.177661241496442,6.052661965810316
7,6.178142286718774,6.048795584257324
8,6.226156343329002,6.044948372396227
9,6.221308394987518,6.038243067240719
10,6.213213755990568,6.03042545473073
11,6.194689712562842,6.012178564337852
12,6.173519819667611,6.052049976776908
13,6.140075824644642,6.267075515405949
14,6.133074570711704,6.287367104571401
15,6.142251262294685,6.338979123669129
16,6.134632646193144,6.422438596006496
17,6.264355423921132,6.46359099156879
18,6.379166142370841,6.463255465422941
19,6.372391869941915,6.456761407706958
20,6.393507427294286,6.453111980278505
21,6.449836239932684,6.449836239932684
22,6.442286155887745,6.442643362535587
23,6.438389706434408,6.469031300719109
24,6.612455971419808,6.507661339637742
25,6.62002426828871,6.477932645340147
26,6.365989714413329,6.4453199176035705
27,6.4527123174634795,6.278443357690105
28,6.6327158742379675,5.800934381322347
29,6.6342506833302615,5.873083414577452
30,6.62896068518407,6.11402732714971
31,6.627369672143493,6.116939383429103
32,6.620159360657688,6.055178433176196
33,6.618651356660965,6.051051941168544
34,6.58143835029827,6.018118854425363
35,6.570147672170397,6.010220017711317
36,6.574369305791731,5.913630953654796
37,6.574019539333248,5.916797074292741
38,6.569954148308811,5.9109774673226845
39,6.202077452308745,6.039056534663201
40,6.193168320476011,6.027762768991995
41,6.293222309231491,6.036262135538013
42,6.293192840298432,6.091974649613189
43,6.290808838020404,6.113401296028878
44,6.327872237746034,6.123687526544533
45,6.323362040091088,6.0788112493633095
46,6.357025125107407,5.983165356414574
47,6.354629632783541,6.009249335412577
48,6.500475312463859,6.002530556671921
49,6.49934027686332,6.002289879121233
50,6.36684280483642,5.745752977828073
51,6.347147431183248,5.697583406584886
52,6.340348788783034,5.683569252393964
53,5.866086690823091,5.456911003318391
54,6.050321702162092,5.359217423231947
55,6.0338106882295675,5.342731760733681
56,6.264743092411093,5.330285056581489
57,6.259917808488924,5.427338120575742
58,6.266593901736292,5.432864770555157
59,6.2689769936693915,5.485091816319161
60,6.27462060814678,5.538205447338319
61,6.1471133046663935,5.634743279049029
62,6.096739339777794,5.6372070103993535
63,6.049863413063866,5.642355403325902
64,6.094729404441977,5.715239782737073
65,6.099299003294265,5.7182428600650255
66,6.107682547035447,5.647990256047452
67,6.105453272996156,5.800345783830516
68,6.285230565550589,5.713946972747484
69,6.280563749181227,5.7100804765488915
70,6.292598102802026,5.739658169230076
71,6.308006842048808,5.770226819210122
72,6.339744998025177,5.895328803332569
73,6.345481858979227,5.895835917589341
74,6.344497805944682,5.83863497152082
75,6.359873281253265,5.825704158979006
