,Nakuru,Kampala
0,6.398194774497013,6.777904312992352
1,6.384698472136362,6.768072718295499
2,6.438302868526916,6.79728365343428
3,6.432925990142166,6.801450297836939
4,6.3716014051639265,6.7803388590375375
5,6.386648304973945,6.804630896958932
6,6.451718963030507,6.850090250237013
7,6.4487076584972955,6.854761481672814
8,6.436726620121427,6.730229919679549
9,6.4436668044931,6.691881727850796
10,6.446450009909804,6.71369716557516
11,6.485283742095189,6.68255771003577
12,6.554696674159666,6.6585445086473545
13,6.547987259052753,6.673387277778334
14,6.483603857809086,6.669579553199765
15,6.536468174366648,6.715641890832525
16,6.533368967596608,6.711029309676086
17,6.528469230097079,6.751729402537795
18,6.509328249937939,6.732031854731596
19,6.517076679684085,6.5989813912322735
20,6.506506876358174,6.6429563529729885
21,6.506947462931485,6.6996863311358
22,6.494855823139383,6.678983140193819
23,6.475317329493039,6.6590830115524895
24,6.412670748903304,6.661833739512934
25,6.422393469463228,6.695677712426985
26,6.433268040607714,6.775205768889622
27,6.422974334594903,6.822795777635917
28,6.450679519091376,6.81420691896807
29,6.432644039765539,6.830170769542119
30,6.8491590429770435,6.833619739863409
31,6.482521733841636,6.815215125447011
32,6.414559655454889,6.792577888072415
33,6.4437583877859055,6.7891845540846925
34,6.444824767251019,6.802313314191814
35,6.441427189427153,6.816522870817105
36,6.43631017186397,6.8412752096780824
37,6.450885006547106,6.823338291654072
38,6.453087884300771,6.828931407134244
39,6.454191311858216,6.839175547029991
40,6.451858171892545,6.8238649008539705
41,6.453013202388689,6.757549329050427
42,6.416217016430829,6.746775490723683
43,6.532283230453505,6.776112319585729
44,6.520031071425579,6.7724008178518655
45,6.503776627459613,6.79121031440766
46,6.434348753137186,6.779138454451733
47,6.380900786401212,6.7579266180726325
48,6.536741553451624,6.757639184479301
49,6.529801019002309,6.754222657587084
50,6.5278163090448675,6.747703532595385
51,6.521109153343616,6.744018639932947
52,7.183436604386768,6.829033623992183
53,7.1907652847224615,6.839666860321264
54,7.183174406572542,6.832085953122172
55,7.187014165146625,6.868029940388789
56,7.120013242144894,6.836374624684397
57,7.123612710625074,6.749535613786933
58,7.130773010700321,6.688202400826429
59,7.126805802875904,6.6882933447007735
60,7.1228227936051365,6.673537436235919
61,7.116770678167922,6.702152937991156
62,7.161237632979397,6.708640164237795
63,7.244645979701413,6.784374800449423
64,7.243769219687977,6.788292340766275
65,7.035867321711047,6.760294935069912
66,7.072326129377245,6.7632182732555775
67,7.206165137455979,6.611187775945774
68,7.171202387748887,6.603141149840569
69,7.166682279178047,6.624840730862728
70,7.153405844266326,6.641552832590525
71,7.148856416048117,6.678166016494928
72,7.141065800267546,6.751718982421796
73,7.144564718188092,6.748201880990163
74,7.1406900535734215,6.748460022259219
75,7.13931743579251,6.736943200844543
76,7.131948006281767,6.722714740107661
77,7.1096462805303196,6.626811125527418
78,7.116222574090482,6.607035247510162
79,7.111005451218045,6.608860169954498
80,7.105188767222894,6.609045953359949
