,Kampala,Kisumu
0,5.969865126935269,6.512857864329261
1,5.8855170059367845,6.512443571830001
2,5.958950814007155,6.47761694228095
3,5.955617794596877,6.506454783744106
4,5.9640798968472035,6.496550014102062
5,5.916258313000828,6.493097323341981
6,5.984397783085841,6.559350383693245
7,6.0087147913069865,6.508077896011896
8,5.992603814703873,6.510998268439593
9,5.928847986257203,6.503620562411661
10,6.000340059619703,6.496974806774373
11,5.998142305638953,6.492385998860153
12,5.986408941062014,6.489935121849543
13,6.059513895246804,6.485283742095189
14,6.206733056318419,6.485608908005724
15,6.178142286718774,6.483181679561344
16,5.931330274039128,6.483248428624609
17,5.971917235529052,6.480495016088001
18,6.038237994467524,6.440475220703911
19,6.135130873309249,6.319690382106504
20,6.18503626172917,6.3144884747865815
21,6.245436340302469,6.461863907626087
22,6.303407971945689,6.456287119379148
23,6.426360802458954,6.4491520556788045
24,6.424294917311788,7.057921482089496
25,6.46784330130732,6.957985855046871
26,6.438182518753147,6.86247167083152
27,6.456406483124705,6.85787959382625
28,6.433756537325549,6.945844058659234
29,6.444134157483775,6.846520602884505
30,6.411815898740327,6.834486422821635
31,6.6167693122360465,6.91407831466765
32,6.609154152421307,6.9093061732068275
33,6.651157472929973,6.832597727390591
34,6.598349920832463,6.8365656182612184
35,6.528490626350559,6.840011086199327
36,6.122483898456167,6.843478095859694
37,6.177429919199405,6.7431674395719465
38,6.219172051891497,6.736286600264148
39,6.221904564035328,6.749113187969417
40,6.21706955057843,6.7532685252701015
41,6.260786644586643,6.754905381700573
42,6.25757878317172,6.595510587527346
43,6.0959569293486515,6.650166748137974
44,6.490122621510149,6.6524549763061
45,6.202083936018567,6.648651638628258
46,6.199259239942363,6.528345797933935
47,6.20072944042185,6.636578181832545
48,6.085991273891787,6.628342258436647
49,6.093007630923488,6.628348607641472
50,6.091974649613189,6.636180512206013
51,6.110455785799122,6.569589269060722
52,6.083188164709767,6.50303189297508
53,6.079821860869233,6.615640126785813
54,6.123893015909692,6.610090623639443
55,6.119565155834772,6.613575724719038
56,6.085738614760137,6.806785562545887
57,6.056185647326365,6.659581548406583
58,5.909885772883303,6.5545392066411035
59,5.899323049235942,6.498463287179254
60,5.840267704300021,6.618380754663254
61,5.649097005083259,6.618504785563357
62,5.467431007872181,6.501122507056624
63,5.628345580121404,6.493547689639602
64,5.526399935507779,6.42328999752151
65,5.689119464595366,6.358941162473165
66,5.69957371962666,6.3615045979979525
67,5.700318809555521,6.491724910671454
68,5.778881477414169,6.479338798908584
69,5.824251725093439,6.47479486927916
70,5.860350561713563,6.473447727488291
71,5.798257397085895,6.473614665735585
72,5.789347754890795,6.4769465579129
73,5.865071969663276,6.343485674996416
74,5.870525719778315,6.352293961192174
75,5.948900478153654,6.344612596914546
76,5.856292101256782,6.338409233160421
77,5.783783672336026,6.325922873666182
78,5.841175693608735,6.456960017389824
79,5.9040897218658595,6.565177903191533
80,6.012072877856533,6.676181733814932
81,6.016729375660117,6.671186299369337
82,6.017236747212243,6.669688502111016
83,6.031614643169441,6.66017518008498
84,6.138397671441232,6.6766683126349715
85,5.706978502181697,6.740048158465007
86,5.780334941770064,6.73838948461852
87,5.706477203017882,6.735808059894862
88,5.699239051090859,6.720543114095185
89,5.614840536866957,6.606618978052101
90,5.617571013347163,6.600062322025979
