,Mbale,Busia
0,6.125694585280951,6.128824478289879
1,6.097763169405871,6.145411064028589
2,6.069029117085975,6.16172701769957
3,6.149586336358325,6.029193081171234
4,5.990600297611413,6.038767426445918
5,6.052661965810316,6.047635426324382
6,6.090790989056548,6.064265506029456
7,6.1629465457416766,6.202546118531996
8,6.1590428325528235,6.180486149306463
9,6.076076948891097,6.1277195972409695
10,6.075212876056446,6.072012873325774
11,6.151910282291645,6.053064447655013
12,6.183377283779265,6.040541068613632
13,6.327378349052819,6.100676423779259
14,6.325294744437323,6.1362544186927925
15,6.321873636062836,6.164756795236539
16,6.313997973116691,6.2114316365718665
17,6.313607988105986,6.197920491212758
18,6.436508681502148,6.170337898271727
19,6.2258225973734085,6.01459182757544
20,6.22956876614927,5.852293004104387
21,6.2275476341741385,5.850179194283425
22,5.941103502770316,5.909813344777106
23,5.936110990867579,5.9126371474713375
24,5.933629195808209,5.93184719355464
25,5.928200534367122,5.877032247792721
26,5.989968378186867,5.797562702326286
27,5.985112557957192,5.822725216064055
28,5.974660715674831,5.758281564449163
29,5.914833599620557,5.730587114417018
30,5.915600186058894,5.67509115495089
31,6.198809498536087,5.719617573288181
32,5.912089301782857,5.842409381144868
33,5.909653092819234,5.844953916206982
34,5.906063544885857,5.891374481824263
35,5.900059830945873,5.935735433566636
36,5.896287447650069,5.9540524735802
37,5.8876329296930106,6.074426947692899
38,5.882789455730505,6.072031455369033
39,5.875485673277005,6.065576641469793
40,6.155975117934736,6.110252868596641
41,6.139918530682304,6.04469993356747
42,6.347915185539579,5.97454647047353
43,6.340348788783034,5.925581288012556
44,5.9568974254661855,5.922490361754386
45,5.869226387091382,5.914221256944892
46,5.852730596523678,5.9058832035014115
47,5.838607550129361,5.969943552190448
48,6.015755899414871,6.0168068716608465
49,6.020651435457276,6.020651435457276
50,6.023490766989252,6.084361482076278
51,6.029452908409985,6.094901525170407
52,6.145259736017071,6.113211752990712
53,6.148032634165344,6.102570260088587
54,6.154407268815136,6.118856284550818
55,6.147872838117689,6.17522185352179
56,6.152141484668644,6.250121893028848
57,6.158207792230096,6.289684155018482
58,6.155978518190804,6.309607685620324
59,6.144588235748122,6.3144009428503685
60,6.14072173954953,6.289332239001173
61,6.133180094494065,6.450456860365343
62,6.346750768733793,6.446663549166113
63,6.34869360360119,6.442855793948987
