,Mbale,Kampala
0,6.125694585280951,6.181575043675408
1,6.097763169405871,6.134167266475048
2,6.069029117085975,6.131081105653541
3,6.149586336358325,6.085522439767753
4,5.990600297611413,5.988219344105672
5,6.052661965810316,6.011723901415866
6,6.090790989056548,6.04544923422998
7,6.1629465457416766,6.1061937291492265
8,6.1590428325528235,6.15657674005763
9,6.076076948891097,6.135130873309249
10,6.075212876056446,6.122531294927363
11,6.151910282291645,6.140075824644642
12,6.183377283779265,6.158082002828329
13,6.327378349052819,6.233440409848054
14,6.325294744437323,6.303271015773716
15,6.321873636062836,6.367273182820459
16,6.313997973116691,6.31628120553039
17,6.2275476341741385,5.939568693678022
18,5.941103502770316,5.941103502770316
19,5.936110990867579,5.934920514536505
20,5.933629195808209,5.900443646822555
21,5.928200534367122,5.930573014720752
22,5.989968378186867,5.887946763794555
23,5.985112557957192,5.840978656373405
24,5.974660715674831,5.767369358556267
25,5.914833599620557,5.771640296084297
26,5.915600186058894,5.770193600100865
27,6.198809498536087,5.7673689040246625
28,6.201628316886867,5.771605357997039
29,6.191351789549613,5.797635573930532
30,5.912089301782857,5.76750807297175
31,5.909653092819234,5.839799265618317
32,5.906063544885857,5.837415263340288
33,5.900059830945873,5.863064243269277
34,5.896287447650069,5.898711691261576
35,5.8876329296930106,6.011644827736443
36,5.882789455730505,6.039038772214684
37,5.875485673277005,6.030339835370349
38,6.155975117934736,6.112200288881037
39,6.139918530682304,6.038338737864384
40,6.347915185539579,5.927760984556476
41,6.340348788783034,5.877725266834921
42,5.9568974254661855,5.866086690823091
43,5.869226387091382,5.803379821293796
44,5.852730596523678,5.78338317796689
45,5.838607550129361,5.771224552883313
46,6.015755899414871,6.014703821464067
47,6.020651435457276,6.075711212640304
48,6.023490766989252,6.078438463773156
49,6.029452908409985,6.135021518959832
50,6.145259736017071,6.093868790147582
51,6.148032634165344,6.148032634165344
52,6.154407268815136,6.154407268815136
53,6.147872838117689,6.194812862998959
54,6.152141484668644,6.246782991763333
55,6.158207792230096,6.253849702009266
56,6.155978518190804,6.297009093784002
57,6.144588235748122,6.288425456447108
58,6.14072173954953,6.323656981542247
59,6.133180094494065,6.357432088559859
60,6.346750768733793,6.463373999770067
61,6.34869360360119,6.545509948009071
62,6.343990434392556,6.559342516862992
