,Owino,Kampala
0,6.549089386259068,6.549089386259068
1,6.577317384946351,6.577317384946351
2,6.518566601942577,6.508516266089075
3,6.535536160018683,6.5350117303239434
4,6.677355844837763,6.671906240070198
5,6.605846195190644,6.609243981810443
6,6.540388189406946,6.518885743973179
7,6.552406136343881,6.551381020928636
8,6.591873480460989,6.590888743798449
9,6.615933575438553,6.615933575438553
10,6.449038453929686,6.429005350510378
11,6.477066337580395,6.477066337580395
12,6.437522699974859,6.415933580826795
13,6.44215294216079,6.41956825017436
14,6.436160547191164,6.413894752112181
15,6.5423232365565624,6.5409626921290025
16,6.556107830249778,6.556107830249778
17,6.589533478879123,6.608326833396764
18,6.5743119407576085,6.577396609166684
19,6.398114045424532,6.398114045424532
20,6.381882860752917,6.381882860752917
21,6.43848880487973,6.434986174328528
22,6.500073397992073,6.500073397992073
23,6.509105407369265,6.509105407369265
24,6.6114883655834955,6.612564378292032
25,6.61245173027075,6.61245173027075
26,6.607299149439882,6.607299149439882
27,6.749134376931457,6.745817624305464
28,6.788620214694112,6.774305041813348
29,6.867545437902375,6.8258503343514345
30,6.861353697393771,6.821446658547321
31,6.856648166002482,6.829929019268972
32,6.848876293235224,6.822144105081133
33,6.515723917055652,6.487855737885357
34,6.443179353104459,6.424615244241879
35,6.369176518407709,6.357738960360644
36,6.451225325979993,6.432177131009299
37,6.491195409194483,6.471522643595779
38,6.4869349505875125,6.467893350509074
39,6.484474118132993,6.474676016540806
40,6.516910499473327,6.498616292278132
41,6.618651356660965,6.618651356660965
42,6.615360439861219,6.606987185198222
43,6.39917401875369,6.390068687798257
44,6.382430488835728,6.372593103411213
45,6.299680577704196,6.297843655052759
46,6.35930208488863,6.337612621164375
47,6.424592157534765,6.404257397307855
48,6.413767803545446,6.393921507173515
49,6.459265399242641,6.420267192626407
50,6.460625784598636,6.440989810081778
51,6.566099178177021,6.563914749160479
52,6.602245940175688,6.597736688584924
53,6.620500447784904,6.604789438391978
54,6.734581445098495,6.719797648914258
55,6.745720776779637,6.724293251975721
56,6.722959450631854,6.70807347665705
57,6.386170099468836,6.376134705826333
58,6.1455842682179815,6.141810678834342
59,6.172172096591272,6.154170225733569
60,6.157100877128949,6.134606957780981
61,6.153768763274872,6.128450955290582
62,6.156908459543163,6.131779170741259
63,6.140722794578813,6.115762704359025
64,6.223818801333028,6.22424496797063
65,6.216999989388145,6.2386891236697295
66,6.309119362566396,6.288082666972602
67,6.223781017326023,6.223781017326023
68,6.137826569887441,6.138293314353324
69,6.1471133046663935,6.146186949806263
70,6.148032634165344,6.148032634165344
71,6.154407268815136,6.154407268815136
72,6.2906039276406345,6.309652122611329
73,6.373813365371398,6.373813365371398
74,6.418604935085321,6.418604935085321
75,6.455001152190991,6.446507810833791
76,6.445987944428703,6.445987944428703
77,6.546800532856458,6.546800532856458
78,6.602490322579463,6.596983860325174
79,6.626953374754281,6.611633926220768
80,6.680488463777335,6.664647080013184
81,6.671897308154846,6.64740628814655
82,6.492660443927318,6.466583346997119
83,6.558265308079828,6.547946551878453
