,Mbale,Eldoret
0,6.345177196872746,6.597599092784352
1,6.368214610247294,6.529172917320767
2,6.3907332304326925,6.542853543726102
3,6.408623847474042,6.575399588706979
4,6.523607660487864,6.566243885146357
5,6.517100976959076,6.562791194386278
6,6.490642424291848,6.608343932460166
7,6.454689250657641,6.565447817194299
8,6.4774332427395285,6.573465456687939
9,6.482272895773473,6.489935121849543
10,6.39527238426644,6.455646589205966
11,6.388736192476026,6.394382903282803
12,6.474834526055797,6.2974354618860255
13,6.512793301594033,6.242893982776978
14,6.509919403873958,6.292614325884049
15,6.541251078496721,6.323245129490702
16,6.441994004612874,6.351516813718182
17,6.327946247462975,6.3927406716863295
18,6.306900945368628,6.387398856375553
19,6.419141635669155,6.427257504704034
20,6.468766141124965,6.48159495742286
21,6.503766816133705,6.618715381050426
22,6.503275976301969,6.596195810441369
23,6.541146258015762,6.58279703260344
24,6.76255386524853,6.634620509036087
25,6.816896839030441,6.642439167868435
26,6.867779438137442,6.688841229613597
27,6.861353697393771,6.690197077351437
28,6.856648166002482,6.735312768732915
29,6.845083920830362,6.732615095060159
30,6.745994329735111,6.831905765651529
31,6.627582076102239,6.690545688143479
32,6.529804686986427,6.693505028047079
33,6.527619245638013,6.642163593156939
34,6.528099966129934,6.637693422977616
35,6.523633227923906,6.632377649562559
36,6.55863096255904,6.63866360280412
37,6.620159360657688,6.61629104235757
38,6.437993100713827,6.649234530454639
39,6.259280911242251,6.630725493818413
40,6.199612585745824,6.6387771033736165
41,6.42589957911418,6.604964871670312
42,6.425946653131482,6.627477743147643
43,6.4220430143143945,6.723849723317328
44,6.424951546577268,6.742109040732414
45,6.413767803545446,6.733019947164562
46,6.420989997139264,6.785883385452971
47,6.420960528206205,6.744265597927602
48,6.416406543159853,6.730807116111072
49,6.411853508998498,6.701018483002359
50,6.406870323508568,6.688633892696131
51,6.397480079799721,6.695339231698333
52,6.395084587475855,6.589572339532062
53,6.3868037865875475,6.585901899199114
54,6.386170099468836,6.582430915839418
55,6.363062081996514,6.540337784534935
56,6.122466600550152,6.473177489950581
57,6.126039556495682,6.421041544792106
58,6.151915194625549,6.367348986724408
59,6.156908459543163,6.309279455127117
60,6.13979212908586,6.284368678675764
61,6.124408154481436,6.2793163966829475
62,6.123322182470887,6.300100662450232
63,6.020651435457276,6.3317383350390655
64,6.129583232279798,6.315544108809236
65,6.135021518959832,6.271993364470966
66,6.145259736017071,6.252926015396951
67,6.148032634165344,6.282559986496706
68,6.154407268815136,6.305925055153349
69,6.148796625712253,6.43036633939427
70,6.152141484668644,6.407574454727711
71,6.158207792230096,6.433428729692819
72,6.155978518190804,6.399875275589595
73,6.144588235748122,6.44589514813056
74,6.14072173954953,6.460883859100299
75,6.135026817087231,6.539691414987289
76,6.529444834379141,6.599507788191578
77,6.676752137039459,6.694449336342189
78,6.527554999426108,6.709907137480967
