,Kasese,Kabale
0,6.41637566104603,5.864640134535914
1,6.270091307803748,5.860057895725204
2,6.2438751272113935,5.9181962574657865
3,6.259702368792369,6.074722820423918
4,6.259461232390936,6.075674742172574
5,6.19336299942745,5.995293085665356
6,6.198802832593043,5.9984969115443585
7,6.196332546877046,6.00169050569505
8,6.1826058443495855,6.054123550810641
9,6.182094873305326,6.056735343862079
10,6.17864404255835,5.91234276513152
11,6.1752025491778495,5.7393490504576326
12,6.169816863283081,5.8206912352208375
13,6.163931282404215,5.818164011986835
14,6.158550100342805,5.887970814666663
15,6.137140924237273,5.866712099933052
16,6.1164181836843134,5.859760650285631
17,6.194143045914918,5.73312151298501
18,6.1881343478947315,5.807270155526661
19,6.187921299127874,5.813227849686463
20,6.187708295741125,5.845959002019068
21,6.19883111392946,5.8831635447086805
22,6.2314759892196685,5.875497049611605
23,6.200955643093525,5.938773677414251
24,6.09914651097741,5.931817738769596
25,6.13484572968216,5.989057916220662
26,6.103526461190315,5.983435180334269
27,6.215155640961727,5.929260879084041
28,6.225378646200745,5.935325499727626
29,6.226016364544902,5.837313889777912
30,6.228437709889332,5.940162341662212
31,6.229377816873995,5.939917966176214
32,6.22409046109107,5.830155414198442
33,6.22066563825476,5.528757383475383
34,6.213780602210712,5.783957050270508
35,6.280316604863661,5.779707830980365
36,6.246378937137598,5.68697864322305
37,6.199506340881629,5.602819426509245
38,6.151358447078277,5.603265420379634
39,6.0930990441139725,5.598802722299193
40,6.039056534663201,5.691102139147969
41,5.763362171362772,5.680526165783623
42,5.842409381144868,5.686539010438083
43,5.8423799122118085,5.686509541505024
44,5.807282233814959,5.684125539226995
45,5.61053185190278,5.566226000180676
46,5.563709162228571,5.4683989824242465
47,5.636013349760887,5.345191557304439
48,5.524629599794531,5.069893442679584
49,5.383910988895467,5.00812164893342
50,5.453186604227408,4.943603988701015
51,5.176079206531437,4.951709413493983
52,5.628345580121404,4.935198399561458
53,5.693190550270857,4.924819948473324
54,5.7981176706960165,4.917143610746762
55,5.902868399800893,4.890087546982564
56,5.77411707231741,4.9227842367180275
57,5.491199404962388,4.929799495233464
58,5.8569590430692235,5.097291180167716
59,5.860350561713563,5.098210509666667
60,5.724754935092968,5.031607754533023
61,5.858340626377746,5.096200574330849
62,5.957985470227687,5.233089591353161
63,5.978801689396265,5.241004235098581
64,5.96338541107502,5.355034767175152
65,5.920523449914592,5.344647141107389
66,6.033927825468742,5.286030130137388
67,6.028024938730174,5.328698541804271
68,6.074351221965816,5.483428529405349
69,6.014149721801372,5.830167035057341
70,6.071123447725916,5.691784644209972
71,6.215646277211257,5.6922920157620975
72,6.096919741577207,5.700038377160435
