,Mombasa,Makueni
0,6.405557564197626,6.656551736270831
1,6.4523627935944035,6.645415885178283
2,6.450679519091376,6.634353341135345
3,6.509884662547683,6.735312768732915
4,6.537753230175887,6.731601410229312
5,6.5502048474465235,6.736595585847204
6,6.551652352377571,6.734485810897574
7,6.557713227970057,6.742384481917004
8,6.52377822254869,6.7472407022661764
9,6.51976849303224,6.7431674395719465
10,6.383011590139608,6.7370553382904745
11,6.392438244030685,6.745553560513844
12,6.396774625959364,6.677380799888984
13,6.244333597255657,6.604218274501613
14,6.247502534443969,6.65915264961788
15,6.246964084433779,6.626096818197707
16,6.244724861567083,6.520860943021803
17,6.242903364724629,6.529735458374706
18,6.240239006851858,6.461852075765458
19,6.23111307372438,6.454597282510799
20,6.224582180579566,6.4480663893659855
21,6.156309008910638,6.448058883581744
22,6.16126506241307,6.455416761446466
23,6.152532412788772,6.504262415205933
24,6.146536176566175,6.501148061962706
25,6.210731656599062,6.617864821807924
26,6.204069187283272,6.597779332159993
27,6.205901891251317,6.608599214586755
28,6.201930989131619,6.425240226801937
29,6.20224095268945,6.389127779914979
30,6.118045356294245,6.169429555640725
31,6.0272104385330865,6.2880350568149845
32,5.9241206079338875,6.21402737540778
33,6.1272894301002605,6.34934345888069
34,6.125748708343024,6.212608833725317
35,6.118854240198191,6.207530896506882
36,6.113801958205374,6.280856042868541
37,6.115959268939291,6.282531112115966
38,6.119029349841629,6.285872856467305
39,6.016190598314098,6.353241036743845
40,6.006829976723273,6.3811788911074805
41,6.003571397587136,6.408357388521492
42,6.005895591360872,6.410684338266384
43,6.007195741208013,6.380426543535858
44,6.006149756156551,6.3492245716654345
45,6.012121706118997,6.343018118729653
46,6.008424410856243,6.344612596914546
47,6.0008016004478915,6.406929179597177
48,5.990880229854564,6.397677783196507
49,5.9869563881440895,6.391087273239116
50,6.160550666938001,6.384698738678216
51,6.163527500113747,6.4394939573929655
52,6.159860800561695,6.56421417981717
53,6.159528657331003,6.564438980404133
54,6.1496851831051575,6.554031096916307
55,6.35918506211072,6.575448427740122
56,6.532306310935747,6.596416658228198
