,Makueni,Nairobi
0,6.656551736270831,6.333885107473424
1,6.645415885178283,6.303083816598955
2,6.634353341135345,6.352286106567893
3,6.735312768732915,6.5331196167473085
4,6.731601410229312,6.534979303293161
5,6.736595585847204,6.626146000681906
6,6.734485810897574,6.621934714694394
7,6.742384481917004,6.637590699059838
8,6.7472407022661764,6.642446919409011
9,6.7431674395719465,6.637693422977616
10,6.7370553382904745,6.572605906262642
11,6.745553560513844,6.598762386051933
12,6.677380799888984,6.646639778624279
13,6.604218274501613,6.557079638370654
14,6.65915264961788,6.509476250185543
15,6.626096818197707,6.5688019135365545
16,6.520860943021803,6.604964871670312
17,6.529735458374706,6.603478932620255
18,6.461852075765458,6.599925554093286
19,6.454597282510799,6.59186826813861
20,6.4480663893659855,6.58295925258883
21,6.448058883581744,6.534844705140171
22,6.455416761446466,6.492736968082205
23,6.504262415205933,6.509297038804601
24,6.501148061962706,6.480579128042395
25,6.425240226801937,6.356673279932768
26,6.389127779914979,6.348995678488661
27,6.169429555640725,6.357777820301539
28,6.2880350568149845,6.363682675154299
29,6.21402737540778,6.365316822954006
30,6.34934345888069,6.365920415052882
31,6.212608833725317,6.125748708343024
32,6.207530896506882,6.205865617187821
33,6.280856042868541,6.200813335195003
34,6.282531112115966,6.20312242554521
35,6.285872856467305,6.199633382256258
36,6.353241036743845,6.12448203728891
37,6.3811788911074805,6.08326285547492
38,6.408357388521492,6.187249806692381
39,6.410684338266384,6.267635538654971
40,6.380426543535858,6.2697933143828655
41,6.3492245716654345,6.141695248152775
42,6.343018118729653,6.146401321748871
43,6.344612596914546,6.112193203137815
44,6.406929179597177,6.097376117095436
45,6.397677783196507,6.084370572941903
46,6.391087273239116,6.135376393262362
47,6.384698738678216,6.12474121424129
48,6.4394939573929655,6.163527500113747
49,6.56421417981717,6.21891556334301
50,6.564438980404133,6.257708712981658
51,6.554031096916307,6.148005921585438
52,6.575448427740122,6.1393837253273755
53,6.596416658228198,6.130686539759845
