,Kisumu,Mbale
0,6.962333576466893,6.76639066194905
1,6.9644286955730585,6.734175636730581
2,6.925020739609445,6.700888158736531
3,6.916714914225894,6.696305919925822
4,6.903102669897625,6.747314433444672
5,6.944983520439066,6.749458388940976
6,6.955863003621561,6.757988539003953
7,6.802132625838909,6.762637890145943
8,6.797132431201746,6.760519296438291
9,6.792663010662613,6.746150910424898
10,6.738179698461554,6.715923403879571
11,6.790578410452025,6.676617289707049
12,6.734416965742569,6.676364356488018
13,6.78819965270293,6.6686852320788965
14,6.732362083233483,6.697623385329846
15,6.6109272019424825,6.692853496253145
16,6.606750370556886,6.735580153255599
17,6.661817556307076,6.717010709988137
18,6.713376658101881,6.650901448410633
19,6.707919411616959,6.642807243899425
20,6.700426658395675,6.648837711772252
21,6.690153584577086,6.711791512623095
22,6.7756642982529165,6.710872678054119
23,6.768181378927941,6.709960773684591
24,6.8574173798129365,6.791406974447403
25,6.945844058659234,6.791408202813523
26,6.846520602884505,6.867779438137442
27,6.833333419119588,6.861353697393771
28,6.827298231769488,6.85805959884089
29,6.828201556120558,6.899838328598852
30,6.831905765651529,6.907855494294352
31,6.833093794382744,6.9176373326995755
32,6.840011086199327,6.92138527452351
33,6.842086952579462,6.787544980142807
34,6.743678034426032,6.787724085786558
35,6.737567502194116,6.836934715764452
36,6.749620673390103,6.836416705240865
37,6.8468489001110076,6.774140160250103
38,6.848159397488766,6.772632156253379
39,6.853176764038861,6.7690856058741335
40,6.849704299002957,6.757807827177755
41,6.851787878926591,6.733214621992752
42,6.938172336872028,6.6702873847601545
43,6.933386187411803,6.669712408417967
44,6.9242602542843255,6.673427278751277
45,6.830563101473199,6.750447961988804
46,6.826550927891677,6.813851933094103
47,6.839075902690276,6.812846378187989
48,6.909096409377089,6.808507341074157
49,6.907241508137412,6.803189271207565
50,6.903043764041587,6.800368015617292
51,6.8972163678432175,6.867850748873399
52,6.8990490718112625,6.864537404259304
53,6.895078169691565,6.8575456956748635
54,6.809435037407744,6.777732302408008
55,6.81028303247135,6.754796997292776
56,6.7213571194261155,6.738691200772804
57,6.724852999173771,6.710208041436984
58,6.818620079733808,6.711795988525156
59,6.819802918443612,6.657572333049655
60,6.812001420758136,6.669982120033642
61,6.806494489973673,6.684830719386799
62,6.662215329684782,6.622178441338406
63,6.717607132075606,6.62735883092655
64,6.718006211657631,6.630387026869979
65,6.800221540532602,6.6356833059358165
66,6.793248600397694,6.551343082166565
67,6.792769087431823,6.553497742273509
68,6.792414877194827,6.559872376923301
69,6.794825477266455,6.708808061526229
70,6.794423815264695,6.711231924548906
71,6.709252955693816,6.71678028325294
72,6.7010744499692105,6.716636515704671
73,6.787359453208324,6.73196556785697
74,6.687521299668765,6.782866365657102
75,6.775413748508359,6.772208707220093
76,6.768512121403341,6.766029614012011
77,6.7725331795303925,6.760818003799332
78,6.767813135058409,6.761816639324294
