,Busia,Masindi
0,5.402413493497336,5.749321675046353
1,5.499568265555266,5.744222189877199
2,5.533521247132916,5.768514838364622
3,5.554348883772717,5.767067917751043
4,5.624919297368462,5.7556450336796825
5,5.654594186213162,5.76003831041583
6,5.655251409158446,5.75827196051943
7,5.74055434548759,5.745138005155248
8,5.7112072009785875,5.746732172140972
9,5.7638030947339844,5.742253776773199
10,5.612515317093071,5.742379355806811
11,5.566786906099898,6.0443917344748135
12,5.697072309837952,6.0388009473109765
13,5.700987244766897,6.03042545473073
14,5.688592229992797,6.012178564337852
15,5.697319423884363,5.9908120879316105
16,5.636170643723225,5.957754267850688
17,5.6194313433579515,5.9505543844603475
18,5.629948896936181,5.959831323878339
19,5.714692616025398,5.953697640081862
20,5.80807891460058,6.048198643118658
21,5.76549916484374,6.134535205606046
22,5.752193689028138,6.127784079959406
23,5.76315459508666,6.124489577113207
24,5.861196332657981,6.121292687066978
25,5.928837110631458,6.1151308672858455
26,6.079054370053745,6.354883688438217
27,6.083893311057493,6.3454359953062385
28,5.980881500846523,6.354372984576003
29,6.01459182757544,6.226266351540886
30,5.688290027834117,6.124503715111705
31,5.474777111293995,6.122483898456167
32,5.462532472239282,6.322586646191995
33,5.416722136441101,6.3185081821123745
34,5.477651372541887,6.317699905974179
35,5.480279080286579,6.310436724590128
36,5.433135781583236,6.3089287205934035
37,5.450898467104721,6.159197452685268
38,5.44403246461266,6.09294639019578
39,5.411591328899088,6.096754435110813
40,5.281738231253175,6.096423615231827
41,5.235077220363793,6.0930990441139725
42,5.241253311880692,5.694091677996334
43,5.357897063254608,5.680526165783623
44,5.3907923781495715,5.842409381144868
45,5.347322780520523,5.839799265618317
46,5.258887923850967,5.839995909933781
47,5.254202785427384,5.900059830945873
48,5.186003984847137,5.896287447650069
49,5.136607962555095,5.57770024830641
50,5.285397988508652,5.575304755982544
51,5.2114667656400835,5.566226000180676
52,5.197853192215453,5.563709162228571
53,4.985817556396541,5.5458622527665895
54,5.09438446268788,5.524629599794531
55,5.025513391645289,5.6625158431961315
56,5.041170232632022,5.5559317625192515
57,4.888397134079656,5.558402786077907
58,4.916389067603962,5.5407693909168145
59,4.9122411662664645,5.533225900578179
60,4.785862950560118,5.832803228683907
61,4.85034721833305,5.839586949853373
62,4.9101258398461045,5.84284145138766
63,5.09637269505928,5.848587107306206
64,5.065030317949494,5.8569590430692235
65,4.9922619316572865,5.349524937947573
66,5.020243995882708,5.356716232503921
67,5.177463538409615,5.347515002611756
68,5.228470645496867,5.3544504483574284
69,5.28346871561634,5.361320841910057
70,5.367156127707497,5.560130248617659
71,5.281200919368427,5.547922489204874
72,5.315883093287069,5.544055993006281
73,5.353189561812566,5.533492954450284
74,5.587374617670365,5.528341086086172
75,5.789448942038557,5.519785375089453
76,5.629726330391688,5.688915201782019
77,5.520799860898352,5.6922920157620975
78,5.546362418443445,5.705720210627866
