,Tororo,Soroti
0,5.722318971851242,5.635845373847415
1,5.719024469005042,5.632550871001215
2,5.790922231014981,5.791608808453554
3,5.863462419105324,5.862824867282645
4,5.910368925640306,5.927802490107859
5,5.952030943892073,5.919009075587126
6,5.9926827055215375,5.822576736495707
7,5.939471197107332,5.7967794350841455
8,5.801237833304102,5.630280035160463
9,5.251160858481973,5.430325348723161
10,5.429487677461824,5.407508770743049
11,5.425681877812573,5.30802271951776
12,5.423792202869158,5.366866266073148
13,5.414996788196163,5.383759991607632
14,5.442816399293959,5.41348878419944
15,5.411983050855047,5.324971673865417
16,5.398793679133816,5.342936347741292
17,5.283441623247333,5.289075440965589
18,5.286242743374279,5.154315200331731
19,5.28116832756406,5.076987976957607
20,5.287132917631387,5.1529607047350146
21,5.277331206209998,5.214152304588466
22,5.378572266814796,5.149262200584922
23,5.402835490450782,4.993362360945079
24,5.396443466775215,5.187258267711711
25,5.390040984149822,5.179917146043915
26,5.2688916446529035,5.178569006359618
27,5.050067506224038,5.126191201696839
28,5.123795709372973,5.047672013900172
29,5.116156585835759,5.039616508713424
30,5.114366047948352,5.111724038485514
31,5.093877129023532,5.029877546190572
32,4.736172239430261,4.831482419234586
33,4.726270496792432,4.829302722690667
34,4.767474402154981,4.767474402154981
35,4.770614098423273,4.770614098423273
36,4.751633834527906,4.649584580173736
37,4.743747611079802,4.637137876021543
38,4.514828111541494,4.630512510540956
39,4.530625792136653,4.6322584376804645
40,4.74422916271955,4.8908326369114254
41,4.8450582667783735,4.898050796918883
42,4.943140500340458,4.89896928202732
43,4.944059829839408,4.853675768371139
44,4.7681129076952455,4.862754414789935
45,5.019239533194721,4.901099290890496
46,5.131306897043219,5.029341970386531
47,5.145237330006572,5.109427877309861
48,5.300741684808489,5.1775794000323705
49,5.289896626335981,5.165598909658404
50,5.223509773156054,5.193098072738031
51,5.273482819201824,5.210398843775247
52,5.271703635316351,5.269517842096371
53,5.760461405165304,5.265551236705213
54,5.691784644209972,5.523688078347364
55,5.866702707855173,5.322017027050325
56,5.45602325136114,5.532984292497268
