,Busia,Mbale
0,6.484273434130676,6.345177196872746
1,6.5097193815338565,6.368214610247294
2,6.487370746174096,6.3907332304326925
3,6.480575301000738,6.408623847474042
4,6.54795668949815,6.523607660487864
5,6.549507351979705,6.517100976959076
6,6.351968029604088,6.490642424291848
7,6.348159339610958,6.454689250657641
8,6.326456781179954,6.4774332427395285
9,6.30475379309067,6.482272895773473
10,6.336876534329248,6.39527238426644
11,6.333496132248131,6.388736192476026
12,6.44080757466837,6.474834526055797
13,6.459829224395914,6.512793301594033
14,6.5521888183429535,6.509919403873958
15,6.557256755296448,6.541251078496721
16,6.472967513574678,6.441994004612874
17,6.362495507720012,6.327946247462975
18,6.358446097206194,6.306900945368628
19,6.477459806090242,6.419141635669155
20,6.52600340998999,6.468766141124965
21,6.527799111664322,6.503766816133705
22,6.521873300117559,6.503275976301969
23,6.5682621866316495,6.541146258015762
24,6.755208606620563,6.76255386524853
25,6.8144264820429035,6.816896839030441
26,6.836408044213878,6.867779438137442
27,6.763172859837966,6.861353697393771
28,6.755151279648352,6.856648166002482
29,6.757273450876662,6.845083920830362
30,6.5686053536510105,6.745994329735111
31,6.45524907719179,6.627582076102239
32,6.335859699897743,6.529804686986427
33,6.39597073814894,6.527619245638013
34,6.452166065288748,6.528099966129934
35,6.478555173605915,6.523633227923906
36,6.474503260213176,6.55863096255904
37,6.490188802656174,6.620159360657688
38,6.587247809928879,6.437993100713827
39,6.499956941318101,6.259280911242251
40,6.395096163241861,6.199612585745824
41,6.283574874774027,6.42589957911418
42,6.212372552833423,6.425946653131482
43,6.209992795585473,6.4220430143143945
44,6.35076064995387,6.424951546577268
45,6.306302535228485,6.413767803545446
46,6.359145339474154,6.420989997139264
47,6.384164618504159,6.420960528206205
48,6.585852906913254,6.416406543159853
49,6.583474574587587,6.411853508998498
50,6.551717638267006,6.406870323508568
51,6.564760051068772,6.397480079799721
52,6.562364558744906,6.395084587475855
53,6.631283818798618,6.3868037865875475
54,6.258538428971502,6.386170099468836
55,6.057030870876536,6.363062081996514
56,6.0213704836787825,6.122466600550152
57,5.955502967877606,6.126039556495682
58,5.960273905882792,6.151915194625549
59,5.956033494853461,6.156908459543163
60,6.056329551764917,6.13979212908586
61,6.0521816504274195,6.124408154481436
62,6.133655764325433,6.123322182470887
63,6.126954902622972,6.020651435457276
64,6.132401458663641,6.129583232279798
65,5.996663085586993,6.135021518959832
66,5.94231889202038,6.145259736017071
67,6.041642782338404,6.148032634165344
68,6.064048048055822,6.154407268815136
69,6.19304763747439,6.148796625712253
70,6.266651194980059,6.152141484668644
71,6.4511225008960125,6.158207792230096
72,6.477744607422322,6.155978518190804
73,6.470879912437218,6.144588235748122
74,6.490652074375765,6.14072173954953
75,6.551501210703764,6.135026817087231
76,6.604173346422462,6.529444834379141
77,6.590809707238734,6.676752137039459
78,6.5736796800094,6.527554999426108
