,Tororo,Masindi
0,6.191026517045488,6.465225239159982
1,6.270550272921105,6.455271570344619
2,6.344213214797799,6.458589092132568
3,6.33963097598709,6.494510253296489
4,6.3912827831916825,6.679165800083002
5,6.3362568312128476,6.682867262137889
6,6.079721765282146,6.692598276373965
7,6.134167266475048,6.689336626453335
8,6.290847287159116,6.497768002966438
9,6.290276681284751,6.482272895773473
10,6.294792179027007,6.506644149537146
11,6.436160547191164,6.523013723867226
12,6.518242265563295,6.523105074728996
13,6.514882438844119,6.592809197100206
14,6.547504969030527,6.588568383098891
15,6.541587156469973,6.501129119006803
16,6.441994004612874,6.47904873424721
17,6.374409866289913,6.279218116108922
18,6.245436340302469,6.260940526838434
19,6.238087458923326,6.420259995524769
20,6.297315023835952,6.429318290751434
21,6.380702644998204,6.422438596006496
22,6.423005711453711,6.502437728059688
23,6.463255465422941,6.576508348170308
24,6.456406483124705,6.569405482771316
25,6.455593811015265,6.5664279873774465
26,6.558496210449027,6.59449947292605
27,6.555653119439313,6.590755438475138
28,6.586390305376328,6.586698709388025
29,6.645468105605275,6.5783167218983065
30,6.477932645340147,6.5860404154731125
31,6.223600867954746,6.591907192610265
32,6.124503715111705,6.4118164431456215
33,6.126432570911583,6.41053682201548
34,6.22804477957373,6.527440987522891
35,6.270286038406951,6.525614734516767
36,6.316891171599328,6.592977142183737
37,6.356367204467341,6.586298810232551
38,6.396547692538435,6.5810939443545005
39,6.392812303866773,6.259280911242251
40,6.294347746024714,6.247240634735078
41,5.978282284313611,6.099256312823137
42,5.9514758358243025,6.096423615231827
43,6.036528692625579,6.0930990441139725
44,6.097564753573258,6.201628316886867
45,6.139101099205735,6.193168320476011
46,6.199470848312016,6.534267070874941
47,5.9749443426336715,6.091974649613189
48,5.970300452388205,6.240293047883502
49,6.025080533902487,6.285141029044338
50,5.960901815425774,6.323362040091088
51,5.9515600169992435,6.314864314283129
52,5.9491645246753775,6.312468821959264
53,5.939870241677762,6.3868037865875475
54,5.938402611669982,5.938402611669982
55,5.636013349760887,5.629724020853323
56,5.696111735973429,5.898120403270181
57,5.683569252393964,5.892324066256074
58,5.601992535895786,5.866086690823091
59,5.800758587813922,5.869226387091382
60,5.788688230196583,5.857681101683534
61,5.9064301464681215,5.901735302163914
62,5.896394331465438,5.896394331465438
63,5.902868399800893,5.902868399800893
64,5.701762853127754,5.905969203422213
65,5.6229466757934095,6.029452908409985
66,5.634743279049029,6.039693056045557
67,5.6372070103993535,6.042672118507518
68,5.642355403325902,6.049863413063866
69,5.863266744713802,6.0437438497091085
70,5.871785452308936,6.290943887549103
71,5.870525719778315,6.2984456606870545
72,6.050212405285479,6.379122069505014
73,6.039841405289059,6.285230565550589
74,6.1388784210552405,6.280563749181227
75,6.133180094494065,6.4334900468383385
76,6.266086904446707,6.4627106498286615
77,6.378677568257577,6.55582244461739
78,6.261581745912932,6.559342516862992
79,6.262089117465058,6.559849888415118
80,6.242826351629383,6.445902339892784
