,Nairobi,Mombasa
0,6.976395953810355,7.011797880861271
1,6.9644286955730585,6.869118515768734
2,6.969037625026219,6.770870059782187
3,6.872958698013008,6.76709830731353
4,6.891196321007663,6.691068675872469
5,6.850134914610164,6.79857441915222
6,6.849735160492912,6.685070563227127
7,6.8645397490665605,6.702401008790614
8,6.915992455889184,6.867249393766345
9,6.955187404001223,6.861002970122384
10,6.948831064537871,6.932918021314576
11,6.944306600230055,6.903042246516339
12,6.942049186344503,6.894927304907512
13,6.946164689344923,6.9188405850703685
14,6.9462269934952445,6.737239616830106
15,6.943163750346061,6.734416965742569
16,6.9450421241959,6.73436534164682
17,6.941933282474813,6.614026408712523
18,6.9386100362728955,6.756512518910817
19,6.934382869273539,6.778436856827605
20,6.927921658868566,6.7714821762861295
21,6.92254178779225,6.756838142226955
22,6.916948244452567,6.813057433114338
23,6.909702542280784,6.807402818294747
24,6.912848604823,6.794897318135682
25,6.879978348189089,6.7756642982529165
26,6.813519155821566,6.60464256152942
27,6.742404429030368,6.599941747504524
28,6.7434696858768275,6.598865617933149
29,6.7309748971348045,6.589083303411035
30,6.937123713238327,6.679490336957013
31,6.723580933077895,6.733282311182533
32,6.862594086080313,6.864149814808358
33,6.918917142641159,6.85876829595066
34,6.734997450714313,6.874203250480176
35,6.764585191897196,6.580765507482219
36,6.839996602265405,6.52377822254869
37,6.847582666910338,6.519129719455744
38,6.7840875178290085,6.383011590139608
39,6.826732031130862,6.46176946774553
40,6.8919829141380236,6.4653329352608715
41,6.754143476901811,6.487909947857514
42,6.737814618376857,6.470984437986072
43,6.736894959332139,6.469429439723351
44,6.736492478697291,6.628412604751884
45,6.7518580805548085,6.541779977990761
46,6.731676530817233,6.5280272758735896
47,6.73286872857899,6.5189016141027984
48,6.713360752204424,6.57158528980482
49,6.716442261281928,6.482636796460079
50,6.820726764022079,6.445359687071194
51,6.8266658924364245,6.375855320215022
52,6.795454701147532,6.369679727880385
53,6.65984862004232,6.283820184229285
54,6.659054816764169,6.426382342104081
55,6.360634965102319,6.171155181608194
56,6.365110227145485,6.123429296273629
57,6.499832687846701,6.069001603357522
58,6.438290944897186,6.1272894301002605
59,6.436750223139949,6.292523541398679
60,6.429675613045191,6.246687611708076
61,6.4219548838385405,6.280856042868541
62,6.477993233832854,6.28329354413385
63,6.493962453213951,6.119952297273673
64,6.430157040868091,6.154875481614765
65,6.423004324293556,6.248201599913629
66,6.389637060938853,6.29959078025407
67,6.448309439533206,6.473447727488291
68,6.476152738164056,6.4748845071760615
69,6.4769465579129,6.507450012206315
70,6.41964703596198,6.4102698741493835
71,6.4209079730420875,6.485114874213098
72,6.508657350387003,6.538350743312149
73,6.592006318184378,6.47229517285478
74,6.553918725067488,6.465871400611338
75,6.456960017389824,6.516996230833884
76,6.460717296052026,6.6723808111299965
77,6.6746858472233495,6.855009401354631
78,6.863783054289599,6.811751864606289
79,6.8543383486645615,6.809320131517678
80,6.921842013395526,6.754294501872879
81,6.923450998784079,6.638341605909239
82,6.918950045320755,6.645512679564718
83,6.9755659902614235,6.440535677798616
84,6.974806897716756,6.788965243418817
85,6.921444217738019,6.783493904975461
86,6.917661375862936,6.78426805329538
87,6.779293171834601,6.782391204850188
88,6.779838253727508,6.733739991200571
89,6.842472292560199,6.378314733877888
90,6.844251100331429,6.343637873840573
91,6.841224378842866,6.277338121783991
