,Masindi,Kampala
0,6.123251474202466,6.062626852386032
1,6.060442530899319,6.09072285150714
2,6.07692304133352,6.139226924669675
3,6.077322641474356,6.144191047856933
4,6.064285957152308,6.181575043675408
5,6.070042738305509,6.134167266475048
6,6.068293011053473,6.131081105653541
7,6.054682991384673,6.085522439767753
8,6.056735343862079,5.988219344105672
9,6.052104707506678,6.011723901415866
10,6.052130773563463,6.04544923422998
11,6.1069795792240145,6.0455047006442335
12,6.10306056731719,6.1061937291492265
13,6.095489048077792,6.15657674005763
14,6.077143615658899,6.135130873309249
15,6.173519819667611,6.122531294927363
16,6.142057985848633,6.140075824644642
17,6.133074570711704,6.158082002828329
18,6.141759257364711,6.19681024654512
19,6.136612844860007,6.242566656293172
20,6.135574564806038,6.336532113449884
21,6.134535205606046,6.286929341858527
22,6.127784079959406,6.233440409848054
23,6.124489577113207,6.303271015773716
24,6.121292687066978,6.367273182820459
25,6.113643140753075,6.31628120553039
26,6.122483898456167,5.939568693678022
27,6.123622512423043,5.941103502770316
28,6.118333395413176,5.934920514536505
29,6.116939383429103,5.900443646822555
30,6.1101261299601,5.930573014720752
31,6.108122953880963,5.887946763794555
32,6.104634076604516,5.840978656373405
33,6.09294639019578,5.767369358556267
34,6.096754435110813,5.771640296084297
35,6.096423615231827,5.770193600100865
36,6.093598919155624,5.7673689040246625
37,5.913047367970069,5.771605357997039
38,5.902456860672624,5.797635573930532
39,5.842409381144868,5.76750807297175
40,5.839799265618317,5.839799265618317
41,5.839995909933781,5.837415263340288
42,5.902478211810154,5.863064243269277
43,5.828507432588327,5.898711691261576
44,5.8876329296930106,6.011644827736443
45,5.8852374373691445,6.039038772214684
46,5.91239643131641,6.030339835370349
47,6.287738756600155,6.246782991763333
48,6.253849702009266,6.253849702009266
49,6.379122069505014,6.297009093784002
50,6.305033192846769,6.288425456447108
51,6.343399460271448,6.323656981542247
52,6.350019156170734,6.357432088559859
53,6.386200734524484,6.463373999770067
