,Nairobi,Makueni
0,6.333885107473424,6.656551736270831
1,6.303083816598955,6.645415885178283
2,6.352286106567893,6.634353341135345
3,6.5331196167473085,6.735312768732915
4,6.534979303293161,6.731601410229312
5,6.626146000681906,6.736595585847204
6,6.621934714694394,6.734485810897574
7,6.637590699059838,6.742384481917004
8,6.642446919409011,6.7472407022661764
9,6.637693422977616,6.7431674395719465
10,6.572605906262642,6.7370553382904745
11,6.598762386051933,6.745553560513844
12,6.646639778624279,6.677380799888984
13,6.557079638370654,6.604218274501613
14,6.509476250185543,6.65915264961788
15,6.5688019135365545,6.626096818197707
16,6.604964871670312,6.520860943021803
17,6.603478932620255,6.529735458374706
18,6.599925554093286,6.461852075765458
19,6.59186826813861,6.454597282510799
20,6.58295925258883,6.4480663893659855
21,6.534844705140171,6.448058883581744
22,6.492736968082205,6.455416761446466
23,6.509297038804601,6.504262415205933
24,6.480579128042395,6.501148061962706
25,6.356673279932768,6.425240226801937
26,6.348995678488661,6.389127779914979
27,6.357777820301539,6.169429555640725
28,6.363682675154299,6.2880350568149845
29,6.365316822954006,6.21402737540778
30,6.365920415052882,6.34934345888069
31,6.125748708343024,6.212608833725317
32,6.205865617187821,6.207530896506882
33,6.200813335195003,6.280856042868541
34,6.20312242554521,6.282531112115966
35,6.199633382256258,6.285872856467305
36,6.12448203728891,6.353241036743845
37,6.08326285547492,6.3811788911074805
38,6.187249806692381,6.408357388521492
39,6.267635538654971,6.410684338266384
40,6.2697933143828655,6.380426543535858
41,6.141695248152775,6.3492245716654345
42,6.146401321748871,6.343018118729653
43,6.112193203137815,6.344612596914546
44,6.097376117095436,6.406929179597177
45,6.084370572941903,6.397677783196507
46,6.135376393262362,6.391087273239116
47,6.12474121424129,6.384698738678216
48,6.163527500113747,6.4394939573929655
49,6.21891556334301,6.56421417981717
50,6.257708712981658,6.564438980404133
51,6.148005921585438,6.554031096916307
52,6.1393837253273755,6.575448427740122
53,6.130686539759845,6.596416658228198
