,Ngozi,Gitega
0,6.408598092521518,6.555201566713393
1,6.460386571184393,6.554927815925841
2,6.406835352772732,6.640061667464929
3,6.391840125994663,6.625934183072725
4,6.296030483522933,6.611977484199415
5,6.273848186888247,6.611630181391524
6,6.294783285108781,6.420471500272277
7,6.392427514520984,6.338539633279884
8,6.388299461503785,6.389106889888386
9,6.269464588382725,6.525878007915254
10,6.372081429814081,6.605427101989923
11,6.3003969465061225,6.395156963212513
12,6.120506342938995,6.291596680163449
13,6.295020733579091,6.24536514313323
14,6.519673742875945,6.3443007194227174
15,6.4416763881801264,6.520400855227172
16,6.519407263256823,6.519407263256823
17,6.5203903538998285,6.524855413696548
18,6.682205652188828,6.548590370465644
19,6.670113371590146,6.738399279456277
20,6.65424869187546,6.788854218351428
21,6.6416697947296495,6.775275018060396
22,6.553897505127037,6.820742151103207
23,6.54101188514996,6.800904323491358
24,6.449479519531361,6.554426726648483
25,6.414818536217622,6.631597045978958
26,6.378461541908261,6.460845423365843
27,6.37080326022368,6.450899422394089
28,6.368019960333542,6.445122354215683
29,6.5124627296421265,6.512763075041591
30,6.445954217953043,6.445954217953043
31,6.516549320956398,6.517745135747626
32,6.506867652509703,6.5056591931481345
33,6.591508875447241,6.522935379097491
34,6.446628082758299,6.517378938876149
35,6.5192746885441135,6.519882221977137
36,6.447677623603061,6.446367436714035
37,6.363567750828419,6.363567750828419
38,6.433842118035297,6.357725883369943
39,6.4275111757103085,6.424542346216506
40,6.4123364946585975,6.553135841310992
41,6.475870163674145,6.608783318257338
42,6.538860792629208,6.538284257588735
43,6.538421125648342,6.571052762583975
44,6.5368254892133475,6.60172521678432
45,6.4744889398395555,6.611038093101472
46,6.324049000489821,6.477577015290735
47,6.243342928811339,6.410762666473887
48,6.24830284061415,6.415967239608131
49,6.254981189231674,6.418132829917909
50,6.341947216020505,6.341947216020505
51,6.2575397613385135,6.2575397613385135
52,6.209293439928298,6.346366134035198
53,6.256656369479209,6.343270842315979
54,6.2519820663493,6.340185101871209
55,6.248467125921177,6.335942094428762
56,6.328791157959663,6.4122020062373215
57,6.336530152203006,6.417693559310212
58,6.257008302039652,6.496356093703037
59,6.166247054816765,6.347695630324375
60,6.171137041944937,6.352585617452547
61,6.1250332800597125,6.270091191171099
62,6.123522895804605,6.273439644988426
63,6.1882842611437505,6.083312170427689
64,6.2924006772408445,6.376958065268908
65,6.295316360728404,6.3801972442357435
66,6.387876194715173,6.387143325499521
67,6.378183745218629,6.457321065777353
68,6.287855932293237,6.454048107157308
69,6.376599142127626,6.456754468755051
70,6.376599142127626,6.529703468401219
71,6.325567986637661,6.52449427248885
72,6.273903548211585,6.586199804956768
73,6.2773116492901835,6.590039753668052
74,6.2855694964183035,6.525584369445276
75,6.277072728548387,6.444498952395902
76,6.347985114597247,6.305165117414319
77,6.296328635334328,6.251521140128388
78,6.367343755987394,6.2402008446473065
79,6.363649852873486,6.323733245468043
80,6.3643035657296,6.403968822122032
81,6.247958681786288,6.415645157541168
82,6.304647976523542,6.425401224899077
83,6.159546039756805,6.341565070455577
