,Kampala,Lira
0,6.549089386259069,6.436148975078473
1,6.57731738494635,6.478206631457466
2,6.508516266089075,6.518566601942577
3,6.5350117303239434,6.513984363131868
4,6.671906240070198,6.564992876650718
5,6.609243981810443,6.566218004111513
6,6.615933575438553,6.571103559520759
7,6.429005350510378,6.4973427750168735
8,6.477066337580395,6.497048837167734
9,6.415933580826795,6.394664563239303
10,6.41956825017436,6.417630640577653
11,6.413894752112181,6.435400957333145
12,6.5409626921290025,6.48135865213274
13,6.556107830249778,6.426573778057876
14,6.608326833396764,6.527179066016488
15,6.577396609166684,6.413799605024702
16,6.398114045424532,6.346535775359762
17,6.381882860752918,6.278349306323603
18,6.434986174328529,6.251666890053104
19,6.500073397992073,6.286941482092109
20,6.509105407369265,6.385939813542728
21,6.612564378292032,6.4632159964443785
22,6.61245173027075,6.503275976301969
23,6.607299149439882,6.535238790885068
24,6.745817624305464,6.569405482771316
25,6.774305041813348,6.700593093584647
26,6.8258503343514345,6.564534684224114
27,6.821446658547321,6.55597204784259
28,6.829929019268972,6.6167693122360465
29,6.822144105081133,6.661574292137124
30,6.487855737885357,6.516054988073409
31,6.424615244241879,6.321415188976355
32,6.357738960360644,6.278021149535216
33,6.4321771310093,6.323424317453331
34,6.471522643595779,6.367155657177179
35,6.467893350509074,6.363348068111329
36,6.474676016540806,6.361975912353549
37,6.498616292278132,6.3579139951856405
38,6.618651356660965,6.395805026332744
39,6.606987185198222,6.392812303866773
40,6.390068687798257,6.293525715563299
41,6.372593103411213,6.295145251786876
42,6.297843655052759,6.203880881695268
43,6.337612621164375,6.223249728579018
44,6.404257397307855,6.296693428683594
45,6.393921507173515,6.286661969353938
46,6.420267192626407,6.338173697093758
47,6.440989810081778,6.338144228160699
48,6.563914749160479,6.455460139358731
49,6.597736688584924,6.487981003885049
50,6.604789438391978,6.483939259878529
51,6.719797648914258,6.644707197559189
52,6.724293251975721,6.60739326454471
53,6.70807347665705,6.5686328538369505
54,6.376134705826333,6.30130810535935
55,6.141810678834342,6.038338737864384
56,6.154170225733569,6.017106084892325
57,6.134606957780981,6.010643726556405
58,6.128450955290582,5.996681677659459
59,6.131779170741259,6.051343674657786
60,6.115762704359025,6.038973322308375
61,6.22424496797063,6.128167557405342
62,6.2386891236697295,6.121431822739718
63,6.288082666972602,6.175700184496219
64,6.223781017326023,6.0276661383997325
65,6.138293314353324,5.972722878040985
66,6.146186949806263,5.9813210498236495
67,6.148032634165344,6.148032634165344
68,6.154407268815136,6.154407268815136
69,6.309652122611329,6.242174275402044
70,6.373813365371398,6.290943887549103
71,6.418604935085321,6.297652324667658
72,6.446507810833791,6.337387249727399
73,6.445987944428703,6.366626203754583
74,6.546800532856457,6.403227657108837
75,6.596983860325174,6.470444201289956
76,6.611633926220768,6.463373999770067
77,6.664647080013183,6.5282893502574
78,6.64740628814655,6.493439246185936
79,6.466583346997119,6.403189041096826
80,6.547946551878453,6.468615407132018
81,6.569583061182738,6.473899710465941
82,6.611500364290326,6.363039004991827
83,6.621799854164206,6.398515368454724
84,6.712568781274962,6.51024344817173
85,6.737947543206125,6.5450757755170175
86,6.716804066874644,6.471228222605499
87,6.7156937211808065,6.466997095441979
88,6.596293146573491,6.532366059267259
89,6.658683967355289,6.531583465061057
90,6.71414069027346,6.564379684893274
91,6.704143954047514,6.467584308832078
92,6.689903082685284,6.495450023834003
93,6.714505194170786,6.532791355414375
94,6.768159739774541,6.685716070563467
95,6.769293127329221,6.68645276785693
