,Lira,Masindi
0,6.127782268711434,6.064285957152308
1,6.134167266475048,6.070042738305509
2,6.113288904229075,6.068293011053473
3,5.916346207485212,6.054682991384673
4,5.913377628912518,6.056735343862079
5,6.018087822228424,6.052104707506678
6,6.048795584257324,6.052130773563463
7,6.077253398958814,6.1069795792240145
8,6.10306056731719,6.10306056731719
9,6.107490235687481,6.095489048077792
10,6.091433353388879,6.077143615658899
11,6.065581982995484,6.173519819667611
12,5.957754267850688,6.142057985848633
13,5.982228586555577,6.133074570711704
14,5.9929257809521905,6.141759257364711
15,6.018087694141735,6.136612844860007
16,6.048850040998103,6.135574564806038
17,5.985938280661479,6.134535205606046
18,6.039157628594478,6.127784079959406
19,6.067679170932938,6.124489577113207
20,6.186263000457503,6.121292687066978
21,6.193265832765308,6.113643140753075
22,6.052053768235239,6.161144161349006
23,6.045018242280258,6.202184605937016
24,6.052320971841269,6.354372984576003
25,5.938288464858283,6.361349334856827
26,5.871499740494358,6.124503715111705
27,5.676134973936596,6.122483898456167
28,5.717663699046889,6.123622512423043
29,5.788285692873584,6.118333395413176
30,5.791668993331471,6.116939383429103
31,5.784779888087635,6.1101261299601
32,5.781213564324757,6.108122953880963
33,5.779707830980365,6.104634076604516
34,5.768065010758233,6.09294639019578
35,5.50906796558977,6.096754435110813
36,5.558069444036266,6.096423615231827
37,5.686633435672225,6.093598919155624
38,5.692598025739551,5.913047367970069
39,5.724977928354456,5.902456860672624
40,5.76750807297175,5.842409381144868
41,5.802952992232351,5.839799265618317
42,5.834827939775338,5.839995909933781
43,5.859288279059743,5.902478211810154
44,5.864225515190406,5.828507432588327
45,5.9515600169992435,5.8876329296930106
46,5.980769864090709,5.8852374373691445
47,6.002530556671921,5.91239643131641
48,6.1748594085283015,6.287738756600155
49,6.2063025460794305,6.253849702009266
50,6.251620427969974,6.379122069505014
51,6.241069669764819,6.305033192846769
52,6.235529533008196,6.343399460271448
53,6.316733178537267,6.350019156170734
54,6.426908109295631,6.386200734524484
