,Machakos,Nairobi
0,6.867023396662568,6.512857864329261
1,6.869118515768734,6.545626990620242
2,6.876230575440013,6.547726508467977
3,6.862913410127825,6.417540831143662
4,6.8054951672765,6.411021363623388
5,6.744210224043156,6.40400642884305
6,6.624818783590919,6.357212667711827
7,6.642141817272417,6.418221566890035
8,6.644353091804366,6.420900469246774
9,6.3485258183179205,6.413322570573776
10,6.494846391639547,6.406542857860747
11,6.49167602367946,6.402596393625772
12,6.489935121849543,6.335311516972089
13,6.486707229880043,6.395938641759339
14,6.48494600840802,6.3939929637184925
15,6.483181679561344,6.295718723266971
16,6.482892873065308,6.2784216979693825
17,6.5489577381011435,6.275312856248297
18,6.6109272019424825,6.323245129490702
19,6.606127899326081,6.266912176759117
20,6.600716001527368,6.26162023913377
21,6.595038221153797,6.256062854314465
22,6.588744974595147,6.250516811271669
23,6.5818766713333865,6.243770960704435
24,6.57314099196354,6.235281530200259
25,6.619488712682139,6.214261199743398
26,6.66378313657336,6.254633739190674
27,6.656900779427753,6.331217588797358
28,6.656551736270831,6.333885107473424
29,6.645696744609984,6.303083816598955
30,6.634353341135345,6.352286106567893
31,6.738350745752991,6.5331196167473085
32,6.731601410229312,6.534979303293161
33,6.736595585847204,6.626146000681906
34,6.734485810897574,6.621934714694394
35,6.744168603710505,6.637590699059838
36,6.7472407022661764,6.642446919409011
37,6.7431674395719465,6.637693422977616
38,6.740634989261978,6.572605906262642
39,6.747843346528941,6.598762386051933
40,6.721702696322021,6.646639778624279
41,6.449411148831758,6.534844705140171
42,6.469657770461288,6.492736968082205
43,6.518358185006328,6.509297038804601
44,6.50303189297508,6.480579128042395
45,6.4887842177729995,6.356673279932768
46,6.421717222013925,6.348995678488661
47,6.205056733283875,6.357777820301539
48,6.362253082344705,6.363682675154299
49,6.368178055235038,6.365316822954006
50,6.291757457058001,6.365920415052882
51,6.204254566255459,6.125748708343024
52,6.264134525311796,6.205865617187821
53,6.280856042868541,6.200813335195003
54,6.307777643798006,6.20312242554521
55,6.359539473654137,6.199633382256258
56,6.351071053975522,6.12448203728891
57,6.342720141151101,6.08326285547492
58,6.408357388521492,6.187249806692381
59,6.342078014909487,6.267635538654971
60,6.376755098149193,6.2697933143828655
61,6.4102698741493835,6.141695248152775
62,6.348736504576648,6.146401321748871
63,6.372625633142221,6.112193203137815
64,6.406929179597177,6.097376117095436
65,6.401664499440328,6.084370572941903
66,6.391087273239116,6.135376393262362
67,6.445717014792534,6.12474121424129
68,6.654523873933005,6.163527500113747
69,6.56421417981717,6.21891556334301
70,6.564438980404133,6.257708712981658
71,6.560727550511428,6.148005921585438
72,6.573267574406247,6.1393837253273755
73,6.58565229164104,6.130686539759845
