,Tororo,Mbale
0,6.296387032703314,6.345177196872746
1,6.320586014466735,6.368214610247294
2,6.344213214797799,6.3907332304326925
3,6.363161473397284,6.408623847474042
4,6.481904996602015,6.523607660487864
5,6.429551051454128,6.517100976959076
6,6.1874863909384645,6.490642424291848
7,6.2517202319590135,6.454689250657641
8,6.357125011186533,6.4774332427395285
9,6.342784438973655,6.482272895773473
10,6.3932870748988515,6.39527238426644
11,6.388736192476026,6.388736192476026
12,6.47410698873742,6.474834526055797
13,6.512793301594033,6.512793301594033
14,6.547504969030527,6.509919403873958
15,6.541587156469973,6.541251078496721
16,6.441994004612874,6.441994004612874
17,6.374409866289913,6.327946247462975
18,6.294226504471901,6.306900945368628
19,6.289492503883714,6.419141635669155
20,6.394385161243428,6.468766141124965
21,6.540097754301309,6.503766816133705
22,6.577578956256621,6.503275976301969
23,6.6115778845739985,6.541146258015762
24,6.638905517956219,6.76255386524853
25,6.641214923006386,6.816896839030441
26,6.825240168977693,6.867779438137442
27,6.834685450311611,6.861353697393771
28,6.843377829081585,6.856648166002482
29,6.848876293235224,6.845083920830362
30,6.55213886379743,6.745994329735111
31,6.319800331943955,6.627582076102239
32,6.32383068556651,6.529804686986427
33,6.367735363778243,6.527619245638013
34,6.368444483235205,6.528099966129934
35,6.363348068111329,6.523633227923906
36,6.402890709992056,6.55863096255904
37,6.39953937633255,6.620159360657688
38,6.51408323407154,6.437993100713827
39,6.510595339523157,6.259280911242251
40,6.421128797400659,6.199612585745824
41,6.29596660706919,6.42589957911418
42,6.203880881695268,6.425946653131482
43,6.222371379818112,6.4220430143143945
44,6.296693428683594,6.424951546577268
45,6.286661969353938,6.413767803545446
46,6.293222309231491,6.420989997139264
47,6.338144228160699,6.420960528206205
48,6.493716170514268,6.416406543159853
49,6.524300611548169,6.411853508998498
50,6.520355067806187,6.406870323508568
51,6.644707197559188,6.397480079799721
52,6.542805529109412,6.395084587475855
53,6.30130810535935,6.386170099468836
54,6.00530430091895,6.363062081996514
55,6.022433748000113,6.122466600550152
56,6.06290222022528,6.126039556495682
57,5.986883014610757,6.151915194625549
58,6.050321702162092,6.156908459543163
59,6.0338106882295675,6.13979212908586
60,6.0801275808179795,6.124408154481436
61,6.1204853011356875,6.123322182470887
62,6.126011951115102,6.020651435457276
63,6.024536245390805,6.129583232279798
64,5.911409693228261,6.135021518959832
65,5.921652255211821,6.145259736017071
66,5.924889082851135,6.148032634165344
67,6.0478205114340655,6.154407268815136
68,6.146022698829527,6.148796625712253
69,6.246782991763333,6.152141484668644
70,6.253849702009266,6.158207792230096
71,6.359961571765939,6.155978518190804
72,6.372508573657649,6.144588235748122
73,6.36423354717429,6.14072173954953
74,6.530603093066148,6.135026817087231
75,6.49623950287164,6.529444834379141
