,Mbale,Eldoret
0,6.76639066194905,7.2857998494089715
1,6.734175636730581,7.283754175849106
2,6.700888158736531,7.268272663216036
3,6.696305919925822,7.234668422408563
4,6.747314433444672,7.190784742349406
5,6.749458388940976,7.3201385438559
6,6.757988539003953,7.266137990754371
7,6.762637890145943,7.190476283175049
8,6.760519296438291,7.220061456829194
9,6.746150910424898,7.236925534430312
10,6.715923403879571,7.178430922655134
11,6.676617289707049,7.1787560885656685
12,6.676364356488018,7.17061455885785
13,6.6686852320788965,7.176751038369032
14,6.697623385329846,7.174175103668285
15,6.692853496253145,7.142981126328327
16,6.735580153255599,7.092497495215696
17,6.717010709988137,7.123941040198397
18,6.650901448410633,7.167429200577943
19,6.642807243899425,7.149434299939093
20,6.648837711772252,7.188697054769562
21,6.711791512623095,7.226764956153801
22,6.710872678054119,7.194643125527804
23,6.709960773684591,7.133786765819096
24,6.791406974447403,7.119817206790433
25,6.791408202813523,7.135657592303314
26,6.867779438137442,7.122766057873517
27,6.861353697393771,7.129516404338379
28,6.85805959884089,7.107086137384232
29,6.899838328598852,7.10337477888063
30,6.907855494294352,7.142399046183263
31,6.9176373326995755,7.133447387611423
32,6.92138527452351,7.143588825164313
33,6.787544980142807,7.166051730228648
34,6.787724085786558,7.122415109531602
35,6.836934715764452,7.073966588601332
36,6.836416705240865,7.1278277297889305
37,6.774140160250103,7.128627152671136
38,6.772632156253379,7.133004424352959
39,6.7690856058741335,7.134606645231592
40,6.757807827177755,7.104619739457457
41,6.733214621992752,7.127817524031642
42,6.6702873847601545,7.1366826210159005
43,6.669712408417967,7.164484422289458
44,6.673427278751277,7.163625857851087
45,6.750447961988804,7.125421961298002
46,6.813851933094103,7.097292353375164
47,6.812846378187989,7.134793783196345
48,6.808507341074157,7.098686659062667
49,6.803189271207565,7.083402306156786
50,6.800368015617292,7.037305883772062
51,6.867850748873399,7.052320563833304
52,6.864537404259304,7.070113474080583
53,6.8575456956748635,7.049110485312021
54,6.777732302408008,7.046443940947998
55,6.754796997292776,7.039414082395344
56,6.738691200772804,7.076632483010425
57,6.710208041436984,7.080427337668469
58,6.711795988525156,6.987595394574869
59,6.657572333049655,6.887283616649819
60,6.669982120033642,6.939034472097251
61,6.684830719386799,6.9347825102752045
62,6.622178441338406,6.954239228574494
63,6.62735883092655,6.9570499907613135
64,6.630387026869979,7.018760365676765
65,6.6356833059358165,7.0449420854537905
66,6.551343082166565,7.069501977025853
67,6.553497742273509,7.09537167081274
68,6.559872376923301,7.196801651993541
69,6.708808061526229,7.194447111880922
70,6.711231924548906,7.219553753093459
71,6.71678028325294,7.213096007448676
72,6.716636515704671,7.189065505169519
73,6.73196556785697,7.185099005964277
74,6.782866365657102,7.190242421622816
75,6.772208707220093,7.175409380811987
76,6.766029614012011,7.166807646515863
77,6.760818003799332,7.17829990127378
78,6.761816639324294,7.190075278754165
