,Kisumu,Kampala
0,6.962333576466893,6.797703299801299
1,6.9644286955730585,6.767859774885163
2,6.925020739609445,6.777904312992352
3,6.916714914225894,6.768072718295499
4,6.903102669897625,6.79728365343428
5,6.944983520439066,6.801450297836939
6,6.944078734159975,6.7803388590375375
7,6.959804721936134,6.804630896958932
8,6.962469649556401,6.850090250237013
9,6.955863003621561,6.854761481672814
10,6.802132625838909,6.730229919679549
11,6.797132431201746,6.691881727850796
12,6.792663010662613,6.71369716557516
13,6.738179698461554,6.68255771003577
14,6.790578410452024,6.6585445086473545
15,6.734416965742569,6.673387277778334
16,6.78819965270293,6.669579553199765
17,6.732362083233483,6.715641890832525
18,6.6109272019424825,6.711029309676086
19,6.606750370556886,6.751729402537795
20,6.661817556307076,6.732031854731596
21,6.713376658101881,6.5989813912322735
22,6.707919411616958,6.6429563529729885
23,6.700426658395675,6.6996863311358
24,6.690153584577086,6.678983140193819
25,6.7756642982529165,6.6590830115524895
26,6.768181378927941,6.661833739512934
27,6.8574173798129365,6.695677712426985
28,6.945844058659234,6.775205768889622
29,6.846520602884505,6.822795777635917
30,6.833333419119588,6.81420691896807
31,6.827298231769488,6.830170769542119
32,6.828201556120558,6.833619739863409
33,6.831905765651529,6.815215125447011
34,6.833093794382744,6.792577888072415
35,6.840011086199327,6.7891845540846925
36,6.842086952579462,6.802313314191814
37,6.743678034426032,6.816522870817105
38,6.737567502194116,6.8412752096780824
39,6.749620673390103,6.823338291654072
40,6.8468489001110076,6.828931407134244
41,6.848159397488767,6.839175547029991
42,6.853176764038861,6.8238649008539705
43,6.849704299002957,6.757549329050427
44,6.851787878926591,6.746775490723683
45,6.938172336872028,6.776112319585729
46,6.933386187411803,6.7724008178518655
47,6.9242602542843255,6.79121031440766
48,6.830563101473199,6.779138454451733
49,6.826550927891677,6.7579266180726325
50,6.839075902690276,6.757639184479301
51,6.909096409377089,6.754222657587084
52,6.907241508137412,6.747703532595385
53,6.903043764041586,6.744018639932947
54,6.8972163678432175,6.829033623992183
55,6.8990490718112625,6.839666860321264
56,6.895078169691565,6.832085953122172
57,6.809435037407744,6.868029940388789
58,6.81028303247135,6.836374624684397
59,6.7213571194261155,6.749535613786933
60,6.724852999173771,6.7365115042288854
61,6.818620079733808,6.688202400826429
62,6.819802918443612,6.6882933447007735
63,6.812001420758136,6.673537436235919
64,6.806494489973673,6.702152937991156
65,6.662215329684782,6.708640164237795
66,6.717607132075606,6.768362238389773
67,6.718006211657632,6.784374800449423
68,6.800221540532602,6.788292340766275
69,6.793248600397694,6.760294935069912
70,6.792769087431823,6.7632182732555775
71,6.792414877194827,6.795680491078833
72,6.794825477266455,6.788850769199765
73,6.794423815264695,6.790991638143216
74,6.709252955693816,6.611187775945774
75,6.7010744499692105,6.603141149840569
76,6.787359453208324,6.624840730862728
77,6.687521299668765,6.641552832590525
78,6.775413748508359,6.678166016494928
79,6.768512121403341,6.751718982421796
80,6.7725331795303925,6.748201880990163
81,6.767813135058409,6.748460022259219
82,6.764907859518475,6.736943200844543
83,6.755210672344658,6.722714740107661
84,6.746615574853573,6.6917576709008335
