,Masindi,Busia
0,5.275479556124178,5.36207779532648
1,5.112551408384965,5.28363414666162
2,5.193232940612374,5.405565575822368
3,5.262470614036932,5.385648973011552
4,5.291061483717872,5.463674226384866
5,5.3013633293406315,5.477292535162619
6,5.360002190382771,5.460621755745066
7,5.384874158522637,5.532574725528885
8,5.385272553728783,5.50402977358301
9,5.488427863115462,5.534768200374164
10,5.501279277433299,5.637730380161156
11,5.500265656213766,5.616097471738887
12,5.485513885498625,5.6194157628448895
13,5.4884566541889885,5.634434821290053
14,5.453558019490573,5.469654946532747
15,5.35787309871949,5.456208999440352
16,5.351244553914868,5.4980504777480865
17,5.47078410184427,5.6144753223593185
18,5.462935610364402,5.574993019280119
19,5.445999762404194,5.571987744855858
20,5.546659148996874,5.665746161968274
21,5.552289159742523,5.61794312996396
22,5.544493151148241,5.6592902186260625
23,5.549632479119975,5.657481000326382
24,5.54674686835175,5.732630316712065
25,5.595701695395968,5.756137415357606
26,5.642371381028475,5.714467684831294
27,5.635845373847415,5.727483129399476
28,5.675177687462979,5.869151850657754
29,5.868849431235698,5.998561595793225
30,5.897916187093915,5.959988615736292
31,5.893859837756065,6.002421144032829
32,5.886718728325191,6.0187784503382575
33,5.959743895809117,6.03479995022846
34,6.00134660082542,6.074183924777686
35,6.005981854153889,5.659705617436055
36,5.535290529329386,5.528147641817006
37,5.312198590938724,5.460618596056998
38,5.368581761113166,5.439461623410591
39,5.368956130992608,5.525192317310887
40,5.41895718941226,5.5759271550088
41,5.3563303703594904,5.540051507507869
42,5.294200015198664,5.377670905866268
43,5.280381673081202,5.3681477670877875
44,5.1520064984226215,5.2868257212315735
45,5.074272492658195,5.198209393888956
46,5.074221723464717,5.28116832756406
47,5.078458177437094,5.241253311880692
48,5.068819317163852,5.240375499687569
49,5.074360892411804,5.223738293486406
50,5.149232731651864,5.209250741378117
51,5.146848729373835,5.3214082808323
52,5.139302426889725,5.237904403694265
53,5.132759470328324,5.161002682641719
54,5.126191201696839,5.157121502388198
55,5.123795709372973,5.17731166271308
56,5.116156585835759,5.136990672738601
57,5.111724038485514,5.163281848150364
58,5.093877129023532,5.123095675022673
59,5.072644476051474,5.136495948038006
60,5.067713746135665,5.123953464458541
61,4.544330850840772,4.710315988315033
62,4.492688200916857,4.709989476606838
63,4.478766847861266,4.674075600182032
64,4.464766650080757,4.677959870541799
65,4.491005807556552,4.630512510540956
66,4.516574038681002,4.653049207349539
67,4.641371777279842,4.897305151417043
68,4.752465479950549,4.981561429792054
69,4.760818943546503,5.031693897681903
70,4.853675768371139,5.035434103522495
71,4.86609331605545,5.042843827799949
72,4.942049894503591,5.111948931298989
73,4.946942438619464,5.131306897043219
74,5.033716055574165,5.145237330006572
75,5.23877496105929,5.326166783174299
76,5.227376269354647,5.281200919368427
77,5.223509773156054,5.315883093287069
78,5.303592620673194,5.49049406921397
79,5.5467516479293515,5.6431166006786
80,5.564680694997345,5.591947821337684
81,5.520292489346226,5.533806208512949
82,5.4791271644977835,5.562437848935936
83,5.539695727085255,5.638344808155095
