,Masindi,Gulu
0,6.127784079959406,5.945462523165451
1,6.124489577113207,6.011870699005057
2,6.121292687066978,6.226159497456815
3,6.113643140753075,6.314404064492829
4,6.161144161349006,6.310361232007116
5,6.202184605937016,6.430553865151822
6,6.354372984576003,6.515061446014531
7,6.361349334856827,6.521792467968401
8,6.124503715111705,6.230897669999323
9,6.122483898456167,6.2275476341741385
10,6.123622512423043,5.536230636314049
11,6.118333395413176,5.715344148931217
12,6.116939383429103,5.790300067724129
13,6.1101261299601,5.781346997658313
14,6.108122953880963,5.781213564324757
15,6.104634076604516,5.517343566512873
16,6.09294639019578,5.503751699314282
17,6.096754435110813,5.508165845546633
18,6.096423615231827,5.691707851482444
19,6.093598919155624,5.601258720259063
20,5.913047367970069,5.603546248123648
21,5.902456860672624,5.591860528697967
22,5.842409381144868,5.601715818129006
23,5.839799265618317,5.601686349195947
24,5.839995909933781,5.684125539226995
25,5.902478211810154,5.75714522438554
26,5.828507432588327,5.752999880080181
27,5.8876329296930106,5.8876329296930106
28,5.8852374373691445,5.8852374373691445
29,5.91239643131641,6.001445369370634
30,6.287738756600155,6.150301557746637
31,6.253849702009266,6.158207792230096
32,6.379122069505014,6.155978518190804
33,6.305033192846769,6.144588235748122
34,6.343399460271448,6.234691661153565
35,6.350019156170734,6.26786608833218
36,6.386200734524484,6.387632373995921
