,Kasese,Tororo
0,6.465979102746381,6.191026517045488
1,6.3640641162465394,6.270550272921105
2,6.455550730509163,6.344213214797799
3,6.491592672816966,6.33963097598709
4,6.512276094478314,6.3912827831916825
5,6.562793188691354,6.3362568312128476
6,6.494985536439013,6.079721765282146
7,6.4973427750168735,6.134167266475048
8,6.4774332427395285,6.290847287159116
9,6.483002024496989,6.290276681284751
10,6.505223694752854,6.294792179027007
11,6.5629303312726694,6.436160547191164
12,6.561512514144189,6.518242265563295
13,6.555773996162218,6.514882438844119
14,6.549849635989781,6.547504969030527
15,6.542930340016441,6.541587156469973
16,6.5236865490992715,6.441994004612874
17,6.533567448084982,6.374409866289913
18,6.507800604769959,6.245436340302469
19,6.462571193596491,6.238087458923326
20,6.462358144829634,6.297315023835952
21,6.462145141442885,6.380702644998204
22,6.470067619684719,6.423005711453711
23,6.493465281379583,6.455593811015265
24,6.517169360001271,6.558496210449027
25,6.441928821597718,6.555653119439313
26,6.43695806696297,6.586390305376328
27,6.431272514122744,6.645468105605275
28,6.515723917055652,6.477932645340147
29,6.52673237592274,6.223600867954746
30,6.48892797440099,6.124503715111705
31,6.491349319745419,6.126432570911583
32,6.493243890620956,6.22804477957373
33,6.488305752721292,6.270286038406951
34,6.483447248284074,6.316891171599328
35,6.478612234827176,6.356367204467341
36,6.475733428696675,6.396547692538435
37,6.510595339523157,6.392812303866773
38,6.458426674196753,6.294347746024714
39,6.404032818634217,5.978282284313611
40,6.343174366847618,5.9514758358243025
41,6.337221001813375,6.036528692625579
42,6.249862128999495,6.097564753573258
43,6.373673346343568,6.139101099205735
44,6.3796861909980285,6.199470848312016
45,6.199441379378957,5.9749443426336715
46,6.201716136854186,5.970300452388205
47,6.213012947801603,5.939870241677762
48,6.2602176904912215,5.938402611669982
49,6.244142036553056,5.636013349760887
50,6.216026998630689,5.696111735973429
51,5.909090926113141,5.683569252393964
52,5.866086690823091,5.601992535895786
53,5.933305243775905,5.800758587813922
54,5.78338317796689,5.788688230196583
55,5.963328313071728,5.9064301464681215
56,5.986953908511165,5.896394331465438
57,5.965710317425975,5.902868399800893
58,6.023490766989252,5.701762853127754
59,5.7762040996434525,5.6229466757934095
60,5.980227556002278,5.634743279049029
61,5.98551370466757,5.6372070103993535
62,5.8667251963633555,5.642355403325902
63,5.858340626377746,5.863266744713802
64,5.988757128894441,5.871785452308936
65,5.934151415658526,5.870525719778315
66,5.934202644317961,6.050212405285479
67,5.713946972747484,6.039841405289059
68,5.8524256050581895,6.1388784210552405
69,5.846113975249317,6.133180094494065
70,6.020066538478743,6.266086904446707
71,5.956503026701722,6.378677568257577
72,5.898169640935562,6.261581745912932
73,6.220726728443676,6.262089117465058
74,6.241169350421754,6.242826351629383
