,Mombasa,Nairobi
0,6.510348452723836,6.512857864329261
1,6.512443571830001,6.545626990620242
2,6.5051668940491805,6.547726508467977
3,6.486796342159372,6.417540831143662
4,6.467850472622874,6.411021363623388
5,6.418961449791793,6.40400642884305
6,6.434097024671697,6.357212667711827
7,6.418221566890035,6.418221566890035
8,6.510998268439593,6.420900469246774
9,6.459490436330043,6.413322570573776
10,6.390116989918731,6.406542857860747
11,6.478089829715817,6.402596393625772
12,6.474929481231673,6.335311516972089
13,6.394379794990048,6.395938641759339
14,6.331220952106643,6.3939929637184925
15,6.328674810950266,6.295718723266971
16,6.329453177981828,6.2784216979693825
17,6.3263443362607426,6.275312856248297
18,6.323245129490702,6.323245129490702
19,6.318860850744129,6.266912176759117
20,6.312825964012967,6.26162023913377
21,6.308189135005908,6.256062854314465
22,6.301897975260787,6.250516811271669
23,6.296493690708409,6.243770960704435
24,6.285248857542706,6.235281530200259
25,6.264838674486926,6.214261199743398
26,6.410486547088463,6.254633739190674
27,6.4058284525885325,6.331217588797358
28,6.405557564197626,6.333885107473424
29,6.4523627935944035,6.303083816598955
30,6.450679519091376,6.352286106567893
31,6.509884662547683,6.5331196167473085
32,6.537753230175887,6.534979303293161
33,6.5502048474465235,6.626146000681906
34,6.551652352377571,6.621934714694394
35,6.557713227970057,6.637590699059838
36,6.52377822254869,6.642446919409011
37,6.51976849303224,6.637693422977616
38,6.383011590139608,6.572605906262642
39,6.392438244030685,6.598762386051933
40,6.396774625959364,6.646639778624279
41,6.244333597255657,6.557079638370654
42,6.247502534443969,6.509476250185543
43,6.246964084433779,6.5688019135365545
44,6.244724861567083,6.604964871670312
45,6.242903364724629,6.603478932620255
46,6.240239006851858,6.599925554093286
47,6.23111307372438,6.59186826813861
48,6.224582180579566,6.58295925258883
49,6.156309008910638,6.534844705140171
50,6.16126506241307,6.492736968082205
51,6.152532412788772,6.509297038804601
52,6.146536176566175,6.480579128042395
53,6.201930989131619,6.356673279932768
54,6.20224095268945,6.348995678488661
55,6.118045356294245,6.357777820301539
56,6.0272104385330865,6.363682675154299
57,5.9241206079338875,6.365316822954006
58,6.1272894301002605,6.365920415052882
59,6.125748708343024,6.125748708343024
60,6.118854240198191,6.205865617187821
61,6.113801958205374,6.200813335195003
62,6.115959268939291,6.20312242554521
63,6.119952297273673,6.207115453879592
64,6.119029349841629,6.199633382256258
65,6.016190598314098,6.12448203728891
66,6.006829976723273,6.08326285547492
67,6.003571397587136,6.187249806692381
68,6.005895591360872,6.267635538654971
69,6.007195741208013,6.2697933143828655
70,6.006149756156551,6.141695248152775
71,6.012121706118997,6.146401321748871
72,6.008424410856243,6.112193203137815
73,6.0008016004478915,6.097376117095436
74,5.990880229854564,6.084370572941903
75,5.9869563881440895,6.135376393262362
76,6.160550666938001,6.12474121424129
77,6.163527500113747,6.163527500113747
78,6.159860800561695,6.21891556334301
79,6.159528657331003,6.257708712981658
80,6.1496851831051575,6.148005921585438
81,6.35918506211072,6.1393837253273755
82,6.532306310935747,6.130686539759845
